source,created,psid,time_sec_0a,ip_address,browser,zip_code,user_car_1,mc_car_year_1,is_bev_1,user_car_2,mc_car_year_2,is_bev_2,time_sec_0b,user_car_planned,mc_car_year_planned,time_sec_1,user_bev,mc_car_number,has_bev,plan_bev,default_range,mc_commute,mc_commute_method,mc_commute_days,mc_distance,mc_parking,txt_parking,mc_neighbor,mc_max_range,mc_umc,txt_smc,mc_lv2_charger,user_range,mc_home_charge,mc_home_days,mc_home_hours,mc_work_charge,mc_work_days,mc_work_hours,time_sec_2,time_2_created,time_2_ended,smc_respID,mc_smc_0,mc_smc_1,mc_smc_2,mc_smc_3,mc_smc_4,mc_smc_5,mc_smc_6,smc_all_same,time_sec_3,mc_climate,mc_yob,mc_gender,mc_ethnicity,txt_ethnicity,mc_education,txt_education,mc_work,mc_party,mc_house_type,txt_house_type,mc_house_owner,mc_household_size,mc_income,time_sec_4a,mc_v2g,mc_v2g_charger,txt_v2g_pay,completion_code,txt_feedback_1,time_sec_4b,time_4b_created,time_4b_ended,v2g_respID,mc_v2g_1,mc_v2g_2,mc_v2g_3,mc_v2g_4,mc_v2g_5,mc_v2g_6,v2g_all_same,txt_feedback_2,smc_speeding,v2g_speeding
dynata,2024-10-02T18:20:09Z,S0iesZfB10bxnpuGRW1T1w**,100,108.233.124.52,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15",94086,kia_ev_6,2023,yes,toyota_camry,2015,no,NA,NA,NA,233,kia_ev_6,3,yes,NA,250,no,NA,NA,10_to_30,driveway,NA,yes,400,app,NA,yes,400,yes,1,3_to_5,no,NA,NA,325,2024-10-02T18:25:42Z,2024-10-02T18:31:07Z,630,2,1,1,1,3,1,3,no,92,very,1957,male,white,NA,degree_associate,NA,retired,democratic,detached,NA,own,2,100_to_150,139,yes,yes,450,215003,NA,225,2024-10-02T18:34:58Z,2024-10-02T18:38:43Z,1315,1,1,1,2,1,1,no,NA,no,no
dynata,2024-10-02T18:33:44Z,S0iesZfB10atksGAKd4TNg**,114,66.189.94.92,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",01571,cadillac_lyriq,2024,yes,toyota_camry_solara,2004,no,NA,NA,NA,111,cadillac_lyriq,2,yes,NA,300,no,NA,NA,10_to_30,private_garage,NA,not_sure,300,no,NA,yes,300,yes,3,more_than_8,no,NA,NA,192,2024-10-02T18:37:30Z,2024-10-02T18:40:42Z,2564,2,2,2,1,2,2,2,no,64,believe,1945,male,white,NA,degree_grad,NA,retired,democratic,detached,NA,own,2,100_to_150,47,yes,yes,150,757718,NA,168,2024-10-02T18:42:33Z,2024-10-02T18:45:21Z,3939,2,2,2,2,1,2,no,NA,no,no
dynata,2024-10-02T18:39:41Z,S0iesZfB10bdqPL1n2vPrA**,45,107.77.230.153,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",93536,nissan_leaf,2012,yes,NA_NA,NA,no,NA,NA,NA,125,nissan_leaf,1,yes,NA,150,yes,by_car,3,10_to_30,private_garage,NA,no,100,no,NA,yes,100,yes,3,3_to_5,no,NA,NA,149,2024-10-02T18:42:31Z,2024-10-02T18:45:00Z,3589,2,2,2,1,2,2,2,no,86,very,1965,male,white,NA,degree_bs,NA,employed_under40,independent,detached,NA,own,1,75_to_100,39,yes,yes,1000,983335,NA,88,2024-10-02T18:47:05Z,2024-10-02T18:48:33Z,2427,2,1,2,1,1,2,no,NA,no,no
dynata,2024-10-02T18:41:52Z,S0iesZfB10ai1r0L3-sHWg**,39,47.147.243.98,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",90292,tesla_model_3,2018,yes,NA_NA,NA,no,NA,NA,NA,158,tesla_model_3,1,yes,NA,300,yes,by_car,2,10_to_30,private_garage,NA,yes,300,no,NA,yes,300,yes,1,3_to_5,no,NA,NA,215,2024-10-02T18:45:09Z,2024-10-02T18:48:44Z,2675,2,2,1,2,1,1,1,no,52,very,1977,female,pacific,NA,degree_bs,NA,employed_under40,democratic,detached,NA,rent,2,100_to_150,60,yes,yes,150,137587,NA,111,2024-10-02T18:50:36Z,2024-10-02T18:52:27Z,1671,1,2,1,1,1,1,no,NA,no,no
dynata,2024-10-02T18:48:14Z,S0iesZfB10ae4fqnIHSQDA**,64,75.170.200.212,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",92078,chevrolet_bolt_ev,2018,yes,tesla_model_3,2022,yes,NA,NA,NA,156,chevrolet_bolt_ev,2,yes,NA,250,no,NA,NA,10_to_30,private_garage,NA,yes,200,no,NA,no,200,yes,7,more_than_8,no,NA,NA,331,2024-10-02T18:51:54Z,2024-10-02T18:57:25Z,1893,2,2,1,2,2,1,2,no,93,neutral,1959,female,white,NA,degree_bs,NA,not_employed_not_looking,independent,detached,NA,own,2,150_to_200,82,yes,yes,100,503202,NA,206,2024-10-02T19:00:20Z,2024-10-02T19:03:46Z,3456,2,2,2,2,1,1,no,NA,no,no
dynata,2024-10-02T18:54:03Z,S0iesZfB10aZ9Rs3GntdvA**,66,75.215.219.236,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",08008,chevrolet_blazer_ev,2024,yes,chevrolet_malibu,2017,no,NA,NA,NA,162,chevrolet_blazer_ev,2,yes,NA,300,no,NA,NA,10_to_30,driveway,NA,no,300,no,NA,yes,300,yes,3,more_than_8,no,NA,NA,274,2024-10-02T18:57:52Z,2024-10-02T19:02:26Z,767,2,2,2,2,1,2,2,no,54,believe,1961,female,white,NA,degree_bs,NA,retired,democratic,detached,NA,own,2,100_to_150,47,yes,no,NA,722466,NA,109,2024-10-02T19:04:08Z,2024-10-02T19:05:57Z,3896,2,2,2,1,2,1,no,NA,no,no
dynata,2024-10-02T18:58:15Z,S0iesZfB10aqRhoegcyKIA**,55,97.149.27.163,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",46130,chevrolet_bolt_ev,2020,yes,buick_enclave,2020,no,NA,NA,NA,120,chevrolet_bolt_ev,2,yes,NA,250,no,NA,NA,31_to_50,private_garage,NA,not_sure,250,no,NA,yes,250,yes,2,5_to_8,no,NA,NA,174,2024-10-02T19:01:12Z,2024-10-02T19:04:06Z,3394,2,2,2,1,1,1,1,no,55,somewhat,1944,male,white,NA,degree_bs,NA,retired,republican,detached,NA,own,2,100_to_150,40,yes,no,NA,795950,NA,74,2024-10-02T19:05:43Z,2024-10-02T19:06:57Z,2569,2,1,2,2,2,2,no,NA,no,no
dynata,2024-10-02T19:01:28Z,S0iesZfB10a9BhVI0Oti-A**,36,143.244.116.116,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",97217,kia_ev_6,2023,yes,NA_NA,NA,no,NA,NA,NA,81,kia_ev_6,1,yes,NA,250,yes,by_walk,NA,below_10,driveway,NA,yes,300,no,NA,yes,300,yes,3,5_to_8,no,NA,NA,102,2024-10-02T19:03:26Z,2024-10-02T19:05:08Z,3440,2,2,2,1,2,1,1,no,43,very,1969,female,white,NA,degree_grad,NA,employed_over40,democratic,detached,NA,own,2,150_to_200,30,yes,no,NA,925926,NA,71,2024-10-02T19:06:22Z,2024-10-02T19:07:33Z,500,1,2,2,1,1,2,no,I don't have any other thoughts. This was an interesting survey!,no,no
dynata,2024-10-02T19:21:29Z,S0iesZfB10YQHsZ7ZYpMZA**,67,73.114.3.205,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",06810,hyundai_ioniq_5,2021,yes,toyota_camry,2019,no,NA,NA,NA,198,hyundai_ioniq_5,2,yes,NA,250,yes,by_car,5,over_100,driveway,NA,not_sure,350,smc,Bluelink,no,350,no,NA,NA,yes,2,3_to_5,169,2024-10-02T19:25:55Z,2024-10-02T19:28:44Z,2356,2,2,3,1,1,1,1,no,61,very,1986,male,white,NA,degree_associate,NA,employed_over40,democratic,detached,NA,own,3,75_to_100,85,yes,yes,900,668121,NA,134,2024-10-02T19:31:10Z,2024-10-02T19:33:24Z,1788,2,3,1,3,1,1,no,Very interesting,no,no
dynata,2024-10-02T19:24:13Z,S0iesZfB10ZilmW1nae9mg**,180,72.68.96.97,"Mozilla/5.0 (Linux; Android 8.1.0; Infinix X623 Build/OPM1.171019.026; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/128.0.6613.99 Mobile Safari/537.36",10001,mercedes_benz_b_class_electric_drive,2022,yes,audi_q_5_sportback,2021,no,NA,NA,NA,304,mercedes_benz_b_class_electric_drive,2,yes,NA,100,yes,"by_car, by_bus",4,51_to_100,driveway,NA,yes,350,app,NA,yes,350,yes,3,more_than_8,yes,1,3_to_5,154,2024-10-02T19:32:17Z,2024-10-02T19:34:51Z,2090,2,1,2,2,1,1,2,no,166,believe,1992,male,white,NA,degree_grad,NA,employed_over40,independent,apartment,NA,own,4,150_to_200,48,yes,yes,55,164382,NA,116,2024-10-02T19:38:25Z,2024-10-02T19:40:21Z,1928,1,1,1,2,2,1,no,The survey questions were easy to understand,no,no
dynata,2024-10-02T19:39:58Z,S0iesZfB10YCfiuLk4y80Q**,45,50.237.94.20,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0",22102,lucid_air,2024,yes,NA_NA,NA,no,NA,NA,NA,744,lucid_air,1,yes,NA,450,yes,by_car,4,10_to_30,private_garage,NA,yes,400,no,NA,yes,400,yes,1,5_to_8,no,NA,NA,240,2024-10-02T19:53:07Z,2024-10-02T19:57:07Z,1092,2,2,2,1,1,2,1,no,61,very,1960,female,asian,NA,degree_grad,NA,employed_over40,democratic,apartment,NA,rent,1,150_to_200,54,yes,no,NA,952441,NA,174,2024-10-02T19:59:03Z,2024-10-02T20:01:57Z,3798,1,2,2,3,2,2,no,None- other than i hope this becomes reality soon,no,no
dynata,2024-10-02T20:21:42Z,S0iesZfB10Yb9l7-7bQORw**,50,45.26.8.95,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",30021,nissan_leaf,2022,yes,buick_enclave,2020,no,NA,NA,NA,97,nissan_leaf,2,yes,NA,150,yes,by_car,5,10_to_30,private_garage,NA,yes,200,no,NA,no,200,no,NA,NA,yes,4,less_than_3,166,2024-10-02T20:24:09Z,2024-10-02T20:26:55Z,3475,1,2,2,1,1,3,3,no,39,very,1968,female,white,NA,degree_bs,NA,employed_under40,independent,detached,NA,own,2,150_to_200,60,yes,yes,300,473621,NA,112,2024-10-02T20:28:34Z,2024-10-02T20:30:26Z,2225,2,2,2,2,2,1,no,NA,no,no
dynata,2024-10-02T20:37:18Z,S0iesZfB10Ye7ewkyNYrzg**,45,63.229.214.53,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",55386,bmw_i_4,2023,yes,nissan_pathfinder,2013,no,NA,NA,NA,108,bmw_i_4,2,yes,NA,250,no,NA,NA,10_to_30,private_garage,NA,yes,200,app,NA,yes,200,yes,6,5_to_8,yes,1,5_to_8,151,2024-10-02T20:39:52Z,2024-10-02T20:42:23Z,2573,2,2,1,2,1,1,1,no,62,very,1978,female,white,NA,degree_bs,NA,employed_over40,democratic,detached,NA,own,3,300_to_400,40,yes,yes,500,176787,NA,75,2024-10-02T20:44:07Z,2024-10-02T20:45:22Z,3895,1,1,1,2,2,1,no,NA,no,no
dynata,2024-10-02T20:40:56Z,S0iesZfB10adKVMmkRCaYQ**,63,72.134.76.122,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",91750,tesla_model_y,2021,yes,honda_odyssey,2018,no,NA,NA,NA,284,tesla_model_y,2,yes,NA,300,yes,by_car,5,10_to_30,private_garage,NA,yes,300,app,NA,yes,300,yes,2,5_to_8,no,NA,NA,243,2024-10-02T20:46:44Z,2024-10-02T20:50:47Z,475,2,3,1,2,1,2,2,no,45,somewhat,1963,male,asian,NA,degree_grad,NA,employed_over40,republican,detached,NA,own,2,prefer_not_say,56,yes,no,NA,371531,NA,81,2024-10-02T20:52:29Z,2024-10-02T20:53:50Z,1395,1,2,1,1,1,2,no,none,no,no
dynata,2024-10-02T21:40:09Z,S0iesZfB10Zea-8qGkrSMg**,58,96.247.207.18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0",22408,tesla_model_3,2018,yes,honda_cr_v,2013,no,NA,NA,NA,135,tesla_model_3,3,yes,NA,300,yes,by_car,5,below_10,private_garage,NA,no,300,no,NA,yes,300,yes,2,5_to_8,no,NA,NA,136,2024-10-02T21:43:22Z,2024-10-02T21:45:38Z,1445,3,3,2,2,2,3,3,no,57,very,1956,male,white,NA,degree_bs,NA,employed_under40,independent,detached,NA,own,3,100_to_150,37,yes,yes,200,347058,NA,87,2024-10-02T21:47:14Z,2024-10-02T21:48:41Z,1138,2,3,3,2,3,2,no,NA,no,no
dynata,2024-10-02T22:11:04Z,S0iesZfB10bZr2cV3uDGIA**,61,174.194.199.15,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1",95062,tesla_model_3,2019,yes,ram_2500,2022,no,NA,NA,NA,103,tesla_model_3,3,yes,NA,300,no,NA,NA,31_to_50,street,NA,yes,300,app,NA,yes,300,yes,5,5_to_8,no,NA,NA,303,2024-10-02T22:13:49Z,2024-10-02T22:18:52Z,902,2,2,2,1,1,1,2,no,54,very,1959,female,white,NA,degree_grad,NA,retired,democratic,detached,NA,own,2,200_to_250,40,yes,yes,500,393692,NA,287,2024-10-02T22:20:27Z,2024-10-02T22:25:14Z,486,1,2,2,2,1,1,no,NA,no,no
dynata,2024-10-02T23:10:54Z,S0iesZfB10a5gZV7L0x4NQ**,50,71.47.18.233,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",32773,chevrolet_bolt_ev,2019,yes,chevrolet_spark_ev,2016,yes,NA,NA,NA,103,chevrolet_bolt_ev,3,yes,NA,250,no,NA,NA,below_10,private_garage,NA,no,350,no,NA,yes,350,yes,2,less_than_3,no,NA,NA,105,2024-10-02T23:13:28Z,2024-10-02T23:15:13Z,3435,2,1,2,1,1,1,1,no,41,not,1971,female,white,NA,college_some,NA,not_employed_not_looking,republican,detached,NA,own,5_or_more,100_to_150,40,yes,yes,150,593007,NA,72,2024-10-02T23:16:35Z,2024-10-02T23:17:47Z,2323,2,1,1,2,2,2,no,NA,no,no
dynata,2024-10-02T23:36:42Z,S0iesZfB10YoQwJGOAhQFg**,282,47.145.198.169,"Mozilla/5.0 (X11; CrOS x86_64 14816.131.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",91710,hyundai_ioniq_electric,2019,yes,mercedes_benz_glb_class,2023,no,NA,NA,NA,316,hyundai_ioniq_electric,3,yes,NA,150,yes,"by_car, by_walk",5,10_to_30,private_garage,NA,yes,150,no,NA,no,150,yes,5,more_than_8,no,NA,NA,264,2024-10-02T23:46:41Z,2024-10-02T23:51:05Z,327,2,2,2,1,2,1,1,no,50,somewhat,1981,male,asian,NA,college_some,NA,not_employed_yes_looking,independent,detached,NA,own,5_or_more,100_to_150,39,yes,yes,100,285040,NA,61,2024-10-02T23:52:36Z,2024-10-02T23:53:37Z,947,1,2,1,1,1,2,no,NA,no,no
dynata,2024-10-03T00:14:53Z,S0iesZfB10b5r1KAW_atkA**,82,72.134.184.232,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",90027,tesla_model_3,2021,yes,bmw_3_series,2022,no,NA,NA,NA,112,tesla_model_3,2,yes,NA,300,yes,by_car,5,51_to_100,private_garage,NA,yes,300,app,NA,yes,300,yes,3,3_to_5,no,NA,NA,189,2024-10-03T00:18:07Z,2024-10-03T00:21:16Z,3615,3,2,3,1,3,3,3,no,71,very,1961,male,white,NA,degree_bs,NA,employed_over40,democratic,detached,NA,own,4,over_400,82,yes,yes,800,526181,NA,110,2024-10-03T00:23:46Z,2024-10-03T00:25:36Z,1026,3,3,1,1,3,3,no,NA,no,no
dynata,2024-10-03T00:23:29Z,S0iesZfB10Yw384bQZzVHg**,59,146.75.154.155,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Safari/605.1.15",94552,tesla_model_y,2023,yes,tesla_model_3,2019,yes,NA,NA,NA,146,tesla_model_y,4,yes,NA,300,no,NA,NA,31_to_50,driveway,NA,yes,250,app,NA,yes,250,yes,7,more_than_8,no,NA,NA,305,2024-10-03T00:26:51Z,2024-10-03T00:31:56Z,4571,2,1,2,1,2,3,2,no,106,very,1970,male,asian,NA,degree_bs,NA,employed_under40,democratic,detached,NA,own,3,300_to_400,58,yes,yes,1,472382,NA,389,2024-10-03T00:34:37Z,2024-10-03T00:41:06Z,3110,2,2,2,1,2,1,no,NA,no,no
dynata,2024-10-03T00:35:39Z,S0iesZfB10Z6SQALnvT0yQ**,44,104.32.78.191,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",90016,tesla_model_y,2023,yes,NA_NA,NA,no,NA,NA,NA,237,tesla_model_y,1,yes,NA,300,yes,by_car,2,below_10,driveway,NA,no,250,no,NA,no,250,no,NA,NA,yes,2,less_than_3,473,2024-10-03T00:40:18Z,2024-10-03T00:48:11Z,1524,1,1,2,3,3,2,3,no,82,very,1955,female,black,NA,degree_grad,NA,employed_under40,democratic,townhome,NA,rent,2,150_to_200,106,yes,yes,200,574679,NA,251,2024-10-03T00:51:16Z,2024-10-03T00:55:27Z,3139,1,3,1,3,3,2,no,NA,no,no
dynata,2024-10-03T00:51:50Z,S0iesZfB10YQXwJnTT1rHg**,78,107.77.226.151,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1",12186,ford_mustang_mach_e,2022,yes,NA_NA,NA,no,NA,NA,NA,153,ford_mustang_mach_e,1,yes,NA,250,no,NA,NA,10_to_30,driveway,NA,no,300,app,NA,yes,300,yes,1,more_than_8,no,NA,NA,394,2024-10-03T00:55:39Z,2024-10-03T01:02:13Z,863,2,3,2,1,2,3,1,no,82,believe,1970,female,white,NA,degree_grad,NA,employed_under40,democratic,detached,NA,own,4,100_to_150,79,yes,no,NA,373477,NA,209,2024-10-03T01:04:51Z,2024-10-03T01:08:20Z,582,1,1,2,1,1,1,no,NA,no,no
dynata,2024-10-03T01:33:31Z,S0iesZfB10Z6bEvmnJ9a6w**,60,47.37.131.179,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",90805,tesla_model_3,2019,yes,NA_NA,NA,no,NA,NA,NA,263,tesla_model_3,1,yes,NA,300,yes,by_car,5,10_to_30,driveway,NA,yes,450,app,NA,yes,450,yes,2,3_to_5,no,NA,NA,126,2024-10-03T01:38:54Z,2024-10-03T01:41:00Z,150,1,2,2,3,1,1,2,no,68,believe,1995,female,black,NA,college_some,NA,employed_over40,democratic,townhome,NA,own,3,35_to_50,24,yes,yes,2000,389727,NA,87,2024-10-03T01:42:33Z,2024-10-03T01:44:00Z,4379,1,2,1,1,3,3,no,NA,no,no
dynata,2024-10-03T02:09:23Z,S0iesZfB10ZzfE8pPjtDIg**,61,24.55.25.182,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36 Edg/128.0.0.0",78750,ford_mustang_mach_e,2022,yes,lexus_gs_460,2017,no,NA,NA,NA,118,ford_mustang_mach_e,5,yes,NA,250,yes,by_car,5,10_to_30,driveway,NA,not_sure,250,app,NA,yes,250,yes,3,more_than_8,no,NA,NA,181,2024-10-03T02:12:22Z,2024-10-03T02:15:23Z,4235,2,1,2,2,1,2,1,no,57,believe,1971,female,white,NA,degree_bs,NA,prefer_not_say,independent,detached,NA,own,4,250_to_300,42,yes,yes,50,299454,NA,138,2024-10-03T02:17:03Z,2024-10-03T02:19:21Z,839,1,2,1,2,1,1,no,"This is interesting and wonder if my area code /electric company would participate
",no,no
dynata,2024-10-03T02:19:20Z,S0iesZfB10ZczKXhVa9kRQ**,65,172.4.94.125,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",94565,hyundai_ioniq_6,2023,yes,ford_mustang,older,no,NA,NA,NA,140,hyundai_ioniq_6,2,yes,NA,300,no,NA,NA,10_to_30,private_garage,NA,not_sure,300,no,NA,no,300,no,NA,NA,no,NA,NA,262,2024-10-03T02:22:45Z,2024-10-03T02:27:07Z,2026,2,1,2,1,2,1,2,no,73,very,1948,male,white,NA,degree_grad,NA,retired,democratic,detached,NA,own,2,200_to_250,88,yes,no,NA,619888,NA,171,2024-10-03T02:29:49Z,2024-10-03T02:32:40Z,4422,1,2,2,1,1,2,no,"All was GOOD... Very interesting! 
 Where can I get MORE information ???",no,no
dynata,2024-10-03T02:48:55Z,S0iesZfB10a1YnJLtoOjow**,101,207.5.23.87,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",20006,audi_q_8_e_tron,2023,yes,tesla_model_s,2023,yes,NA,NA,NA,115,audi_q_8_e_tron,2,yes,NA,300,yes,"by_car, by_bus, by_train",6,31_to_50,private_garage,NA,yes,400,app,NA,yes,400,yes,5,3_to_5,yes,5,3_to_5,106,2024-10-03T02:52:34Z,2024-10-03T02:54:20Z,1460,2,1,2,2,1,1,2,no,43,very,1973,male,white,NA,degree_grad,NA,employed_under40,republican,detached,NA,own,4,200_to_250,31,yes,yes,40,306420,NA,98,2024-10-03T02:55:34Z,2024-10-03T02:57:12Z,3644,1,1,2,2,2,1,no,None,no,no
dynata,2024-10-03T02:55:46Z,S0iesZfB10YBA--LwzfjKw**,83,24.209.240.65,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:130.0) Gecko/20100101 Firefox/130.0,45371,tesla_model_y,2021,yes,tesla_model_3,2016,yes,NA,NA,NA,292,tesla_model_y,2,yes,NA,300,no,NA,NA,below_10,private_garage,NA,no,300,app,NA,yes,300,yes,2,more_than_8,no,NA,NA,501,2024-10-03T03:02:02Z,2024-10-03T03:10:23Z,2827,3,1,2,1,2,2,3,no,83,somewhat,1960,female,white,NA,degree_bs,NA,retired,republican,detached,NA,own,2,100_to_150,83,yes,yes,200,891342,NA,156,2024-10-03T03:13:09Z,2024-10-03T03:15:45Z,902,2,1,3,3,1,3,no,NA,no,no
dynata,2024-10-03T03:46:03Z,S0iesZfB10ZgbbujeUXcgw**,51,209.198.248.109,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Mobile Safari/537.36",60440,nissan_leaf,2015,yes,NA_NA,NA,no,NA,NA,NA,92,nissan_leaf,1,yes,NA,150,no,NA,NA,10_to_30,private_garage,NA,no,100,no,NA,no,100,yes,3,5_to_8,no,NA,NA,181,2024-10-03T03:48:27Z,2024-10-03T03:51:28Z,1942,2,2,2,2,1,1,1,no,46,believe,1954,male,white,NA,degree_bs,NA,retired,democratic,townhome,NA,own,1,75_to_100,37,yes,yes,100,387630,NA,138,2024-10-03T03:52:52Z,2024-10-03T03:55:10Z,3208,2,1,1,3,2,2,no,NA,no,no
dynata,2024-10-03T04:04:25Z,S0iesZfB10YgIOftnBQ9Nw**,83,108.94.32.50,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/129.0.6668.69 Mobile/15E148 Safari/604.1",78641,tesla_model_3,2022,yes,tesla_model_y,2020,yes,NA,NA,NA,109,tesla_model_3,2,yes,NA,300,yes,by_car,2,10_to_30,private_garage,NA,not_sure,250,app,NA,no,250,yes,4,more_than_8,no,NA,NA,310,2024-10-03T04:07:38Z,2024-10-03T04:12:48Z,2339,2,2,2,2,1,2,2,no,76,somewhat,1977,female,white,NA,degree_bs,NA,employed_over40,republican,detached,NA,rent,4,300_to_400,87,yes,no,NA,225889,NA,142,2024-10-03T04:15:32Z,2024-10-03T04:17:54Z,2861,1,2,2,1,3,1,no,NA,no,no
dynata,2024-10-03T05:26:35Z,S0iesZfB10alncBnPwwvYA**,977,104.174.113.79,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",90066,kia_soul_ev,2018,yes,cadillac_dts,2006,no,NA,NA,NA,1123,kia_soul_ev,3,yes,NA,100,yes,by_car,2,below_10,driveway,NA,yes,100,app,NA,yes,100,yes,1,3_to_5,yes,1,less_than_3,1135,2024-10-03T05:31:41Z,2024-10-03T05:50:36Z,2193,2,2,1,2,3,3,3,no,958,very,1973,male,asian,NA,degree_bs,NA,employed_over40,independent,detached,NA,own,2,100_to_150,979,yes,yes,1000,961663,NA,99,2024-10-03T05:52:59Z,2024-10-03T05:54:38Z,2114,2,2,1,1,1,2,no,NA,no,no
dynata,2024-10-03T07:10:34Z,S0iesZfB10bxolhC7KkHuA**,105,71.191.206.80,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36 Edg/128.0.0.0",22309,tesla_model_3,2020,yes,honda_cr_v_hybrid,2021,no,NA,NA,NA,208,tesla_model_3,3,yes,NA,300,no,NA,NA,10_to_30,driveway,NA,yes,250,app,NA,no,250,yes,5,more_than_8,no,NA,NA,277,2024-10-03T07:15:48Z,2024-10-03T07:20:25Z,1928,2,2,1,1,1,1,1,no,60,neutral,1998,male,white,NA,college_some,NA,not_employed_yes_looking,independent,detached,NA,own,3,300_to_400,55,yes,no,NA,580179,NA,151,2024-10-03T07:22:21Z,2024-10-03T07:24:52Z,4434,2,2,2,2,2,1,no,NA,no,no
