source,resp_id,q_id,profile_id,alt_id,obs_id,has_bev,enrollment_cash,occurrence_cash,monthly_occurrence,lower_bound,guaranteed_threshold,choice,no_choice,mc_car_year_1,mc_car_year_2,mc_car_year_planned,mc_car_number,mc_commute,mc_commute_method,mc_commute_days,mc_distance,mc_parking,mc_neighbor,mc_max_range,mc_umc,mc_lv2_charger,mc_home_charge,mc_home_days,mc_home_hours,mc_work_charge,mc_work_days,mc_work_hours,mc_climate,mc_yob,mc_gender,mc_ethnicity,mc_education,mc_work,mc_party,mc_house_type,mc_house_owner,mc_household_size,mc_income,mc_v2g,mc_v2g_charger
dynata,594,5,16,2,3563,yes,300,15,1,20,60,1,0,2023,2017,NA,2,no,NA,NA,10_to_30,private_garage,no,300,no,yes,yes,1,5_to_8,no,NA,NA,believe,1956,male,white,degree_associate,retired,independent,detached,own,2,50_to_75,yes,yes
dynata,594,5,0,3,3563,yes,0,0,0,0,0,0,1,2023,2017,NA,2,no,NA,NA,10_to_30,private_garage,no,300,no,yes,yes,1,5_to_8,no,NA,NA,believe,1956,male,white,degree_associate,retired,independent,detached,own,2,50_to_75,yes,yes
dynata,594,6,318,1,3564,yes,100,20,4,20,70,1,0,2023,2017,NA,2,no,NA,NA,10_to_30,private_garage,no,300,no,yes,yes,1,5_to_8,no,NA,NA,believe,1956,male,white,degree_associate,retired,independent,detached,own,2,50_to_75,yes,yes
dynata,594,6,605,2,3564,yes,50,5,3,30,80,0,0,2023,2017,NA,2,no,NA,NA,10_to_30,private_garage,no,300,no,yes,yes,1,5_to_8,no,NA,NA,believe,1956,male,white,degree_associate,retired,independent,detached,own,2,50_to_75,yes,yes
dynata,594,6,0,3,3564,yes,0,0,0,0,0,0,1,2023,2017,NA,2,no,NA,NA,10_to_30,private_garage,no,300,no,yes,yes,1,5_to_8,no,NA,NA,believe,1956,male,white,degree_associate,retired,independent,detached,own,2,50_to_75,yes,yes
dynata,595,1,219,1,3565,yes,200,20,3,40,60,0,0,2023,2020,NA,2,yes,by_car,5,10_to_30,private_garage,yes,300,app,yes,yes,3,3_to_5,no,NA,NA,very,1981,male,white,degree_grad,employed_over40,republican,detached,own,4,150_to_200,yes,yes
dynata,595,1,196,2,3565,yes,300,15,2,40,60,1,0,2023,2020,NA,2,yes,by_car,5,10_to_30,private_garage,yes,300,app,yes,yes,3,3_to_5,no,NA,NA,very,1981,male,white,degree_grad,employed_over40,republican,detached,own,4,150_to_200,yes,yes
dynata,595,1,0,3,3565,yes,0,0,0,0,0,0,1,2023,2020,NA,2,yes,by_car,5,10_to_30,private_garage,yes,300,app,yes,yes,3,3_to_5,no,NA,NA,very,1981,male,white,degree_grad,employed_over40,republican,detached,own,4,150_to_200,yes,yes
dynata,595,2,252,1,3566,yes,300,10,1,20,70,1,0,2023,2020,NA,2,yes,by_car,5,10_to_30,private_garage,yes,300,app,yes,yes,3,3_to_5,no,NA,NA,very,1981,male,white,degree_grad,employed_over40,republican,detached,own,4,150_to_200,yes,yes
dynata,595,2,290,2,3566,yes,100,10,3,20,70,0,0,2023,2020,NA,2,yes,by_car,5,10_to_30,private_garage,yes,300,app,yes,yes,3,3_to_5,no,NA,NA,very,1981,male,white,degree_grad,employed_over40,republican,detached,own,4,150_to_200,yes,yes
dynata,595,2,0,3,3566,yes,0,0,0,0,0,0,1,2023,2020,NA,2,yes,by_car,5,10_to_30,private_garage,yes,300,app,yes,yes,3,3_to_5,no,NA,NA,very,1981,male,white,degree_grad,employed_over40,republican,detached,own,4,150_to_200,yes,yes
dynata,595,3,349,1,3567,yes,50,10,2,30,70,0,0,2023,2020,NA,2,yes,by_car,5,10_to_30,private_garage,yes,300,app,yes,yes,3,3_to_5,no,NA,NA,very,1981,male,white,degree_grad,employed_over40,republican,detached,own,4,150_to_200,yes,yes
dynata,595,3,584,2,3567,yes,300,2,2,30,80,1,0,2023,2020,NA,2,yes,by_car,5,10_to_30,private_garage,yes,300,app,yes,yes,3,3_to_5,no,NA,NA,very,1981,male,white,degree_grad,employed_over40,republican,detached,own,4,150_to_200,yes,yes
dynata,595,3,0,3,3567,yes,0,0,0,0,0,0,1,2023,2020,NA,2,yes,by_car,5,10_to_30,private_garage,yes,300,app,yes,yes,3,3_to_5,no,NA,NA,very,1981,male,white,degree_grad,employed_over40,republican,detached,own,4,150_to_200,yes,yes
dynata,595,4,641,1,3568,yes,50,2,1,40,80,1,0,2023,2020,NA,2,yes,by_car,5,10_to_30,private_garage,yes,300,app,yes,yes,3,3_to_5,no,NA,NA,very,1981,male,white,degree_grad,employed_over40,republican,detached,own,4,150_to_200,yes,yes
dynata,595,4,115,2,3568,yes,200,15,2,30,60,0,0,2023,2020,NA,2,yes,by_car,5,10_to_30,private_garage,yes,300,app,yes,yes,3,3_to_5,no,NA,NA,very,1981,male,white,degree_grad,employed_over40,republican,detached,own,4,150_to_200,yes,yes
dynata,595,4,0,3,3568,yes,0,0,0,0,0,0,1,2023,2020,NA,2,yes,by_car,5,10_to_30,private_garage,yes,300,app,yes,yes,3,3_to_5,no,NA,NA,very,1981,male,white,degree_grad,employed_over40,republican,detached,own,4,150_to_200,yes,yes
dynata,595,5,639,1,3569,yes,200,20,4,30,80,1,0,2023,2020,NA,2,yes,by_car,5,10_to_30,private_garage,yes,300,app,yes,yes,3,3_to_5,no,NA,NA,very,1981,male,white,degree_grad,employed_over40,republican,detached,own,4,150_to_200,yes,yes
dynata,595,5,14,2,3569,yes,100,15,1,20,60,0,0,2023,2020,NA,2,yes,by_car,5,10_to_30,private_garage,yes,300,app,yes,yes,3,3_to_5,no,NA,NA,very,1981,male,white,degree_grad,employed_over40,republican,detached,own,4,150_to_200,yes,yes
dynata,595,5,0,3,3569,yes,0,0,0,0,0,0,1,2023,2020,NA,2,yes,by_car,5,10_to_30,private_garage,yes,300,app,yes,yes,3,3_to_5,no,NA,NA,very,1981,male,white,degree_grad,employed_over40,republican,detached,own,4,150_to_200,yes,yes
dynata,595,6,557,1,3570,yes,50,20,4,20,80,1,0,2023,2020,NA,2,yes,by_car,5,10_to_30,private_garage,yes,300,app,yes,yes,3,3_to_5,no,NA,NA,very,1981,male,white,degree_grad,employed_over40,republican,detached,own,4,150_to_200,yes,yes
dynata,595,6,480,2,3570,yes,300,20,4,40,70,0,0,2023,2020,NA,2,yes,by_car,5,10_to_30,private_garage,yes,300,app,yes,yes,3,3_to_5,no,NA,NA,very,1981,male,white,degree_grad,employed_over40,republican,detached,own,4,150_to_200,yes,yes
dynata,595,6,0,3,3570,yes,0,0,0,0,0,0,1,2023,2020,NA,2,yes,by_car,5,10_to_30,private_garage,yes,300,app,yes,yes,3,3_to_5,no,NA,NA,very,1981,male,white,degree_grad,employed_over40,republican,detached,own,4,150_to_200,yes,yes
dynata,596,1,533,1,3571,yes,50,15,3,20,80,0,0,2020,2017,NA,2,no,NA,NA,10_to_30,driveway,yes,300,app,yes,yes,3,more_than_8,no,NA,NA,not,1949,male,white,degree_associate,employed_under40,republican,detached,own,2,75_to_100,yes,already_have
dynata,596,1,551,2,3571,yes,200,10,4,20,80,1,0,2020,2017,NA,2,no,NA,NA,10_to_30,driveway,yes,300,app,yes,yes,3,more_than_8,no,NA,NA,not,1949,male,white,degree_associate,employed_under40,republican,detached,own,2,75_to_100,yes,already_have
dynata,596,1,0,3,3571,yes,0,0,0,0,0,0,1,2020,2017,NA,2,no,NA,NA,10_to_30,driveway,yes,300,app,yes,yes,3,more_than_8,no,NA,NA,not,1949,male,white,degree_associate,employed_under40,republican,detached,own,2,75_to_100,yes,already_have
dynata,596,2,118,1,3572,yes,100,20,2,30,60,1,0,2020,2017,NA,2,no,NA,NA,10_to_30,driveway,yes,300,app,yes,yes,3,more_than_8,no,NA,NA,not,1949,male,white,degree_associate,employed_under40,republican,detached,own,2,75_to_100,yes,already_have
dynata,596,2,62,2,3572,yes,100,2,4,20,60,0,0,2020,2017,NA,2,no,NA,NA,10_to_30,driveway,yes,300,app,yes,yes,3,more_than_8,no,NA,NA,not,1949,male,white,degree_associate,employed_under40,republican,detached,own,2,75_to_100,yes,already_have
dynata,596,2,0,3,3572,yes,0,0,0,0,0,0,1,2020,2017,NA,2,no,NA,NA,10_to_30,driveway,yes,300,app,yes,yes,3,more_than_8,no,NA,NA,not,1949,male,white,degree_associate,employed_under40,republican,detached,own,2,75_to_100,yes,already_have
dynata,596,3,621,1,3573,yes,50,2,4,30,80,0,0,2020,2017,NA,2,no,NA,NA,10_to_30,driveway,yes,300,app,yes,yes,3,more_than_8,no,NA,NA,not,1949,male,white,degree_associate,employed_under40,republican,detached,own,2,75_to_100,yes,already_have
dynata,596,3,269,2,3573,yes,50,10,2,20,70,1,0,2020,2017,NA,2,no,NA,NA,10_to_30,driveway,yes,300,app,yes,yes,3,more_than_8,no,NA,NA,not,1949,male,white,degree_associate,employed_under40,republican,detached,own,2,75_to_100,yes,already_have
dynata,596,3,0,3,3573,yes,0,0,0,0,0,0,1,2020,2017,NA,2,no,NA,NA,10_to_30,driveway,yes,300,app,yes,yes,3,more_than_8,no,NA,NA,not,1949,male,white,degree_associate,employed_under40,republican,detached,own,2,75_to_100,yes,already_have
dynata,596,4,301,1,3574,yes,50,2,4,20,70,0,0,2020,2017,NA,2,no,NA,NA,10_to_30,driveway,yes,300,app,yes,yes,3,more_than_8,no,NA,NA,not,1949,male,white,degree_associate,employed_under40,republican,detached,own,2,75_to_100,yes,already_have
dynata,596,4,528,2,3574,yes,300,5,3,20,80,1,0,2020,2017,NA,2,no,NA,NA,10_to_30,driveway,yes,300,app,yes,yes,3,more_than_8,no,NA,NA,not,1949,male,white,degree_associate,employed_under40,republican,detached,own,2,75_to_100,yes,already_have
dynata,596,4,0,3,3574,yes,0,0,0,0,0,0,1,2020,2017,NA,2,no,NA,NA,10_to_30,driveway,yes,300,app,yes,yes,3,more_than_8,no,NA,NA,not,1949,male,white,degree_associate,employed_under40,republican,detached,own,2,75_to_100,yes,already_have
dynata,596,5,28,1,3575,yes,300,5,2,20,60,1,0,2020,2017,NA,2,no,NA,NA,10_to_30,driveway,yes,300,app,yes,yes,3,more_than_8,no,NA,NA,not,1949,male,white,degree_associate,employed_under40,republican,detached,own,2,75_to_100,yes,already_have
dynata,596,5,190,2,3575,yes,100,10,2,40,60,0,0,2020,2017,NA,2,no,NA,NA,10_to_30,driveway,yes,300,app,yes,yes,3,more_than_8,no,NA,NA,not,1949,male,white,degree_associate,employed_under40,republican,detached,own,2,75_to_100,yes,already_have
dynata,596,5,0,3,3575,yes,0,0,0,0,0,0,1,2020,2017,NA,2,no,NA,NA,10_to_30,driveway,yes,300,app,yes,yes,3,more_than_8,no,NA,NA,not,1949,male,white,degree_associate,employed_under40,republican,detached,own,2,75_to_100,yes,already_have
dynata,596,6,190,1,3576,yes,100,10,2,40,60,1,0,2020,2017,NA,2,no,NA,NA,10_to_30,driveway,yes,300,app,yes,yes,3,more_than_8,no,NA,NA,not,1949,male,white,degree_associate,employed_under40,republican,detached,own,2,75_to_100,yes,already_have
dynata,596,6,513,2,3576,yes,50,15,2,20,80,0,0,2020,2017,NA,2,no,NA,NA,10_to_30,driveway,yes,300,app,yes,yes,3,more_than_8,no,NA,NA,not,1949,male,white,degree_associate,employed_under40,republican,detached,own,2,75_to_100,yes,already_have
dynata,596,6,0,3,3576,yes,0,0,0,0,0,0,1,2020,2017,NA,2,no,NA,NA,10_to_30,driveway,yes,300,app,yes,yes,3,more_than_8,no,NA,NA,not,1949,male,white,degree_associate,employed_under40,republican,detached,own,2,75_to_100,yes,already_have
dynata,597,1,463,1,3577,yes,200,2,4,40,70,0,0,2017,2021,NA,3,no,NA,NA,10_to_30,driveway,no,350,app,yes,yes,5,more_than_8,no,NA,NA,very,1946,male,white,degree_grad,retired,democratic,detached,own,2,300_to_400,yes,yes
dynata,597,1,275,2,3577,yes,200,15,2,20,70,1,0,2017,2021,NA,3,no,NA,NA,10_to_30,driveway,no,350,app,yes,yes,5,more_than_8,no,NA,NA,very,1946,male,white,degree_grad,retired,democratic,detached,own,2,300_to_400,yes,yes
dynata,597,1,0,3,3577,yes,0,0,0,0,0,0,1,2017,2021,NA,3,no,NA,NA,10_to_30,driveway,no,350,app,yes,yes,5,more_than_8,no,NA,NA,very,1946,male,white,degree_grad,retired,democratic,detached,own,2,300_to_400,yes,yes
dynata,597,2,324,1,3578,yes,300,2,1,30,70,0,0,2017,2021,NA,3,no,NA,NA,10_to_30,driveway,no,350,app,yes,yes,5,more_than_8,no,NA,NA,very,1946,male,white,degree_grad,retired,democratic,detached,own,2,300_to_400,yes,yes
dynata,597,2,360,2,3578,yes,300,20,2,30,70,1,0,2017,2021,NA,3,no,NA,NA,10_to_30,driveway,no,350,app,yes,yes,5,more_than_8,no,NA,NA,very,1946,male,white,degree_grad,retired,democratic,detached,own,2,300_to_400,yes,yes
dynata,597,2,0,3,3578,yes,0,0,0,0,0,0,1,2017,2021,NA,3,no,NA,NA,10_to_30,driveway,no,350,app,yes,yes,5,more_than_8,no,NA,NA,very,1946,male,white,degree_grad,retired,democratic,detached,own,2,300_to_400,yes,yes
dynata,597,3,402,1,3579,yes,100,2,1,40,70,0,0,2017,2021,NA,3,no,NA,NA,10_to_30,driveway,no,350,app,yes,yes,5,more_than_8,no,NA,NA,very,1946,male,white,degree_grad,retired,democratic,detached,own,2,300_to_400,yes,yes
dynata,597,3,270,2,3579,yes,100,10,2,20,70,1,0,2017,2021,NA,3,no,NA,NA,10_to_30,driveway,no,350,app,yes,yes,5,more_than_8,no,NA,NA,very,1946,male,white,degree_grad,retired,democratic,detached,own,2,300_to_400,yes,yes
dynata,597,3,0,3,3579,yes,0,0,0,0,0,0,1,2017,2021,NA,3,no,NA,NA,10_to_30,driveway,no,350,app,yes,yes,5,more_than_8,no,NA,NA,very,1946,male,white,degree_grad,retired,democratic,detached,own,2,300_to_400,yes,yes
dynata,597,4,431,1,3580,yes,200,10,2,40,70,1,0,2017,2021,NA,3,no,NA,NA,10_to_30,driveway,no,350,app,yes,yes,5,more_than_8,no,NA,NA,very,1946,male,white,degree_grad,retired,democratic,detached,own,2,300_to_400,yes,yes
dynata,597,4,42,2,3580,yes,100,2,3,20,60,0,0,2017,2021,NA,3,no,NA,NA,10_to_30,driveway,no,350,app,yes,yes,5,more_than_8,no,NA,NA,very,1946,male,white,degree_grad,retired,democratic,detached,own,2,300_to_400,yes,yes
dynata,597,4,0,3,3580,yes,0,0,0,0,0,0,1,2017,2021,NA,3,no,NA,NA,10_to_30,driveway,no,350,app,yes,yes,5,more_than_8,no,NA,NA,very,1946,male,white,degree_grad,retired,democratic,detached,own,2,300_to_400,yes,yes
dynata,597,5,644,1,3581,yes,300,2,1,40,80,0,0,2017,2021,NA,3,no,NA,NA,10_to_30,driveway,no,350,app,yes,yes,5,more_than_8,no,NA,NA,very,1946,male,white,degree_grad,retired,democratic,detached,own,2,300_to_400,yes,yes
dynata,597,5,199,2,3581,yes,200,20,2,40,60,1,0,2017,2021,NA,3,no,NA,NA,10_to_30,driveway,no,350,app,yes,yes,5,more_than_8,no,NA,NA,very,1946,male,white,degree_grad,retired,democratic,detached,own,2,300_to_400,yes,yes
dynata,597,5,0,3,3581,yes,0,0,0,0,0,0,1,2017,2021,NA,3,no,NA,NA,10_to_30,driveway,no,350,app,yes,yes,5,more_than_8,no,NA,NA,very,1946,male,white,degree_grad,retired,democratic,detached,own,2,300_to_400,yes,yes
dynata,597,6,474,1,3582,yes,100,15,4,40,70,1,0,2017,2021,NA,3,no,NA,NA,10_to_30,driveway,no,350,app,yes,yes,5,more_than_8,no,NA,NA,very,1946,male,white,degree_grad,retired,democratic,detached,own,2,300_to_400,yes,yes
dynata,597,6,465,2,3582,yes,50,5,4,40,70,0,0,2017,2021,NA,3,no,NA,NA,10_to_30,driveway,no,350,app,yes,yes,5,more_than_8,no,NA,NA,very,1946,male,white,degree_grad,retired,democratic,detached,own,2,300_to_400,yes,yes
dynata,597,6,0,3,3582,yes,0,0,0,0,0,0,1,2017,2021,NA,3,no,NA,NA,10_to_30,driveway,no,350,app,yes,yes,5,more_than_8,no,NA,NA,very,1946,male,white,degree_grad,retired,democratic,detached,own,2,300_to_400,yes,yes
dynata,598,1,406,1,3583,yes,100,5,1,40,70,0,0,2023,2021,NA,2,yes,by_car,1,10_to_30,private_garage,yes,300,no,yes,yes,2,3_to_5,yes,2,3_to_5,believe,1949,male,white,degree_grad,employed_under40,democratic,condo,own,2,250_to_300,yes,no
dynata,598,1,591,2,3583,yes,200,10,2,30,80,1,0,2023,2021,NA,2,yes,by_car,1,10_to_30,private_garage,yes,300,no,yes,yes,2,3_to_5,yes,2,3_to_5,believe,1949,male,white,degree_grad,employed_under40,democratic,condo,own,2,250_to_300,yes,no
dynata,598,1,0,3,3583,yes,0,0,0,0,0,0,1,2023,2021,NA,2,yes,by_car,1,10_to_30,private_garage,yes,300,no,yes,yes,2,3_to_5,yes,2,3_to_5,believe,1949,male,white,degree_grad,employed_under40,democratic,condo,own,2,250_to_300,yes,no
dynata,598,2,144,1,3584,yes,300,2,4,30,60,0,0,2023,2021,NA,2,yes,by_car,1,10_to_30,private_garage,yes,300,no,yes,yes,2,3_to_5,yes,2,3_to_5,believe,1949,male,white,degree_grad,employed_under40,democratic,condo,own,2,250_to_300,yes,no
dynata,598,2,422,2,3584,yes,100,2,2,40,70,1,0,2023,2021,NA,2,yes,by_car,1,10_to_30,private_garage,yes,300,no,yes,yes,2,3_to_5,yes,2,3_to_5,believe,1949,male,white,degree_grad,employed_under40,democratic,condo,own,2,250_to_300,yes,no
dynata,598,2,0,3,3584,yes,0,0,0,0,0,0,1,2023,2021,NA,2,yes,by_car,1,10_to_30,private_garage,yes,300,no,yes,yes,2,3_to_5,yes,2,3_to_5,believe,1949,male,white,degree_grad,employed_under40,democratic,condo,own,2,250_to_300,yes,no
dynata,598,3,376,1,3585,yes,300,15,3,30,70,0,0,2023,2021,NA,2,yes,by_car,1,10_to_30,private_garage,yes,300,no,yes,yes,2,3_to_5,yes,2,3_to_5,believe,1949,male,white,degree_grad,employed_under40,democratic,condo,own,2,250_to_300,yes,no
dynata,598,3,656,2,3585,yes,300,15,1,40,80,1,0,2023,2021,NA,2,yes,by_car,1,10_to_30,private_garage,yes,300,no,yes,yes,2,3_to_5,yes,2,3_to_5,believe,1949,male,white,degree_grad,employed_under40,democratic,condo,own,2,250_to_300,yes,no
dynata,598,3,0,3,3585,yes,0,0,0,0,0,0,1,2023,2021,NA,2,yes,by_car,1,10_to_30,private_garage,yes,300,no,yes,yes,2,3_to_5,yes,2,3_to_5,believe,1949,male,white,degree_grad,employed_under40,democratic,condo,own,2,250_to_300,yes,no
dynata,598,4,200,1,3586,yes,300,20,2,40,60,0,0,2023,2021,NA,2,yes,by_car,1,10_to_30,private_garage,yes,300,no,yes,yes,2,3_to_5,yes,2,3_to_5,believe,1949,male,white,degree_grad,employed_under40,democratic,condo,own,2,250_to_300,yes,no
dynata,598,4,391,2,3586,yes,200,10,4,30,70,1,0,2023,2021,NA,2,yes,by_car,1,10_to_30,private_garage,yes,300,no,yes,yes,2,3_to_5,yes,2,3_to_5,believe,1949,male,white,degree_grad,employed_under40,democratic,condo,own,2,250_to_300,yes,no
dynata,598,4,0,3,3586,yes,0,0,0,0,0,0,1,2023,2021,NA,2,yes,by_car,1,10_to_30,private_garage,yes,300,no,yes,yes,2,3_to_5,yes,2,3_to_5,believe,1949,male,white,degree_grad,employed_under40,democratic,condo,own,2,250_to_300,yes,no
dynata,598,5,597,1,3587,yes,50,20,2,30,80,0,0,2023,2021,NA,2,yes,by_car,1,10_to_30,private_garage,yes,300,no,yes,yes,2,3_to_5,yes,2,3_to_5,believe,1949,male,white,degree_grad,employed_under40,democratic,condo,own,2,250_to_300,yes,no
dynata,598,5,178,2,3587,yes,100,20,1,40,60,0,0,2023,2021,NA,2,yes,by_car,1,10_to_30,private_garage,yes,300,no,yes,yes,2,3_to_5,yes,2,3_to_5,believe,1949,male,white,degree_grad,employed_under40,democratic,condo,own,2,250_to_300,yes,no
dynata,598,5,0,3,3587,yes,0,0,0,0,0,1,1,2023,2021,NA,2,yes,by_car,1,10_to_30,private_garage,yes,300,no,yes,yes,2,3_to_5,yes,2,3_to_5,believe,1949,male,white,degree_grad,employed_under40,democratic,condo,own,2,250_to_300,yes,no
dynata,598,6,462,1,3588,yes,100,2,4,40,70,0,0,2023,2021,NA,2,yes,by_car,1,10_to_30,private_garage,yes,300,no,yes,yes,2,3_to_5,yes,2,3_to_5,believe,1949,male,white,degree_grad,employed_under40,democratic,condo,own,2,250_to_300,yes,no
dynata,598,6,404,2,3588,yes,300,2,1,40,70,1,0,2023,2021,NA,2,yes,by_car,1,10_to_30,private_garage,yes,300,no,yes,yes,2,3_to_5,yes,2,3_to_5,believe,1949,male,white,degree_grad,employed_under40,democratic,condo,own,2,250_to_300,yes,no
dynata,598,6,0,3,3588,yes,0,0,0,0,0,0,1,2023,2021,NA,2,yes,by_car,1,10_to_30,private_garage,yes,300,no,yes,yes,2,3_to_5,yes,2,3_to_5,believe,1949,male,white,degree_grad,employed_under40,democratic,condo,own,2,250_to_300,yes,no
dynata,599,1,434,1,3589,yes,100,15,2,40,70,0,0,2023,2015,NA,2,yes,by_car,1,10_to_30,private_garage,not_sure,300,no,no,yes,2,more_than_8,no,NA,NA,very,1984,male,white,degree_bs,employed_over40,democratic,detached,own,3,250_to_300,yes,yes
dynata,599,1,625,2,3589,yes,50,5,4,30,80,1,0,2023,2015,NA,2,yes,by_car,1,10_to_30,private_garage,not_sure,300,no,no,yes,2,more_than_8,no,NA,NA,very,1984,male,white,degree_bs,employed_over40,democratic,detached,own,3,250_to_300,yes,yes
dynata,599,1,0,3,3589,yes,0,0,0,0,0,0,1,2023,2015,NA,2,yes,by_car,1,10_to_30,private_garage,not_sure,300,no,no,yes,2,more_than_8,no,NA,NA,very,1984,male,white,degree_bs,employed_over40,democratic,detached,own,3,250_to_300,yes,yes
dynata,599,2,720,1,3590,yes,300,20,4,40,80,0,0,2023,2015,NA,2,yes,by_car,1,10_to_30,private_garage,not_sure,300,no,no,yes,2,more_than_8,no,NA,NA,very,1984,male,white,degree_bs,employed_over40,democratic,detached,own,3,250_to_300,yes,yes
dynata,599,2,577,2,3590,yes,50,20,1,30,80,1,0,2023,2015,NA,2,yes,by_car,1,10_to_30,private_garage,not_sure,300,no,no,yes,2,more_than_8,no,NA,NA,very,1984,male,white,degree_bs,employed_over40,democratic,detached,own,3,250_to_300,yes,yes
dynata,599,2,0,3,3590,yes,0,0,0,0,0,0,1,2023,2015,NA,2,yes,by_car,1,10_to_30,private_garage,not_sure,300,no,no,yes,2,more_than_8,no,NA,NA,very,1984,male,white,degree_bs,employed_over40,democratic,detached,own,3,250_to_300,yes,yes
dynata,599,3,103,1,3591,yes,200,2,2,30,60,1,0,2023,2015,NA,2,yes,by_car,1,10_to_30,private_garage,not_sure,300,no,no,yes,2,more_than_8,no,NA,NA,very,1984,male,white,degree_bs,employed_over40,democratic,detached,own,3,250_to_300,yes,yes
dynata,599,3,182,2,3591,yes,100,2,2,40,60,0,0,2023,2015,NA,2,yes,by_car,1,10_to_30,private_garage,not_sure,300,no,no,yes,2,more_than_8,no,NA,NA,very,1984,male,white,degree_bs,employed_over40,democratic,detached,own,3,250_to_300,yes,yes
dynata,599,3,0,3,3591,yes,0,0,0,0,0,0,1,2023,2015,NA,2,yes,by_car,1,10_to_30,private_garage,not_sure,300,no,no,yes,2,more_than_8,no,NA,NA,very,1984,male,white,degree_bs,employed_over40,democratic,detached,own,3,250_to_300,yes,yes
dynata,599,4,140,1,3592,yes,300,20,3,30,60,1,0,2023,2015,NA,2,yes,by_car,1,10_to_30,private_garage,not_sure,300,no,no,yes,2,more_than_8,no,NA,NA,very,1984,male,white,degree_bs,employed_over40,democratic,detached,own,3,250_to_300,yes,yes
dynata,599,4,394,2,3592,yes,100,15,4,30,70,0,0,2023,2015,NA,2,yes,by_car,1,10_to_30,private_garage,not_sure,300,no,no,yes,2,more_than_8,no,NA,NA,very,1984,male,white,degree_bs,employed_over40,democratic,detached,own,3,250_to_300,yes,yes
dynata,599,4,0,3,3592,yes,0,0,0,0,0,0,1,2023,2015,NA,2,yes,by_car,1,10_to_30,private_garage,not_sure,300,no,no,yes,2,more_than_8,no,NA,NA,very,1984,male,white,degree_bs,employed_over40,democratic,detached,own,3,250_to_300,yes,yes
dynata,599,5,373,1,3593,yes,50,15,3,30,70,1,0,2023,2015,NA,2,yes,by_car,1,10_to_30,private_garage,not_sure,300,no,no,yes,2,more_than_8,no,NA,NA,very,1984,male,white,degree_bs,employed_over40,democratic,detached,own,3,250_to_300,yes,yes
dynata,599,5,167,2,3593,yes,200,5,1,40,60,0,0,2023,2015,NA,2,yes,by_car,1,10_to_30,private_garage,not_sure,300,no,no,yes,2,more_than_8,no,NA,NA,very,1984,male,white,degree_bs,employed_over40,democratic,detached,own,3,250_to_300,yes,yes
dynata,599,5,0,3,3593,yes,0,0,0,0,0,0,1,2023,2015,NA,2,yes,by_car,1,10_to_30,private_garage,not_sure,300,no,no,yes,2,more_than_8,no,NA,NA,very,1984,male,white,degree_bs,employed_over40,democratic,detached,own,3,250_to_300,yes,yes
dynata,599,6,62,1,3594,yes,100,2,4,20,60,0,0,2023,2015,NA,2,yes,by_car,1,10_to_30,private_garage,not_sure,300,no,no,yes,2,more_than_8,no,NA,NA,very,1984,male,white,degree_bs,employed_over40,democratic,detached,own,3,250_to_300,yes,yes
dynata,599,6,679,2,3594,yes,200,20,2,40,80,1,0,2023,2015,NA,2,yes,by_car,1,10_to_30,private_garage,not_sure,300,no,no,yes,2,more_than_8,no,NA,NA,very,1984,male,white,degree_bs,employed_over40,democratic,detached,own,3,250_to_300,yes,yes
dynata,599,6,0,3,3594,yes,0,0,0,0,0,0,1,2023,2015,NA,2,yes,by_car,1,10_to_30,private_garage,not_sure,300,no,no,yes,2,more_than_8,no,NA,NA,very,1984,male,white,degree_bs,employed_over40,democratic,detached,own,3,250_to_300,yes,yes
dynata,600,1,308,1,3595,yes,300,5,4,20,70,0,0,2017,2021,NA,2,no,NA,NA,10_to_30,private_garage,not_sure,300,no,yes,yes,7,3_to_5,no,NA,NA,very,1948,male,white,degree_grad,employed_under40,independent,detached,own,2,prefer_not_say,yes,yes
dynata,600,1,233,2,3595,yes,50,15,4,40,60,1,0,2017,2021,NA,2,no,NA,NA,10_to_30,private_garage,not_sure,300,no,yes,yes,7,3_to_5,no,NA,NA,very,1948,male,white,degree_grad,employed_under40,independent,detached,own,2,prefer_not_say,yes,yes
dynata,600,1,0,3,3595,yes,0,0,0,0,0,0,1,2017,2021,NA,2,no,NA,NA,10_to_30,private_garage,not_sure,300,no,yes,yes,7,3_to_5,no,NA,NA,very,1948,male,white,degree_grad,employed_under40,independent,detached,own,2,prefer_not_say,yes,yes
dynata,600,2,299,1,3596,yes,200,20,3,20,70,0,0,2017,2021,NA,2,no,NA,NA,10_to_30,private_garage,not_sure,300,no,yes,yes,7,3_to_5,no,NA,NA,very,1948,male,white,degree_grad,employed_under40,independent,detached,own,2,prefer_not_say,yes,yes
dynata,600,2,460,2,3596,yes,300,20,3,40,70,1,0,2017,2021,NA,2,no,NA,NA,10_to_30,private_garage,not_sure,300,no,yes,yes,7,3_to_5,no,NA,NA,very,1948,male,white,degree_grad,employed_under40,independent,detached,own,2,prefer_not_say,yes,yes
dynata,600,2,0,3,3596,yes,0,0,0,0,0,0,1,2017,2021,NA,2,no,NA,NA,10_to_30,private_garage,not_sure,300,no,yes,yes,7,3_to_5,no,NA,NA,very,1948,male,white,degree_grad,employed_under40,independent,detached,own,2,prefer_not_say,yes,yes
