source,created,psid,time_sec_0a,ip_address,browser,zip_code,user_car_1,mc_car_year_1,is_bev_1,user_car_2,mc_car_year_2,is_bev_2,time_sec_0b,user_car_planned,mc_car_year_planned,time_sec_1,user_bev,mc_car_number,has_bev,plan_bev,default_range,mc_commute,mc_commute_method,mc_commute_days,mc_distance,mc_parking,txt_parking,mc_neighbor,mc_max_range,mc_umc,txt_smc,mc_lv2_charger,user_range,mc_home_charge,mc_home_days,mc_home_hours,mc_work_charge,mc_work_days,mc_work_hours,time_sec_2,time_2_created,time_2_ended,smc_respID,mc_smc_0,mc_smc_1,mc_smc_2,mc_smc_3,mc_smc_4,mc_smc_5,mc_smc_6,smc_all_same,time_sec_3,mc_climate,mc_yob,mc_gender,mc_ethnicity,txt_ethnicity,mc_education,txt_education,mc_work,mc_party,mc_house_type,txt_house_type,mc_house_owner,mc_household_size,mc_income,time_sec_4a,mc_v2g,mc_v2g_charger,txt_v2g_pay,completion_code,txt_feedback_1,time_sec_4b,time_4b_created,time_4b_ended,v2g_respID,mc_v2g_1,mc_v2g_2,mc_v2g_3,mc_v2g_4,mc_v2g_5,mc_v2g_6,v2g_all_same,txt_feedback_2,smc_speeding,v2g_speeding
dynata,2024-10-31T20:02:23Z,5qjauvryITEcL32igIH0Ew**,82,69.203.205.128,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",33186,tesla_model_3,2021,yes,jeep_grand_cherokee,2018,no,NA,NA,NA,168,tesla_model_3,2,yes,NA,300,yes,by_car,5,31_to_50,driveway,NA,yes,300,app,NA,yes,300,yes,3,5_to_8,no,NA,NA,234,2024-10-31T20:06:34Z,2024-10-31T20:10:28Z,842,1,2,2,1,1,2,2,no,88,believe,1985,male,hispanic,NA,degree_associate,NA,employed_over40,independent,detached,NA,own,4,100_to_150,36,yes,no,NA,739123,NA,151,2024-10-31T20:12:33Z,2024-10-31T20:15:04Z,271,2,2,2,1,2,2,no,none,no,no
dynata,2024-10-31T20:05:56Z,5qjauvryITHHUo5OU-JGbg**,60,146.75.154.67,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1",95864,polestar_2,2022,yes,ram_1500,2022,no,NA,NA,NA,88,polestar_2,4,yes,NA,250,yes,by_car,5,31_to_50,private_garage,NA,yes,250,app,NA,yes,250,yes,5,less_than_3,no,NA,NA,178,2024-10-31T20:08:25Z,2024-10-31T20:11:23Z,3161,2,1,1,1,2,2,1,no,65,somewhat,1981,male,other,Filipino Latino Chinese,degree_grad,NA,employed_under40,republican,detached,NA,own,4,over_400,25,no,NA,NA,230423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no
dynata,2024-10-31T20:07:59Z,5qjauvryITG7HnwsOYtxtw**,46,71.81.224.252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",29615,honda_fit_ev,2020,yes,NA_NA,NA,no,NA,NA,NA,85,honda_fit_ev,1,yes,NA,100,yes,by_car,5,10_to_30,private_garage,NA,no,300,app,NA,yes,300,yes,3,5_to_8,no,NA,NA,100,2024-10-31T20:10:11Z,2024-10-31T20:11:51Z,2555,2,1,2,2,2,1,2,no,40,believe,1978,male,white,NA,degree_bs,NA,employed_over40,democratic,detached,NA,own,3,100_to_150,28,no,NA,NA,638335,i like e v,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no
dynata,2024-10-31T20:16:22Z,5qjauvryITHg6ciut0YHSg**,39,12.25.213.10,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",94109,tesla_model_y,2024,yes,NA_NA,NA,no,NA,NA,NA,77,tesla_model_y,1,yes,NA,300,yes,by_car,5,51_to_100,private_garage,NA,no,250,app,NA,yes,250,yes,1,5_to_8,no,NA,NA,103,2024-10-31T20:18:19Z,2024-10-31T20:20:02Z,1077,2,2,2,2,1,1,1,no,47,believe,1976,male,asian,NA,degree_bs,NA,employed_over40,independent,detached,NA,own,2,75_to_100,33,yes,yes,500,483078,NA,70,2024-10-31T20:21:23Z,2024-10-31T20:22:33Z,4061,1,1,2,1,1,2,no,NA,no,no
dynata,2024-10-31T20:23:23Z,5qjauvryITE--DCF-MMDKg**,69,96.241.144.25,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1",20882,tesla_model_s,2013,yes,tesla_model_x,2018,yes,NA,NA,NA,181,tesla_model_s,2,yes,NA,300,yes,by_car,3,31_to_50,private_garage,NA,no,200,no,NA,yes,200,yes,3,more_than_8,no,NA,NA,483,2024-10-31T20:27:33Z,2024-10-31T20:35:36Z,1323,2,2,2,1,2,2,2,no,72,very,1980,male,white,NA,degree_grad,NA,employed_under40,democratic,detached,NA,own,3,prefer_not_say,52,no,NA,NA,477801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no
dynata,2024-10-31T20:23:43Z,5qjauvryITGSMIW5aL50cg**,34,68.42.179.86,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",49829,tesla_model_y,2023,yes,NA_NA,NA,no,NA,NA,NA,56,tesla_model_y,1,yes,NA,300,no,NA,NA,31_to_50,private_garage,NA,no,350,app,NA,yes,350,yes,7,5_to_8,no,NA,NA,117,2024-10-31T20:25:13Z,2024-10-31T20:27:10Z,4219,2,1,1,2,3,3,3,no,43,very,1992,male,white,NA,degree_bs,NA,retired,democratic,detached,NA,own,1,300_to_400,18,yes,yes,1000,782582,NA,119,2024-10-31T20:28:11Z,2024-10-31T20:30:10Z,4152,1,1,2,2,2,2,no,NA,no,no
dynata,2024-10-31T20:29:59Z,5qjauvryITHqVwjioxegmA**,37,104.1.145.58,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",30084,ford_f_150_lightning,2023,yes,NA_NA,NA,no,NA,NA,NA,129,ford_f_150_lightning,1,yes,NA,300,yes,by_car,2,51_to_100,driveway,NA,no,300,smc,Overnight Advantage,no,300,yes,4,5_to_8,yes,2,3_to_5,101,2024-10-31T20:32:46Z,2024-10-31T20:34:27Z,3029,2,1,2,2,2,1,2,no,42,very,1987,male,black,NA,degree_bs,NA,employed_over40,democratic,detached,NA,own,1,100_to_150,18,yes,yes,500,199310,NA,72,2024-10-31T20:35:28Z,2024-10-31T20:36:40Z,1013,2,2,2,1,1,1,no,NA,no,no
dynata,2024-10-31T20:41:41Z,5qjauvryITHtEomZH_Zq4Q**,51,72.208.235.174,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",85286,tesla_model_y,2022,yes,tesla_model_3,2019,yes,NA,NA,NA,93,tesla_model_y,2,yes,NA,300,yes,by_car,5,51_to_100,private_garage,NA,yes,300,app,NA,yes,300,yes,6,5_to_8,yes,3,3_to_5,130,2024-10-31T20:44:06Z,2024-10-31T20:46:16Z,741,3,2,3,3,3,3,3,no,92,neutral,1986,female,hispanic,NA,degree_grad,NA,not_employed_not_looking,independent,detached,NA,own,3,100_to_150,39,yes,no,NA,856258,NA,89,2024-10-31T20:48:28Z,2024-10-31T20:49:57Z,1944,3,3,3,3,3,3,yes,NA,no,no
dynata,2024-10-31T20:47:26Z,5qjauvryITHQaVPSduyptw**,73,69.181.217.117,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36",95070,bmw_i_4,2023,yes,volvo_xc_90,2021,no,NA,NA,NA,95,bmw_i_4,2,yes,NA,250,no,NA,NA,below_10,private_garage,NA,yes,250,smc,BMW,yes,250,yes,1,3_to_5,no,NA,NA,115,2024-10-31T20:50:14Z,2024-10-31T20:52:09Z,754,2,2,2,2,3,1,2,no,48,believe,1975,male,white,NA,degree_bs,NA,employed_under40,democratic,detached,NA,own,4,250_to_300,21,yes,no,NA,408186,NA,99,2024-10-31T20:53:18Z,2024-10-31T20:54:57Z,2880,2,2,2,2,2,1,no,NA,no,no
dynata,2024-10-31T20:47:41Z,5qjauvryITHgUrg70qLjew**,37,100.19.85.121,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",18031,tesla_model_y,2023,yes,NA_NA,NA,no,NA,NA,NA,113,tesla_model_y,1,yes,NA,300,no,NA,NA,10_to_30,private_garage,NA,yes,300,app,NA,yes,300,yes,1,more_than_8,no,NA,NA,199,2024-10-31T20:50:11Z,2024-10-31T20:53:30Z,3996,2,2,1,2,1,1,1,no,51,very,1980,male,white,NA,degree_bs,NA,employed_over40,democratic,detached,NA,own,1,150_to_200,62,yes,yes,500,885020,NA,93,2024-10-31T20:55:23Z,2024-10-31T20:56:56Z,3644,1,2,1,2,2,1,no,NA,no,no
dynata,2024-10-31T20:48:43Z,5qjauvryITF3X_FXISDEaQ**,29,199.204.58.17,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",53562,tesla_model_3,2018,yes,chevrolet_bolt_ev,2019,yes,NA,NA,NA,86,tesla_model_3,2,yes,NA,300,yes,by_car,5,below_10,private_garage,NA,yes,300,no,NA,yes,300,yes,7,more_than_8,no,NA,NA,227,2024-10-31T20:50:39Z,2024-10-31T20:54:26Z,4134,2,3,3,3,3,1,2,no,28,very,1984,male,white,NA,degree_bs,NA,student,democratic,townhome,NA,own,2,300_to_400,23,no,NA,NA,355417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no
dynata,2024-10-31T20:53:25Z,5qjauvryITGsK6pEleYBnQ**,207,98.242.148.28,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",33162,tesla_model_s,2020,yes,volkswagen_id_4,2022,yes,NA,NA,NA,399,tesla_model_s,2,yes,NA,300,no,NA,NA,10_to_30,driveway,NA,yes,300,app,NA,yes,300,yes,3,3_to_5,no,NA,NA,1245,2024-10-31T21:03:31Z,2024-10-31T21:24:16Z,1660,2,2,2,2,1,2,2,no,184,neutral,1982,male,black,NA,degree_bs,NA,employed_over40,independent,detached,NA,own,2,150_to_200,207,yes,yes,5000,353118,NA,1669,2024-10-31T21:30:47Z,2024-10-31T21:58:36Z,554,1,2,1,1,2,1,no,No comments.,no,no
dynata,2024-10-31T21:06:00Z,5qjauvryITGKS9PO53YB7Q**,36,172.56.181.146,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1",92660,tesla_model_3,2022,yes,NA_NA,NA,no,NA,NA,NA,70,tesla_model_3,1,yes,NA,300,yes,by_car,7,51_to_100,private_garage,NA,yes,300,app,NA,yes,300,no,NA,NA,no,NA,NA,118,2024-10-31T21:07:47Z,2024-10-31T21:09:45Z,2505,2,1,1,2,1,2,2,no,57,neutral,1988,male,white,NA,hs,NA,prefer_not_say,republican,apartment,NA,rent,2,75_to_100,16,yes,no,NA,813812,NA,74,2024-10-31T21:10:58Z,2024-10-31T21:12:12Z,4224,2,2,2,1,1,1,no,NA,no,no
dynata,2024-10-31T21:22:57Z,5qjauvryITHNCMo47n0kUQ**,63,104.28.116.133,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0.1 Mobile/15E148 Safari/604.1",98133,nissan_leaf,2013,yes,honda_cr_v,2007,no,NA,NA,NA,114,nissan_leaf,2,yes,NA,150,no,NA,NA,10_to_30,driveway,NA,yes,100,no,NA,no,100,yes,5,more_than_8,no,NA,NA,186,2024-10-31T21:25:54Z,2024-10-31T21:29:00Z,116,2,2,2,1,3,1,1,no,65,very,1982,male,white,NA,degree_grad,NA,not_employed_not_looking,independent,detached,NA,own,4,100_to_150,46,no,NA,NA,658638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no
dynata,2024-10-31T21:23:48Z,5qjauvryITFVZ5KD12QbnQ**,101,108.82.191.2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1 Safari/605.1.15",43016,tesla_model_y,2023,yes,tesla_model_3,2024,yes,NA,NA,NA,56,tesla_model_y,2,yes,NA,300,no,NA,NA,10_to_30,private_garage,NA,yes,300,app,NA,yes,300,yes,7,3_to_5,no,NA,NA,117,2024-10-31T21:26:26Z,2024-10-31T21:28:23Z,3578,2,1,2,2,2,1,1,no,35,very,1987,male,white,NA,degree_bs,NA,student,democratic,detached,NA,own,3,300_to_400,16,yes,yes,50,850213,NA,67,2024-10-31T21:29:15Z,2024-10-31T21:30:22Z,3379,1,2,2,2,2,1,no,NA,no,no
dynata,2024-10-31T21:36:03Z,5qjauvryITFaQ4xD_ZBdyQ**,43,45.23.57.38,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1 Mobile/15E148 Safari/604.1",93291,ford_mustang_mach_e,2021,yes,ford_escape,2018,no,NA,NA,NA,77,ford_mustang_mach_e,2,yes,NA,250,no,NA,NA,below_10,private_garage,NA,not_sure,250,app,NA,yes,250,yes,3,5_to_8,no,NA,NA,131,2024-10-31T21:38:04Z,2024-10-31T21:40:15Z,146,3,3,3,3,1,2,3,no,45,very,1978,female,white,NA,degree_bs,NA,employed_over40,independent,detached,NA,own,4,200_to_250,49,no,NA,NA,294464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no
dynata,2024-10-31T21:37:21Z,5qjauvryITGHy7vxRRbccw**,59,104.129.155.106,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",92618,tesla_model_y,2022,yes,honda_accord,2019,no,NA,NA,NA,158,tesla_model_y,2,yes,NA,300,yes,by_car,5,10_to_30,private_garage,NA,yes,300,app,NA,yes,300,yes,4,5_to_8,no,NA,NA,162,2024-10-31T21:40:58Z,2024-10-31T21:43:40Z,4593,3,3,1,1,1,1,2,no,76,very,1975,male,asian,NA,degree_grad,NA,employed_over40,democratic,detached,NA,own,4,100_to_150,48,no,NA,NA,937826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no
dynata,2024-10-31T21:48:36Z,5qjauvryITFjZ4KsvZ9rww**,45,47.151.183.227,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15",92882,kia_soul_ev,2023,yes,dodge_charger,2020,no,NA,NA,NA,152,kia_soul_ev,2,yes,NA,100,yes,by_car,5,31_to_50,private_garage,NA,yes,400,app,NA,yes,400,yes,3,5_to_8,no,NA,NA,115,2024-10-31T21:51:53Z,2024-10-31T21:53:48Z,3689,1,2,1,2,3,1,2,no,42,very,1984,male,white,NA,college_some,NA,employed_over40,democratic,detached,NA,rent,4,50_to_75,26,yes,yes,500,177094,NA,34,2024-10-31T21:54:56Z,2024-10-31T21:55:30Z,1844,2,1,2,2,1,2,no,NA,no,yes
dynata,2024-10-31T21:52:50Z,5qjauvryITGNS2-kOq1Gkg**,60,104.28.85.158,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1",85297,tesla_model_y,2024,yes,tesla_model_y,2021,yes,NA,NA,NA,299,tesla_model_y,2,yes,NA,300,yes,by_car,5,31_to_50,private_garage,NA,yes,350,no,NA,yes,350,yes,7,more_than_8,no,NA,NA,371,2024-10-31T21:58:49Z,2024-10-31T22:05:00Z,3823,2,1,1,1,2,1,3,no,78,believe,1983,female,hispanic,NA,degree_bs,NA,employed_under40,republican,detached,NA,rent,3,75_to_100,27,no,NA,NA,525794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no
dynata,2024-10-31T22:05:13Z,5qjauvryITHhS8aE0cz1Yg**,43,140.248.1.212,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1 Mobile/15E148 Safari/604.1",22551,tesla_model_y,2024,yes,dodge_ram_150,2022,no,NA,NA,NA,69,tesla_model_y,2,yes,NA,300,yes,by_car,3,31_to_50,driveway,NA,not_sure,350,app,NA,yes,350,yes,5,3_to_5,no,NA,NA,159,2024-10-31T22:07:05Z,2024-10-31T22:09:44Z,245,2,1,2,2,1,1,2,no,42,very,1991,female,white,NA,degree_bs,NA,employed_over40,independent,detached,NA,own,5_or_more,200_to_250,37,yes,already_have,NA,390374,NA,54,2024-10-31T22:11:05Z,2024-10-31T22:11:59Z,3159,1,1,1,2,2,1,no,NA,no,yes
dynata,2024-10-31T22:16:16Z,5qjauvryITGK8ajMQklWYQ**,56,216.45.84.233,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",77995,hyundai_ioniq_5,2022,yes,ram_1500,2020,no,NA,NA,NA,124,hyundai_ioniq_5,2,yes,NA,250,yes,by_car,5,10_to_30,private_garage,NA,no,250,app,NA,yes,250,yes,3,less_than_3,no,NA,NA,804,2024-10-31T22:19:17Z,2024-10-31T22:32:41Z,2380,2,1,2,2,2,2,1,no,30,very,1989,male,white,NA,degree_grad,NA,employed_under40,democratic,detached,NA,own,3,100_to_150,30,yes,yes,700,716173,NA,121,2024-10-31T22:33:41Z,2024-10-31T22:35:42Z,3725,1,2,2,2,2,2,no,NA,no,no
dynata,2024-10-31T22:20:35Z,5qjauvryITFgApw5FqRt_w**,50,47.24.252.49,"Mozilla/5.0 (Linux; Android 14; moto g play - 2024 Build/U1TFS34.100-35-4-1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.58 Mobile Safari/537.36",63121,audi_a_3_sportback_e_tron,2019,no,gmc_hummer_ev,2017,yes,NA,NA,NA,66,gmc_hummer_ev,5,yes,NA,300,no,NA,NA,51_to_100,shared_lot,NA,no,300,app,NA,no,300,yes,7,3_to_5,no,NA,NA,117,2024-10-31T22:22:32Z,2024-10-31T22:24:29Z,39,1,1,1,1,2,2,1,no,92,somewhat,1987,female,black,NA,degree_associate,NA,disabled,democratic,apartment,NA,own,2,250_to_300,26,no,NA,NA,521257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no
dynata,2024-10-31T22:30:26Z,5qjauvryITFtsVdJiVqp0Q**,73,97.85.209.184,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7_10 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",65202,tesla_model_y,2023,yes,NA_NA,NA,no,NA,NA,NA,691,tesla_model_y,1,yes,NA,300,yes,by_car,7,31_to_50,private_garage,NA,no,300,app,NA,yes,300,yes,7,3_to_5,no,NA,NA,196,2024-10-31T22:43:10Z,2024-10-31T22:46:26Z,4021,2,2,1,2,1,1,2,no,46,believe,1992,male,white,NA,degree_bs,NA,employed_over40,independent,detached,NA,own,1,75_to_100,15,yes,yes,5000,884768,NA,49,2024-10-31T22:47:28Z,2024-10-31T22:48:17Z,365,2,1,1,2,1,2,no,NA,no,yes
dynata,2024-10-31T22:49:07Z,5qjauvryITGx-2HYJyja6A**,41,97.99.91.226,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0.1 Mobile/15E148 Safari/604.1",75252,tesla_model_y,2024,yes,tesla_model_3,2020,yes,NA,NA,NA,69,tesla_model_y,2,yes,NA,300,no,NA,NA,10_to_30,private_garage,NA,yes,350,app,NA,yes,350,yes,1,3_to_5,no,NA,NA,108,2024-10-31T22:50:58Z,2024-10-31T22:52:46Z,1271,2,3,2,1,2,1,2,no,75,very,1987,female,other,Mixed,degree_bs,NA,not_employed_not_looking,democratic,detached,NA,rent,3,150_to_200,33,no,NA,NA,481753,I do not.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no
dynata,2024-10-31T22:54:51Z,5qjauvryITGoKdSOnRdqTw**,40,108.92.63.81,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",63124,tesla_model_3,2021,yes,honda_civic,2017,no,NA,NA,NA,63,tesla_model_3,2,yes,NA,300,no,NA,NA,below_10,shared_garage,NA,yes,350,no,NA,no,350,yes,2,more_than_8,no,NA,NA,127,2024-10-31T22:56:34Z,2024-10-31T22:58:41Z,1091,2,2,1,2,2,2,1,no,35,very,1994,female,white,NA,degree_grad,NA,employed_over40,democratic,apartment,NA,rent,2,200_to_250,27,no,NA,NA,179566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no
dynata,2024-10-31T23:07:23Z,5qjauvryITEt0mEGjEZ2Og**,64,172.56.178.106,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Mobile Safari/537.36",92596,kia_ev_6,2022,yes,nissan_rogue,2014,no,NA,NA,NA,102,kia_ev_6,2,yes,NA,250,yes,by_car,5,51_to_100,private_garage,NA,not_sure,350,app,NA,yes,350,yes,4,5_to_8,no,NA,NA,209,2024-10-31T23:10:09Z,2024-10-31T23:13:38Z,1043,2,2,1,1,2,1,2,no,53,believe,1987,female,white,NA,degree_bs,NA,employed_over40,republican,detached,NA,rent,4,200_to_250,48,yes,yes,150,846007,NA,158,2024-10-31T23:15:19Z,2024-10-31T23:17:57Z,1803,2,1,2,2,2,2,no,NA,no,no
dynata,2024-10-31T23:39:15Z,5qjauvryITE787EMy4nzSg**,52,174.226.111.132,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36",02148,bmw_i_4,2023,yes,toyota_sienna,2019,no,NA,NA,NA,153,bmw_i_4,3,yes,NA,250,yes,"by_car, by_walk",2,below_10,private_garage,NA,not_sure,250,no,NA,no,250,yes,1,5_to_8,yes,2,5_to_8,226,2024-10-31T23:42:41Z,2024-10-31T23:46:27Z,3147,2,1,1,1,2,2,2,no,64,very,1976,male,white,NA,degree_grad,NA,employed_over40,independent,detached,NA,own,4,250_to_300,337,yes,no,NA,915745,NA,142,2024-10-31T23:53:08Z,2024-10-31T23:55:30Z,3703,2,3,2,3,3,1,no,N/A,no,no
dynata,2024-10-31T23:41:04Z,5qjauvryITFlL9ZT66fjHg**,280,142.196.52.31,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7_10 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",98101,tesla_model_x,2024,yes,ford_mustang_mach_e,2024,yes,NA,NA,NA,421,tesla_model_x,2,yes,NA,300,yes,by_car,6,31_to_50,private_garage,NA,yes,400,smc,Shell recharge,yes,400,yes,4,3_to_5,yes,2,less_than_3,308,2024-10-31T23:52:46Z,2024-10-31T23:57:54Z,4164,2,1,2,1,2,2,2,no,69,very,1977,male,white,NA,degree_grad,NA,employed_under40,democratic,detached,NA,own,4,200_to_250,72,yes,yes,5500,720176,NA,210,2024-11-01T00:00:15Z,2024-11-01T00:03:45Z,2067,1,2,1,1,2,2,no,The survey was great and enlightening,no,no
dynata,2024-10-31T23:55:04Z,5qjauvryITGhAuC0FBA5bQ**,45,45.22.247.115,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/130.0.6723.37 Mobile/15E148 Safari/604.1",75231,tesla_model_3,2022,yes,honda_cr_v,2017,no,NA,NA,NA,94,tesla_model_3,2,yes,NA,300,yes,by_car,5,31_to_50,driveway,NA,yes,350,no,NA,yes,350,yes,3,5_to_8,yes,4,3_to_5,101,2024-10-31T23:57:24Z,2024-10-31T23:59:05Z,2305,1,2,1,2,1,3,3,no,79,very,1987,male,prefer_not_say,NA,degree_bs,NA,employed_over40,prefer_not_say,detached,NA,own,2,200_to_250,11,no,NA,NA,881200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no
dynata,2024-11-01T00:17:04Z,5qjauvryITG_IjzREmJaZg**,53,98.113.98.222,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36",11788,tesla_model_3,2018,yes,subaru_legacy,2013,no,NA,NA,NA,100,tesla_model_3,3,yes,NA,300,yes,by_car,3,31_to_50,private_garage,NA,yes,250,app,NA,yes,250,yes,7,5_to_8,no,NA,NA,336,2024-11-01T00:19:38Z,2024-11-01T00:25:14Z,3376,2,3,2,3,1,3,3,no,52,somewhat,1976,female,white,NA,degree_grad,NA,prefer_not_say,republican,detached,NA,own,2,100_to_150,28,no,NA,NA,944382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no
dynata,2024-11-01T00:21:07Z,5qjauvryITEin213G49rfg**,67,173.87.169.51,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",95624,tesla_model_3,2023,yes,mazda_cx_9,2023,no,NA,NA,NA,85,tesla_model_3,2,yes,NA,300,no,NA,NA,below_10,private_garage,NA,yes,200,smc,Tesla super charge,yes,200,no,NA,NA,yes,6,less_than_3,135,2024-11-01T00:23:40Z,2024-11-01T00:25:55Z,2088,2,2,3,1,2,3,1,no,63,believe,1989,male,white,NA,degree_bs,NA,employed_over40,independent,detached,NA,own,2,50_to_75,22,yes,yes,200,821822,NA,81,2024-11-01T00:27:20Z,2024-11-01T00:28:41Z,3586,2,2,2,1,2,1,no,NA,no,no
dynata,2024-11-01T00:45:10Z,5qjauvryITH4HQjqhhg2Eg**,60,73.218.94.223,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1 Mobile/15E148 Safari/604.1",03833,tesla_model_y,2023,yes,jeep_wagoneer,2024,no,NA,NA,NA,83,tesla_model_y,3,yes,NA,300,yes,by_car,5,31_to_50,private_garage,NA,yes,300,app,NA,yes,300,yes,2,more_than_8,yes,4,3_to_5,121,2024-11-01T00:47:31Z,2024-11-01T00:49:32Z,805,2,1,2,2,1,1,1,no,56,very,1975,male,white,NA,degree_bs,NA,employed_over40,independent,detached,NA,own,2,100_to_150,34,yes,yes,300,271631,NA,93,2024-11-01T00:50:59Z,2024-11-01T00:52:32Z,2733,2,1,1,1,2,1,no,NA,no,no
