session,session_id,study_id,iteration,created,modified,ended,expired,time_4b_start,completion_code,v2g_survey,v2g_respID,v2g_df,user_range,time_4b_1,mc_v2g_1,time_4b_2,mc_v2g_2,time_4b_3,mc_v2g_3,time_4b_4,mc_v2g_4,time_4b_5,mc_v2g_5,time_4b_6,mc_v2g_6,time_4b_7,v2g_all_same,txt_feedback_2,time_4b_1_posix,time_4b_7_posix,time_diff_v2g,v2g_speeding,time_4b_end,psid_complete
_Z3P_H7LD6Z1HSSSjr7sl7FmYB6f-Clz45sKhKPuTtc1KGPoaQ4Vatfcqywl7n2T,35867887,141484,548,2024-10-29 22:14:15,2024-10-29 22:15:01,2024-10-29 22:15:02,,2024-10-29 22:14:15,457364,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",908,"{""profileID"":127,""respID"":908,""qID"":1,""altID"":1,""obsID"":1843,""enrollment_cash"":200,""occurrence_cash"":5,""monthly_occurrence"":3,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",300,2024-10-29 22:14:24,2,2024-10-29 22:14:29,1,2024-10-29 22:14:35,1,2024-10-29 22:14:39,3,2024-10-29 22:14:44,1,2024-10-29 22:14:49,2,2024-10-29 22:14:55,no,GThe guguctdyuccyvu bread,2024-10-29 22:14:24,2024-10-29 22:14:55,31,no,2024-10-29 22:15:01,5qjauvryITGsWw_yvCFLXw**
bJOOXYB8tIucgNpULnsEOyOx5Mw2LVjMrdgwV7mD5Ok340rijGdCRgeVaxmmD56N,35867889,141484,549,2024-10-29 22:14:16,2024-10-29 22:15:11,2024-10-29 22:15:11,,2024-10-29 22:14:16,421275,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",3172,"{""profileID"":683,""respID"":3172,""qID"":1,""altID"":1,""obsID"":15427,""enrollment_cash"":200,""occurrence_cash"":2,""monthly_occurrence"":3,""lower_bound"":40,""guaranteed_threshold"":80,""no_choice"":0}",300,2024-10-29 22:14:25,1,2024-10-29 22:14:33,1,2024-10-29 22:14:38,2,2024-10-29 22:14:44,1,2024-10-29 22:14:49,2,2024-10-29 22:14:55,1,2024-10-29 22:15:00,no,,2024-10-29 22:14:25,2024-10-29 22:15:00,35,no,2024-10-29 22:15:11,5qjauvryITEC1MSUxf22yA**
6AOmSIwVRoKetohWKzRmadiVEyCLrMB41NZzigzCyZwUuruiVOGH82A3Q_JbeaIc,35867892,141484,550,2024-10-29 22:14:18,2024-10-29 22:16:28,2024-10-29 22:16:29,,2024-10-29 22:14:18,412594,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",4590,"{""profileID"":164,""respID"":4590,""qID"":1,""altID"":1,""obsID"":23935,""enrollment_cash"":300,""occurrence_cash"":2,""monthly_occurrence"":1,""lower_bound"":40,""guaranteed_threshold"":60,""no_choice"":0}",400,2024-10-29 22:14:40,2,2024-10-29 22:15:08,1,2024-10-29 22:15:22,2,2024-10-29 22:15:38,2,2024-10-29 22:15:48,1,2024-10-29 22:15:57,3,2024-10-29 22:16:07,no,No,2024-10-29 22:14:40,2024-10-29 22:16:07,87,no,2024-10-29 22:16:29,5qjauvryITGRwflUPfe2Vw**
i5P6ahPHGuni0DAC5KKIa08bg3CLavlHpPqVcTk8rZmO9xNF6OtqWoojJs7zJXdF,35868108,141484,551,2024-10-29 22:15:31,2024-10-29 22:16:57,2024-10-29 22:16:57,,2024-10-29 22:15:31,818845,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",2400,"{""profileID"":626,""respID"":2400,""qID"":1,""altID"":1,""obsID"":10795,""enrollment_cash"":100,""occurrence_cash"":5,""monthly_occurrence"":4,""lower_bound"":30,""guaranteed_threshold"":80,""no_choice"":0}",150,2024-10-29 22:15:42,2,2024-10-29 22:15:56,1,2024-10-29 22:16:03,2,2024-10-29 22:16:19,2,2024-10-29 22:16:30,1,2024-10-29 22:16:40,2,2024-10-29 22:16:46,no,,2024-10-29 22:15:42,2024-10-29 22:16:46,64,no,2024-10-29 22:16:57,5qjauvryITEWQWPV0-8ZcQ**
swk0I64WgUaHsfmz_AVvM3ERlu8sUPZs3E9VRPIUIlJJk01yLFik9qm1Uo90M7yf,35868126,141484,552,2024-10-29 22:15:35,2024-10-29 22:17:14,2024-10-29 22:17:14,,2024-10-29 22:15:35,463352,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",3776,"{""profileID"":182,""respID"":3776,""qID"":1,""altID"":1,""obsID"":19051,""enrollment_cash"":100,""occurrence_cash"":2,""monthly_occurrence"":2,""lower_bound"":40,""guaranteed_threshold"":60,""no_choice"":0}",500,2024-10-29 22:15:44,2,2024-10-29 22:16:02,2,2024-10-29 22:16:15,2,2024-10-29 22:16:22,1,2024-10-29 22:16:29,2,2024-10-29 22:16:35,2,2024-10-29 22:16:42,no,I like this survey,2024-10-29 22:15:44,2024-10-29 22:16:42,58,no,2024-10-29 22:17:14,5qjauvryITHCFuWd7JXBDw**
9-djHHAPcMF40-FQB2ZwZCC76lyqly2STezMP5kkTlFd0DvEPcsKqYk9uae7RRfh,35868279,141484,553,2024-10-29 22:16:53,2024-10-29 22:19:10,2024-10-29 22:19:10,,2024-10-29 22:16:53,526086,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",2817,"{""profileID"":610,""respID"":2817,""qID"":1,""altID"":1,""obsID"":13297,""enrollment_cash"":100,""occurrence_cash"":10,""monthly_occurrence"":3,""lower_bound"":30,""guaranteed_threshold"":80,""no_choice"":0}",300,2024-10-29 22:17:45,2,2024-10-29 22:18:02,1,2024-10-29 22:18:11,2,2024-10-29 22:18:22,1,2024-10-29 22:18:32,1,2024-10-29 22:18:44,2,2024-10-29 22:18:52,no,,2024-10-29 22:17:45,2024-10-29 22:18:52,67,no,2024-10-29 22:19:10,5qjauvryITEvbJoWag7VXg**
ci6IR0-fu4fD7cuHYXqmIZvF1vPDejk3-1VLfxSSyVbDt1dhJ9SV4aZbLnjaIR0S,35868320,141484,554,2024-10-29 22:17:16,,,,2024-10-29 22:17:17,422411,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",33,"{""profileID"":693,""respID"":33,""qID"":1,""altID"":1,""obsID"":193,""enrollment_cash"":50,""occurrence_cash"":15,""monthly_occurrence"":3,""lower_bound"":40,""guaranteed_threshold"":80,""no_choice"":0}",300,,,,,,,,,,,,,,,,,,,,,5qjauvryITECHx7lRG6mZg**
nAVh-lndiDQqYDm-G84Dg7JPzGG1iddffLJDgd6G-6-t5vG7zoq8kClOQAAWGOsg,35868360,141484,555,2024-10-29 22:17:47,2024-10-29 22:18:35,2024-10-29 22:18:35,,2024-10-29 22:17:47,688118,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",1530,"{""profileID"":519,""respID"":1530,""qID"":1,""altID"":1,""obsID"":5575,""enrollment_cash"":200,""occurrence_cash"":20,""monthly_occurrence"":2,""lower_bound"":20,""guaranteed_threshold"":80,""no_choice"":0}",300,2024-10-29 22:17:54,2,2024-10-29 22:17:59,2,2024-10-29 22:18:04,1,2024-10-29 22:18:12,2,2024-10-29 22:18:17,1,2024-10-29 22:18:22,1,2024-10-29 22:18:26,no,,2024-10-29 22:17:54,2024-10-29 22:18:26,32,no,2024-10-29 22:18:35,5qjauvryITGnGinq3T3trg**
uptR1Zi7r7lcoWj0boP9-SGZi9RsQmezRDKcyhRxs0ZsJ76yzc4kVMTXfmg6YOU7,35868372,141484,556,2024-10-29 22:17:54,2024-10-29 22:19:10,2024-10-29 22:19:10,,2024-10-29 22:17:55,610132,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",4095,"{""profileID"":59,""respID"":4095,""qID"":1,""altID"":1,""obsID"":20965,""enrollment_cash"":200,""occurrence_cash"":20,""monthly_occurrence"":3,""lower_bound"":20,""guaranteed_threshold"":60,""no_choice"":0}",350,2024-10-29 22:18:06,1,2024-10-29 22:18:14,2,2024-10-29 22:18:21,1,2024-10-29 22:18:28,1,2024-10-29 22:18:34,2,2024-10-29 22:18:40,1,2024-10-29 22:18:49,no,No any other thing ,2024-10-29 22:18:06,2024-10-29 22:18:49,43,no,2024-10-29 22:19:10,5qjauvryITEpBsHcebkOfg**
lKzwVmPfxT4VvbBfmIxQegnl3vV9NxUOxubR3QQJ_V_W8LFH9AOim-5CxWz6mCf4,35868375,141484,557,2024-10-29 22:17:56,2024-10-29 22:19:05,2024-10-29 22:19:05,,2024-10-29 22:17:56,322976,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",288,"{""profileID"":97,""respID"":288,""qID"":1,""altID"":1,""obsID"":1723,""enrollment_cash"":50,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",100,2024-10-29 22:18:04,2,2024-10-29 22:18:12,2,2024-10-29 22:18:18,1,2024-10-29 22:18:23,2,2024-10-29 22:18:29,1,2024-10-29 22:18:43,2,2024-10-29 22:18:50,no,,2024-10-29 22:18:04,2024-10-29 22:18:50,46,no,2024-10-29 22:19:05,5qjauvryITGeF92jque1mw**
N1sG9gYjIP8mDIO7sLw08j1BQGaS_RRqcXppxKZBnKHGxXp_WPyo5oiccW5pdJK5,35868406,141484,558,2024-10-29 22:18:16,2024-10-29 22:19:07,2024-10-29 22:19:07,,2024-10-29 22:18:16,675976,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",4005,"{""profileID"":187,""respID"":4005,""qID"":1,""altID"":1,""obsID"":20425,""enrollment_cash"":200,""occurrence_cash"":5,""monthly_occurrence"":2,""lower_bound"":40,""guaranteed_threshold"":60,""no_choice"":0}",150,2024-10-29 22:18:26,2,2024-10-29 22:18:30,1,2024-10-29 22:18:34,1,2024-10-29 22:18:39,2,2024-10-29 22:18:44,1,2024-10-29 22:18:53,1,2024-10-29 22:18:57,no,Very interesting,2024-10-29 22:18:26,2024-10-29 22:18:57,31,no,2024-10-29 22:19:07,5qjauvryITEXsDMKHLC3Jg**
WJRsV9IG1RP-j2vtwbo9Hu6i2-8S5RmBUkiTt_HiYggJ_RgS17p-CUrfK_nH2nhw,35868434,141484,559,2024-10-29 22:18:35,2024-10-29 22:32:41,2024-10-29 22:32:42,,2024-10-29 22:18:36,112773,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",4003,"{""profileID"":73,""respID"":4003,""qID"":1,""altID"":1,""obsID"":20413,""enrollment_cash"":50,""occurrence_cash"":15,""monthly_occurrence"":4,""lower_bound"":20,""guaranteed_threshold"":60,""no_choice"":0}",250,2024-10-29 22:31:17,1,2024-10-29 22:31:24,2,2024-10-29 22:31:30,2,2024-10-29 22:31:37,1,2024-10-29 22:31:45,2,2024-10-29 22:31:52,1,2024-10-29 22:31:59,no,It's very nice,2024-10-29 22:31:17,2024-10-29 22:31:59,42,no,2024-10-29 22:32:42,5qjauvryITHulptqnWxXdw**
U046IsfO7nBr3Em8Cw3-cVjt7kG5Jm4j3HIC93dts54d4KOoaNUpjvrv7Wv95fx7,35868443,141484,560,2024-10-29 22:18:41,2024-10-29 22:19:37,2024-10-29 22:19:37,,2024-10-29 22:18:41,811751,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",334,"{""profileID"":281,""respID"":334,""qID"":1,""altID"":1,""obsID"":1999,""enrollment_cash"":50,""occurrence_cash"":2,""monthly_occurrence"":3,""lower_bound"":20,""guaranteed_threshold"":70,""no_choice"":0}",300,2024-10-29 22:18:49,1,2024-10-29 22:18:54,1,2024-10-29 22:19:01,1,2024-10-29 22:19:06,2,2024-10-29 22:19:10,2,2024-10-29 22:19:15,2,2024-10-29 22:19:20,no,did a good job,2024-10-29 22:18:49,2024-10-29 22:19:20,31,no,2024-10-29 22:19:37,5qjauvryITEPcTZYQZjRnQ**
uTF2ZrlAuH1VZVbv0ckClyR18rx2ecjm60iBfcmBTMqBIAy7THbzTifNTe4vacS5,35868467,141484,561,2024-10-29 22:18:56,2024-10-29 22:20:01,2024-10-29 22:20:01,,2024-10-29 22:18:56,290711,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",1522,"{""profileID"":486,""respID"":1522,""qID"":1,""altID"":1,""obsID"":5527,""enrollment_cash"":100,""occurrence_cash"":5,""monthly_occurrence"":1,""lower_bound"":20,""guaranteed_threshold"":80,""no_choice"":0}",400,2024-10-29 22:19:06,2,2024-10-29 22:19:14,1,2024-10-29 22:19:22,1,2024-10-29 22:19:28,2,2024-10-29 22:19:36,1,2024-10-29 22:19:43,1,2024-10-29 22:19:50,no,No,2024-10-29 22:19:06,2024-10-29 22:19:50,44,no,2024-10-29 22:20:01,5qjauvryITE9Zj1EK-cu2A**
PpZ50bgjHdzoiSwx1ZUVrYsXfaWeDgR9_vYfkf_1-OlpcFIVQzWagKMAklNXPxFl,35868510,141484,562,2024-10-29 22:19:26,2024-10-29 22:20:48,2024-10-29 22:20:49,,2024-10-29 22:19:26,825477,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",1617,"{""profileID"":105,""respID"":1617,""qID"":1,""altID"":1,""obsID"":6097,""enrollment_cash"":50,""occurrence_cash"":5,""monthly_occurrence"":2,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",100,2024-10-29 22:19:39,3,2024-10-29 22:19:59,3,2024-10-29 22:20:19,2,2024-10-29 22:20:23,2,2024-10-29 22:20:28,2,2024-10-29 22:20:33,2,2024-10-29 22:20:44,no,None,2024-10-29 22:19:39,2024-10-29 22:20:44,65,no,2024-10-29 22:20:48,5qjauvryITHjw0OnyKwsCw**
Tt2WjcpsIe6fe6usYfknPcY066RFGmTZVHC8slzxkh5eHB_ysN_cJGjdsgYwa3Zv,35868550,141484,563,2024-10-29 22:20:02,2024-10-29 22:24:17,2024-10-29 22:24:18,,2024-10-29 22:20:02,241960,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",4518,"{""profileID"":676,""respID"":4518,""qID"":1,""altID"":1,""obsID"":23503,""enrollment_cash"":300,""occurrence_cash"":15,""monthly_occurrence"":2,""lower_bound"":40,""guaranteed_threshold"":80,""no_choice"":0}",200,2024-10-29 22:20:25,1,2024-10-29 22:20:39,2,2024-10-29 22:23:07,2,2024-10-29 22:23:28,2,2024-10-29 22:23:56,2,2024-10-29 22:24:08,2,2024-10-29 22:24:13,no,,2024-10-29 22:20:25,2024-10-29 22:24:13,228,no,2024-10-29 22:24:18,5qjauvryITEDwe4nwn36BA**
3tzTlGkXZVcbeIcRqxs0rhOJ1NVFpZR2Dq4BAMULNhWsdkLZE2VIDd2qHRqegrrE,35868577,141484,564,2024-10-29 22:20:25,2024-10-29 22:32:09,2024-10-29 22:32:10,,2024-10-29 22:20:25,404825,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",2135,"{""profileID"":571,""respID"":2135,""qID"":1,""altID"":1,""obsID"":9205,""enrollment_cash"":200,""occurrence_cash"":10,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":80,""no_choice"":0}",250,2024-10-29 22:28:48,2,2024-10-29 22:28:52,3,2024-10-29 22:28:56,1,2024-10-29 22:29:00,2,2024-10-29 22:30:41,2,2024-10-29 22:30:54,2,2024-10-29 22:31:02,no,,2024-10-29 22:28:48,2024-10-29 22:31:02,134,no,2024-10-29 22:32:09,5qjauvryITFI4g88M32WZg**
HKVNc3bVm51Jvts0el2H1L_NEnEQOsgOqZ_M4lzzCI_GdHWNylXwh3ucvxCj8v1c,35868588,141484,565,2024-10-29 22:20:27,2024-10-29 22:22:04,2024-10-29 22:22:04,,2024-10-29 22:20:27,625214,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",1125,"{""profileID"":675,""respID"":1125,""qID"":1,""altID"":1,""obsID"":3145,""enrollment_cash"":200,""occurrence_cash"":15,""monthly_occurrence"":2,""lower_bound"":40,""guaranteed_threshold"":80,""no_choice"":0}",250,2024-10-29 22:20:36,2,2024-10-29 22:20:43,1,2024-10-29 22:20:48,1,2024-10-29 22:21:05,1,2024-10-29 22:21:19,2,2024-10-29 22:21:26,2,2024-10-29 22:21:40,no,I don’t have any thoughts,2024-10-29 22:20:36,2024-10-29 22:21:40,64,no,2024-10-29 22:22:04,5qjauvryITHAARmIsKesMA**
RfZWDtn0sMVvpidDymnh3vL-uEhSoMFrx_RjXn3bzP04dgRwoY-R50Ksgw2Qsuvl,35868670,141484,566,2024-10-29 22:21:02,2024-10-29 22:21:59,2024-10-29 22:21:59,,2024-10-29 22:21:03,588376,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",196,"{""profileID"":524,""respID"":196,""qID"":1,""altID"":1,""obsID"":1171,""enrollment_cash"":300,""occurrence_cash"":2,""monthly_occurrence"":3,""lower_bound"":20,""guaranteed_threshold"":80,""no_choice"":0}",400,2024-10-29 22:21:11,2,2024-10-29 22:21:17,2,2024-10-29 22:21:23,2,2024-10-29 22:21:30,2,2024-10-29 22:21:37,1,2024-10-29 22:21:43,2,2024-10-29 22:21:49,no,588376,2024-10-29 22:21:11,2024-10-29 22:21:49,38,no,2024-10-29 22:21:59,5qjauvryITEbRI6mfs5sJw**
g9juIo0nmL8Bfiwa0DKM9eNbHDXQFXB7CCAuDTIbD3iGNrBW4rLUW6tgNM7aTuVw,35868688,141484,567,2024-10-29 22:21:11,2024-10-29 22:22:40,2024-10-29 22:22:40,,2024-10-29 22:21:11,721355,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",523,"{""profileID"":350,""respID"":523,""qID"":1,""altID"":1,""obsID"":3133,""enrollment_cash"":100,""occurrence_cash"":10,""monthly_occurrence"":2,""lower_bound"":30,""guaranteed_threshold"":70,""no_choice"":0}",100,2024-10-29 22:21:25,2,2024-10-29 22:21:32,1,2024-10-29 22:21:38,2,2024-10-29 22:21:44,1,2024-10-29 22:21:52,1,2024-10-29 22:21:57,2,2024-10-29 22:22:03,no,Very informative survey,2024-10-29 22:21:25,2024-10-29 22:22:03,38,no,2024-10-29 22:22:40,5qjauvryITHe31XVODBr0A**
d8zoqjKohFPI7jjc7omCsH-EJMhz6oKd-lpE9N8E2vrsfOprGWoIIX5vtry1jDB9,35868767,141484,568,2024-10-29 22:21:30,2024-10-29 22:22:33,2024-10-29 22:22:33,,2024-10-29 22:21:30,533889,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",4228,"{""profileID"":358,""respID"":4228,""qID"":1,""altID"":1,""obsID"":21763,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":2,""lower_bound"":30,""guaranteed_threshold"":70,""no_choice"":0}",350,2024-10-29 22:21:43,2,2024-10-29 22:21:52,2,2024-10-29 22:22:01,3,2024-10-29 22:22:08,1,2024-10-29 22:22:16,1,2024-10-29 22:22:22,1,2024-10-29 22:22:27,no,,2024-10-29 22:21:43,2024-10-29 22:22:27,44,no,2024-10-29 22:22:33,5qjauvryITGb9nKfmufSIw**
rPKDxfscfLM9cxefJ1z2LUnaonLLIIjYfdj_6TUEUBTLfgG5qpLBUMKQH38SkaaS,35868812,141484,569,2024-10-29 22:21:41,2024-10-29 22:23:04,2024-10-29 22:23:05,,2024-10-29 22:21:42,304085,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",581,"{""profileID"":131,""respID"":581,""qID"":1,""altID"":1,""obsID"":3481,""enrollment_cash"":200,""occurrence_cash"":10,""monthly_occurrence"":3,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",250,2024-10-29 22:21:53,1,2024-10-29 22:22:02,2,2024-10-29 22:22:08,2,2024-10-29 22:22:19,1,2024-10-29 22:22:25,2,2024-10-29 22:22:36,1,2024-10-29 22:22:49,no,It was very helpful ,2024-10-29 22:21:53,2024-10-29 22:22:49,56,no,2024-10-29 22:23:05,5qjauvryITFciRh1TPF3Uw**
plEmK0fTCYFGFGN_0Pk9PjquklvSfEzI5rti2C_VWetFd8yApJgWymlxgvrIRRIL,35869026,141484,570,2024-10-29 22:22:38,2024-10-29 22:24:07,2024-10-29 22:24:07,,2024-10-29 22:22:38,643919,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",4311,"{""profileID"":348,""respID"":4311,""qID"":1,""altID"":1,""obsID"":22261,""enrollment_cash"":300,""occurrence_cash"":5,""monthly_occurrence"":2,""lower_bound"":30,""guaranteed_threshold"":70,""no_choice"":0}",350,2024-10-29 22:22:51,2,2024-10-29 22:22:59,1,2024-10-29 22:23:06,2,2024-10-29 22:23:15,1,2024-10-29 22:23:26,1,2024-10-29 22:23:41,2,2024-10-29 22:24:00,no,,2024-10-29 22:22:51,2024-10-29 22:24:00,69,no,2024-10-29 22:24:07,5qjauvryITF7HNbMaJ_wtg**
W6b30-XOEYz6xS_YG8IPCA2FEIBDjOV4lAOyhOxne6YD9U-OLEddAy0PEdNFMx6z,35869093,141484,571,2024-10-29 22:23:10,2024-10-29 22:25:01,2024-10-29 22:25:02,,2024-10-29 22:23:11,855413,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",3424,"{""profileID"":357,""respID"":3424,""qID"":1,""altID"":1,""obsID"":16939,""enrollment_cash"":50,""occurrence_cash"":20,""monthly_occurrence"":2,""lower_bound"":30,""guaranteed_threshold"":70,""no_choice"":0}",300,2024-10-29 22:23:20,2,2024-10-29 22:23:35,2,2024-10-29 22:24:02,1,2024-10-29 22:24:14,2,2024-10-29 22:24:28,1,2024-10-29 22:24:37,2,2024-10-29 22:24:52,no,,2024-10-29 22:23:20,2024-10-29 22:24:52,92,no,2024-10-29 22:25:01,5qjauvryITFQ5iNrznHMAg**
_6GIo3d8By8r2Sbt3BOnkkuIwqB8qYhsEKe976efd3oE7vqHWxf_-pZ7CneBSZGx,35869101,141484,572,2024-10-29 22:23:17,2024-10-29 22:25:14,2024-10-29 22:25:14,,2024-10-29 22:23:17,640296,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",3125,"{""profileID"":609,""respID"":3125,""qID"":1,""altID"":1,""obsID"":15145,""enrollment_cash"":50,""occurrence_cash"":10,""monthly_occurrence"":3,""lower_bound"":30,""guaranteed_threshold"":80,""no_choice"":0}",150,2024-10-29 22:23:58,2,2024-10-29 22:24:10,2,2024-10-29 22:24:19,1,2024-10-29 22:24:27,2,2024-10-29 22:24:35,1,2024-10-29 22:24:53,1,2024-10-29 22:25:02,no,Thank you,2024-10-29 22:23:58,2024-10-29 22:25:02,64,no,2024-10-29 22:25:14,5qjauvryITHTdftWtEbPTA**
tTDlzIFwd4H1PpI1i5L_KLYf8FbJi-WJbcsr8C7_AmtPaeHqbPGZDM16oQwpz1tu,35869110,141484,573,2024-10-29 22:23:26,2024-10-29 22:24:08,2024-10-29 22:24:08,,2024-10-29 22:23:26,863491,"{""profileID"":98,""respID"":1,""qID"":1,""altID"":1,""obsID"":1,""enrollment_cash"":100,""occurrence_cash"":20,""monthly_occurrence"":1,""lower_bound"":30,""guaranteed_threshold"":60,""no_choice"":0}",538,"{""profileID"":50,""respID"":538,""qID"":1,""altID"":1,""obsID"":3223,""enrollment_cash"":100,""occurrence_cash"":10,""monthly_occurrence"":3,""lower_bound"":20,""guaranteed_threshold"":60,""no_choice"":0}",250,2024-10-29 22:23:36,1,2024-10-29 22:23:42,2,2024-10-29 22:23:46,1,2024-10-29 22:23:51,2,2024-10-29 22:23:55,1,2024-10-29 22:23:59,2,2024-10-29 22:24:02,no,,2024-10-29 22:23:36,2024-10-29 22:24:02,26,no,2024-10-29 22:24:08,5qjauvryITFxMKrBitkwmw**
