session,session_id,study_id,iteration,created,modified,ended,expired,time_3_start,mc_climate,mc_yob,mc_gender,mc_ethnicity,txt_ethnicity,mc_education,txt_education,mc_work,mc_party,mc_house_type,txt_house_type,mc_house_owner,mc_household_size,mc_income,time_3_end
igM4lc21ytWxK7cdFUX5uKJFVX2p_g_OY9FgQ59hmgtPqzeCTMhXIbfWb3FJyuft,35870553,141365,1019,2024-10-29 22:39:13,2024-10-29 22:41:24,2024-10-29 22:41:24,,2024-10-29 22:39:14,neutral,1996,female,white,,hs,,employed_under40,independent,detached,,rent,3,75_to_100,2024-10-29 22:41:24
G1YN81C_oO3JQNy5VZ7mJm-hbPvRDBvXCVegdli3cCClbyNg6j9ZOckt3zQFdNxh,35870559,141365,1020,2024-10-29 22:39:26,2024-10-29 22:40:45,2024-10-29 22:40:45,,2024-10-29 22:39:26,somewhat,1995,female,white,,degree_bs,,employed_over40,democratic,apartment,,own,4,75_to_100,2024-10-29 22:40:45
4ftNtnuHMPgn6-IIUQTQF7afbo_dvg_LxHob11l4GtilkJvoJW0mERvxGxy3gNNB,35870560,141365,1021,2024-10-29 22:39:26,2024-10-29 22:40:26,2024-10-29 22:40:26,,2024-10-29 22:39:26,very,2000,female,black,,degree_grad,,employed_over40,democratic,detached,,own,3,100_to_150,2024-10-29 22:40:26
yYkB6gexbAtPVNlg2Ah0ELaNuT9wdsJly2gyjVZKTnGzO5sJHY77dfeoxFyPQkog,35870561,141365,1022,2024-10-29 22:39:28,2024-10-29 22:40:41,2024-10-29 22:40:41,,2024-10-29 22:39:28,believe,1980,female,white,,degree_bs,,employed_over40,republican,detached,,own,4,100_to_150,2024-10-29 22:40:41
VKvKDkkcEhmn0svZYsFGGykKEnv8REOWALKmg5hf7ino2mF4j0n6Vluymg52i6YH,35870562,141365,1023,2024-10-29 22:39:30,2024-10-29 22:40:42,2024-10-29 22:40:42,,2024-10-29 22:39:30,not,1974,female,pacific,,college_some,,employed_over40,republican,detached,,own,3,150_to_200,2024-10-29 22:40:42
ol92HZHP_JWkTO-JwAeOsjUTgaQkdJZamZ5al_W4DeKNsrAIhXb1WB5v4PTRJEnX,35870563,141365,1024,2024-10-29 22:39:41,2024-10-29 22:40:36,2024-10-29 22:40:36,,2024-10-29 22:39:41,very,1975,female,white,,hs,,not_employed_yes_looking,democratic,detached,,rent,4,25_to_35,2024-10-29 22:40:36
ORDf9TmL_ISo6ZeYzy3tqJJLCLQW4Fz0SCK1irTsKbaTUuwX_7541x4utw7GyCns,35870574,141365,1025,2024-10-29 22:40:15,2024-10-29 22:42:12,2024-10-29 22:42:13,,2024-10-29 22:40:15,believe,1979,female,black,,college_some,,employed_over40,democratic,townhome,,rent,4,100_to_150,2024-10-29 22:42:13
6m6jNI9sqe8g0m8MvP5ZpNUmKsgPOW3BllHlYdrP_LBLbQGYzeRHHu475lR5Op9-,35870577,141365,1026,2024-10-29 22:40:23,2024-10-29 22:42:25,2024-10-29 22:42:25,,2024-10-29 22:40:23,neutral,1977,female,white,,degree_grad,,employed_over40,democratic,detached,,own,4,75_to_100,2024-10-29 22:42:25
IMet7_uJi_WBScfihYLaJPxfGFoT_RL6Q7nXKfw-VRquW75VjIydGXB3cta1YSPB,35870588,141365,1027,2024-10-29 22:40:37,2024-10-29 22:42:19,2024-10-29 22:42:19,,2024-10-29 22:40:37,neutral,1998,female,hispanic,,degree_bs,,employed_over40,republican,apartment,,own,4,75_to_100,2024-10-29 22:42:19
XtjFsccDFFk1mSOFfbqRL6-SslfubOvWqgwVe1oQaHGGYOmaO_1KArNf1GYFG0Ad,35870592,141365,1028,2024-10-29 22:40:44,2024-10-29 22:41:58,2024-10-29 22:41:59,,2024-10-29 22:40:44,believe,1976,female,black,,degree_associate,,employed_over40,democratic,townhome,,rent,1,100_to_150,2024-10-29 22:41:59
f33Qh1siMVrvGemDsBXPNIEC2O8TR2gLNZ5RcCTK5h8pzXC6hOsXE8O2MbN1CI3D,35870593,141365,1029,2024-10-29 22:40:44,2024-10-29 22:42:33,2024-10-29 22:42:34,,2024-10-29 22:40:44,somewhat,1981,female,other,American Indian ,degree_grad,,employed_under40,independent,detached,,prefer_not_say,3,75_to_100,2024-10-29 22:42:34
CT-tc8jl1T7SdEj1dFa7ID2AssTy_Moo9a2f8aE_ymcTGzzbP4QFaMohY4sfTa_Q,35870604,141365,1030,2024-10-29 22:41:04,2024-10-29 22:42:23,2024-10-29 22:42:23,,2024-10-29 22:41:05,very,1998,female,black,,degree_grad,,employed_over40,democratic,detached,,own,4,75_to_100,2024-10-29 22:42:23
uahOBO0fp4Ch2Jp1zTfGj9n_24Rfwo6dJKaDvr16kzaLs4Bs9ubY34yJeovDmv2s,35870613,141365,1031,2024-10-29 22:41:26,2024-10-29 22:43:18,2024-10-29 22:43:18,,2024-10-29 22:41:26,somewhat,1980,female,black,,hs,,employed_over40,democratic,detached,,rent,3,below_25,2024-10-29 22:43:18
q8pKl3Iw2Ka_BVVLpAGp7s1TAnCx6zaabdi4tv_mLyQHJMTjjtieqBHQx2zCTUa0,35870622,141365,1032,2024-10-29 22:41:59,2024-10-29 22:43:26,2024-10-29 22:43:27,,2024-10-29 22:41:59,very,1980,female,white,,degree_associate,,employed_over40,republican,condo,,rent,1,100_to_150,2024-10-29 22:43:26
H03H42eumMWeq1q9eSv_f7NCmTiCLC4BBHI8RqVslVG51cbeHXRWBvNkIzs1esML,35870671,141365,1033,2024-10-29 22:43:51,2024-10-29 22:44:35,2024-10-29 22:44:35,,2024-10-29 22:43:51,very,1991,female,other,Mixed,hs,,employed_over40,democratic,apartment,,rent,2,below_25,2024-10-29 22:44:35
nvL4gY_3ws-bOYkj_OoSJr15bUUuGpu7v9XisqaqxF5BWfrihIGHVWaP6qe1OwxI,35870705,141365,1034,2024-10-29 22:47:20,2024-10-29 22:48:24,2024-10-29 22:48:24,,2024-10-29 22:47:20,very,1984,female,black,,hs,,employed_under40,independent,apartment,,rent,2,below_25,2024-10-29 22:48:24
NTwKGiDIxs9hTzccR94gehmWDEAy_tUpVXbQD95BVp_cbgGk2goa2FC56x3kPMb-,35870811,141365,1035,2024-10-29 23:03:12,2024-10-29 23:04:29,2024-10-29 23:04:30,,2024-10-29 23:03:12,believe,1984,female,white,,degree_grad,,employed_over40,democratic,detached,,own,4,200_to_250,2024-10-29 23:04:29
xCmuUKFzvW4NXFNY6jbjcGW6PBSDvPatdbFzp8PAb08YAQLWhJrmxbiCbPnh7T_M,35870830,141365,1036,2024-10-29 23:05:34,2024-10-29 23:06:46,2024-10-29 23:06:46,,2024-10-29 23:05:34,very,1989,female,hispanic,,college_some,,not_employed_yes_looking,democratic,detached,,rent,5_or_more,below_25,2024-10-29 23:06:46
j5utWmJ9kfeNFAfmfE3f3w1BURPSQ2HlWnJZWNJBRGFplV1oZuMyQv1LNXc6_5s2,35870849,141365,1037,2024-10-29 23:08:04,2024-10-29 23:10:12,2024-10-29 23:10:12,,2024-10-29 23:08:04,not,1983,female,white,,hs,,not_employed_not_looking,republican,mobile,,rent,5_or_more,below_25,2024-10-29 23:10:12
p5HoaluTNLSCJpuExPOorQ8zajHbfKiwlc6a96mm1KJlcf9O5Dlmv59C5Gcf8fn4,35870861,141365,1038,2024-10-29 23:10:20,2024-10-29 23:10:57,2024-10-29 23:10:57,,2024-10-29 23:10:20,very,1980,female,asian,,degree_grad,,employed_over40,independent,apartment,,rent,2,over_400,2024-10-29 23:10:57
t7FJEVuLuXUO4VLn8uWrTE2R2LSB_Yv5XCA-_97zFakq7lsGGQpEvgt_Zgd-2WjQ,35870935,141365,1039,2024-10-29 23:14:40,2024-10-29 23:16:05,2024-10-29 23:16:05,,2024-10-29 23:14:40,very,1988,female,white,,degree_associate,,student,republican,detached,,own,5_or_more,50_to_75,2024-10-29 23:16:05
VmyiCpU9Hy5Mqrw7ZOkcrd3Bkwp-0_PfB4PNjFtlnRSauZwwQMcv_OAihknNPmfe,35871088,141365,1040,2024-10-29 23:30:52,2024-10-29 23:32:05,2024-10-29 23:32:05,,2024-10-29 23:30:52,believe,1982,female,black,,degree_bs,,employed_under40,democratic,detached,,own,3,100_to_150,2024-10-29 23:32:05
sIacWqpwbANwjRR8LXdPlx3woUcVC7FnT4XNeDCzcCWMBad-0dZNn52ORVDCJlAu,35871119,141365,1041,2024-10-29 23:32:53,2024-10-29 23:35:03,2024-10-29 23:35:03,,2024-10-29 23:32:54,believe,1991,female,white,,degree_bs,,employed_under40,republican,detached,,own,5_or_more,50_to_75,2024-10-29 23:35:03
2APc99npWZMsY0qa4s5rO3-otVEC--HSfNYs-ehK9Kp5Ow-mkkIfUJIfm_sbrS5R,35871122,141365,1042,2024-10-29 23:33:39,2024-10-29 23:34:21,2024-10-29 23:34:21,,2024-10-29 23:33:39,very,1989,female,black,,degree_bs,,employed_over40,democratic,detached,,own,5_or_more,75_to_100,2024-10-29 23:34:21
OI3x5Z4swH0DUHRJmOmqj9YDCN7X_DEspZVnysYC6VPA2uE8NSqg9xDYAN3BLPPU,35871127,141365,1043,2024-10-29 23:34:11,2024-10-29 23:34:59,2024-10-29 23:34:59,,2024-10-29 23:34:12,very,1979,female,white,,college_some,,not_employed_yes_looking,independent,detached,,own,3,50_to_75,2024-10-29 23:34:59
v9xN2kSroCCq2femNc9HKKOYBaVMOWLEPs7Ap2Onxfcq9OY4xwGW61YZSCgZhhYx,35871155,141365,1044,2024-10-29 23:36:54,2024-10-29 23:37:55,2024-10-29 23:37:55,,2024-10-29 23:36:54,somewhat,1981,female,asian,,college_some,,not_employed_not_looking,republican,detached,,own,4,75_to_100,2024-10-29 23:37:55
7bbW1qAmbaHFSIDVvZgfM3z67e9a3wm4qTb8JQIuGp3OF2DzX0CUuE4MkwcIqoJx,35871203,141365,1045,2024-10-29 23:41:49,2024-10-29 23:42:50,2024-10-29 23:42:50,,2024-10-29 23:41:49,not,1991,female,black,,degree_grad,,employed_over40,democratic,detached,,own,2,35_to_50,2024-10-29 23:42:50
cUcKY9u8NA9loX2eIXHmGZ6G7cCoGnZqAhvOTS-R9wWB-XxOduYODNJ9SmNLOsBj,35871211,141365,1046,2024-10-29 23:42:51,2024-10-29 23:43:33,2024-10-29 23:43:33,,2024-10-29 23:42:51,very,1976,female,white,,degree_grad,,employed_over40,prefer_not_say,detached,,own,4,over_400,2024-10-29 23:43:33
_V0dzLoEi_LY92x1p9QFEQBaNENHS6lo8T2bjcALwikys5xDOK-qikAbsPwp2Y_R,35871212,141365,1047,2024-10-29 23:42:54,2024-10-29 23:44:40,2024-10-29 23:44:40,,2024-10-29 23:42:54,not,1977,male,asian,,college_some,,employed_over40,independent,detached,,own,4,100_to_150,2024-10-29 23:44:40
tLMGh1PWLA6SgBPZa8j5TCtpNqj19OAGEIsETw_u9YJvb_yxi7erPgn1p4WAgOe5,35871452,141365,1048,2024-10-29 23:59:26,2024-10-30 00:00:19,2024-10-30 00:00:19,,2024-10-29 23:59:26,not,1979,female,asian,,hs,,employed_under40,republican,detached,,own,1,35_to_50,2024-10-30 00:00:19
TC-dWPbsI2BL01wpDgEmQWpKqPrLHBkUIKZRo_vdGxteBS644jt8Z98A3rfWBss-,35871468,141365,1049,2024-10-30 00:00:25,2024-10-30 00:01:02,2024-10-30 00:01:02,,2024-10-30 00:00:25,believe,1985,female,black,,college_some,,employed_under40,democratic,detached,,rent,4,100_to_150,2024-10-30 00:01:02
bASgu0TkTWBZQNhSyeaEv0j7EtVPffW3OUrwRv88qOLxv1GPlWJpA9gjRnJA_lPn,35892365,141365,1050,2024-10-31 20:10:28,2024-10-31 20:11:55,2024-10-31 20:11:56,,2024-10-31 20:10:28,believe,1985,male,hispanic,,degree_associate,,employed_over40,independent,detached,,own,4,100_to_150,2024-10-31 20:11:55
0zuIxfyIfTPMfkzqnWvWTJYSPUTbBSZShxrhc3qFQ3su_p88DbrwLOg3YGzHYJE0,35892368,141365,1051,2024-10-31 20:11:03,2024-10-31 20:12:03,2024-10-31 20:12:03,,2024-10-31 20:11:03,very,1975,male,asian,,degree_grad,,employed_over40,independent,detached,,own,5_or_more,250_to_300,2024-10-31 20:12:03
hIptRhJgCnQTT8C5WlZy-HCKdjF8rAcpPUlUqJvtgUcsWEoj6xivtIUxAjuShSfa,35892375,141365,1052,2024-10-31 20:11:23,2024-10-31 20:12:28,2024-10-31 20:12:28,,2024-10-31 20:11:23,somewhat,1981,male,other,Filipino Latino Chinese,degree_grad,,employed_under40,republican,detached,,own,4,over_400,2024-10-31 20:12:28
tLryYFsRJhQC_hZXJFYpBVwKKIo0x2IRrfE0J9dkn0cSYZduvea7JqsT0kkpJHZd,35892384,141365,1053,2024-10-31 20:11:51,2024-10-31 20:12:31,2024-10-31 20:12:31,,2024-10-31 20:11:51,believe,1978,male,white,,degree_bs,,employed_over40,democratic,detached,,own,3,100_to_150,2024-10-31 20:12:31
V467iGbgQh7aTfVVNoJs20jCqkJ1SAr-NZnotGXKJsQuKPmQ7RQHxSAQvvVjGKEM,35892389,141365,1054,2024-10-31 20:12:06,2024-10-31 20:12:50,2024-10-31 20:12:50,,2024-10-31 20:12:06,very,1977,male,asian,,degree_grad,,employed_under40,democratic,townhome,,rent,4,35_to_50,2024-10-31 20:12:50
kvSixaG8wIDQW9CuFPfOxSyWt9En97BGtTtGYausWj8k3V8fmXLGapkvsJ9dse_S,35892394,141365,1055,2024-10-31 20:12:22,2024-10-31 20:13:30,2024-10-31 20:13:31,,2024-10-31 20:12:22,somewhat,1986,male,hispanic,,college_some,,employed_over40,independent,detached,,own,4,100_to_150,2024-10-31 20:13:30
_WOPciMIqJWrtj-yCpiXBCdHqnTeUbCt6dDJiMVowtmMGDGgm-JxjSk38OvJAKP2,35892453,141365,1056,2024-10-31 20:16:21,2024-10-31 20:18:16,2024-10-31 20:18:16,,2024-10-31 20:16:21,believe,1995,male,hispanic,,degree_bs,,not_employed_yes_looking,democratic,apartment,,rent,4,100_to_150,2024-10-31 20:18:16
7jBjcSE8UM0aEpme_289miN7kBIt8Ou07ZTpUBAP89s_2QmGjDwI98BYOLoR4KVR,35892465,141365,1057,2024-10-31 20:17:35,2024-10-31 20:18:21,2024-10-31 20:18:21,,2024-10-31 20:17:35,very,1982,female,white,,degree_bs,,employed_under40,democratic,detached,,own,1,50_to_75,2024-10-31 20:18:21
w1QC5-XSUKA7PBCBAPwvUva8MgS9_7h-1jzTyrtKm8VPYPR22-Grvvz9tUf9rliK,35892466,141365,1058,2024-10-31 20:17:52,2024-10-31 20:19:09,2024-10-31 20:19:09,,2024-10-31 20:17:52,very,1979,male,white,,degree_bs,,employed_over40,republican,detached,,own,5_or_more,150_to_200,2024-10-31 20:19:09
gZeev8fmwwc3u4KJxTNgYg-SA8sjYyLB7YtEx8v45y-DtHtWl0LwB51Iai5-QH6I,35892485,141365,1059,2024-10-31 20:20:02,2024-10-31 20:20:49,2024-10-31 20:20:49,,2024-10-31 20:20:02,believe,1976,male,asian,,degree_bs,,employed_over40,independent,detached,,own,2,75_to_100,2024-10-31 20:20:49
w9eKHsJQmjwvFypkDzhQ7MsriICdfQh9neeDubpi0hXYw0Omv9fF5q_JqHwaXNOp,35892504,141365,1060,2024-10-31 20:20:16,2024-10-31 20:21:05,2024-10-31 20:21:05,,2024-10-31 20:20:16,believe,1983,female,white,,degree_grad,,employed_over40,democratic,townhome,,own,4,300_to_400,2024-10-31 20:21:05
jS8hJ6TvrnwLA_hyzG0unBkDe6U5T0i10o9ZiHajWPWAjO_J6YQpjcFkKnODhEmg,35892571,141365,1061,2024-10-31 20:27:10,2024-10-31 20:27:52,2024-10-31 20:27:53,,2024-10-31 20:27:11,very,1992,male,white,,degree_bs,,retired,democratic,detached,,own,1,300_to_400,2024-10-31 20:27:52
jz9SvddjROTB8LRD-0uHH8Z41cEUJXTUJEmM43aE2xEwmXfHs5p13GKLeL6gbzCV,35892590,141365,1062,2024-10-31 20:29:06,2024-10-31 20:46:51,2024-10-31 20:46:51,,2024-10-31 20:29:07,believe,1992,prefer_not_say,prefer_not_say,,prefer_not_say,,prefer_not_say,prefer_not_say,prefer_not_say,,prefer_not_say,prefer_not_say,prefer_not_say,2024-10-31 20:46:51
CwIJ34JkbkzJn0R2p5lzitBESlCrRYeXf-YpT6hRx3a-U1PoHhXLc6eP40z3AL8F,35892634,141365,1063,2024-10-31 20:30:47,2024-10-31 20:31:50,2024-10-31 20:31:50,,2024-10-31 20:30:47,somewhat,1997,male,white,,degree_bs,,employed_under40,republican,apartment,,rent,4,100_to_150,2024-10-31 20:31:50
zxDZblO59sc3zWqa3Jr5zK0urJxmWxxIbuoY1mimLp0Ulgc1rdUvMFOC-boXq8Eb,35892652,141365,1064,2024-10-31 20:31:53,2024-10-31 20:33:01,2024-10-31 20:33:01,,2024-10-31 20:31:53,very,1985,male,black,,degree_bs,,not_employed_yes_looking,independent,detached,,own,4,150_to_200,2024-10-31 20:33:01
zOjE8VpZxqbXkQpg9evbOdyNVWeLbqENtMgmtiGQNIkpo-4CdMgtEjb15KqM8Ry0,35892654,141365,1065,2024-10-31 20:32:21,2024-10-31 20:39:15,2024-10-31 20:39:15,,2024-10-31 20:32:21,somewhat,1975,male,hispanic,,degree_associate,,employed_over40,democratic,condo,,own,3,150_to_200,2024-10-31 20:39:15
XmOvkwW2Jf1GjF7A0xYszrn8H61yBJ0ypxGisrYWi-Dw4ni_A36d_brq0aZOS_dR,35892684,141365,1066,2024-10-31 20:34:27,2024-10-31 20:35:08,2024-10-31 20:35:09,,2024-10-31 20:34:27,very,1987,male,black,,degree_bs,,employed_over40,democratic,detached,,own,1,100_to_150,2024-10-31 20:35:09
y-sI7UjaMcaAvyWjMP-ubxVglvgA_M9r4ct2EWy61ux-G4bJP2ZtsIVIiPFdRpSs,35892701,141365,1067,2024-10-31 20:35:36,2024-10-31 20:36:47,2024-10-31 20:36:48,,2024-10-31 20:35:37,very,1980,male,white,,degree_grad,,employed_under40,democratic,detached,,own,3,prefer_not_say,2024-10-31 20:36:48
JbMd4gUbQUmJN-LzARBS-zzXuUxDDX48UR7jhA_rx8UJ0OeU_jqeVb5E-X4_f52Z,35892711,141365,1068,2024-10-31 20:37:16,2024-10-31 20:38:27,2024-10-31 20:38:27,,2024-10-31 20:37:16,neutral,1984,male,white,,degree_grad,,employed_over40,independent,detached,,own,5_or_more,over_400,2024-10-31 20:38:27
jaBsdPAE5D2AX77HUlrngXhftwHeDK8DBUP4CnFfe9DSAJgqVOM7Jrb3KIRR7CPV,35892787,141365,1069,2024-10-31 20:46:16,2024-10-31 20:47:48,2024-10-31 20:47:48,,2024-10-31 20:46:16,neutral,1986,female,hispanic,,degree_grad,,not_employed_not_looking,independent,detached,,own,3,100_to_150,2024-10-31 20:47:48
GtHXIUT1qJxXLsRz_JoghoXQiiGxiWPUiBaU9eV6-WtKIZB8iTDlp6dWLPiibCHQ,35892845,141365,1070,2024-10-31 20:52:09,2024-10-31 20:52:57,2024-10-31 20:52:57,,2024-10-31 20:52:09,believe,1975,male,white,,degree_bs,,employed_under40,democratic,detached,,own,4,250_to_300,2024-10-31 20:52:57
2BA40L6MRpGW35Jao-H-iY25EBekZDJiJ3aY3Y2X4nQTxBzUT8DvN-hGCdlPuD0t,35892852,141365,1071,2024-10-31 20:53:30,2024-10-31 20:54:21,2024-10-31 20:54:21,,2024-10-31 20:53:30,very,1980,male,white,,degree_bs,,employed_over40,democratic,detached,,own,1,150_to_200,2024-10-31 20:54:21
nkguQiqbmvQs_I8ASkxq4C7PsKWWLyk044iC3wwHnVbMg_oVKB4I6qiSpkSG3Dhx,35892863,141365,1072,2024-10-31 20:54:26,2024-10-31 20:54:54,2024-10-31 20:54:54,,2024-10-31 20:54:26,very,1984,male,white,,degree_bs,,student,democratic,townhome,,own,2,300_to_400,2024-10-31 20:54:54
KuErQJtIsw4CDyUfa8wF82tkSJmUwZZpPqZpTDb4dXW9YlAZ7GHeDWxJ139zgTWr,35892901,141365,1073,2024-10-31 20:58:25,2024-10-31 20:59:19,2024-10-31 20:59:20,,2024-10-31 20:58:25,believe,1997,female,white,,degree_bs,,employed_over40,independent,mobile,,own,2,over_400,2024-10-31 20:59:19
OWuul88UZwvQrn0RFKYTomhKkV0ymDVK2lUHs3vpkhGLvK6cYx3OfNXnEIcL3fE9,35892956,141365,1074,2024-10-31 21:06:15,2024-10-31 21:07:10,2024-10-31 21:07:11,,2024-10-31 21:06:15,neutral,1976,male,white,,hs,,employed_under40,prefer_not_say,apartment,,rent,2,25_to_35,2024-10-31 21:07:11
lZCtq3iNEJInDT9NXt9sLOyppdppnuwzDWgjFlUsjz7-1uKnwv2a5Vp3VU-Ne0gv,35892978,141365,1075,2024-10-31 21:09:45,2024-10-31 21:10:42,2024-10-31 21:10:42,,2024-10-31 21:09:45,neutral,1988,male,white,,hs,,prefer_not_say,republican,apartment,,rent,2,75_to_100,2024-10-31 21:10:42
vYelShP9jPSk4eAUltgpUbDMVgIDgz32B9kXudJOOXOmkTLEPODSbJ0Npa6sLxnH,35893042,141365,1076,2024-10-31 21:19:51,2024-10-31 21:20:37,2024-10-31 21:20:37,,2024-10-31 21:19:51,somewhat,2001,female,white,,hs,,student,independent,apartment,,rent,2,35_to_50,2024-10-31 21:20:37
Z1wTmz3mQiO0vjZzcSe2W-ip8ee_w9umzNdwlpDzDPsGu7ZZ_7jGpkQCy0KCKTti,35893088,141365,1077,2024-10-31 21:24:16,2024-10-31 21:27:20,2024-10-31 21:27:20,,2024-10-31 21:24:16,neutral,1982,male,black,,degree_bs,,employed_over40,independent,detached,,own,2,150_to_200,2024-10-31 21:27:20
ksaiM9COBLPheCTJIFCcrVVHsfX1HtYhCv_CwoYyq_cWE86zjW0tY5HhbNMwCN7Q,35893112,141365,1078,2024-10-31 21:28:24,2024-10-31 21:28:59,2024-10-31 21:28:59,,2024-10-31 21:28:24,very,1987,male,white,,degree_bs,,student,democratic,detached,,own,3,300_to_400,2024-10-31 21:28:59
SbibdNR2JqEZu0hTpFZXMeOL8np5Gcsjol6m6VVpi9rJQcc8sLUhlBwffKqDeeEZ,35893117,141365,1079,2024-10-31 21:29:00,2024-10-31 21:30:04,2024-10-31 21:30:05,,2024-10-31 21:29:00,very,1982,male,white,,degree_grad,,not_employed_not_looking,independent,detached,,own,4,100_to_150,2024-10-31 21:30:05
HJgfjSYgE2Ug-Fy27rzLfrvFOBq-I5eTuk3vMyhtUv2Onf1kYgKtXKKE9Z8655aZ,35893220,141365,1080,2024-10-31 21:40:15,2024-10-31 21:41:00,2024-10-31 21:41:00,,2024-10-31 21:40:15,very,1978,female,white,,degree_bs,,employed_over40,independent,detached,,own,4,200_to_250,2024-10-31 21:41:00
GUoZ40fxNTj10vUDY82QjpJy2Lv_j6HT7wY_1sxfG1F2ue6Wqk0_RqyVzapBuC6j,35893247,141365,1081,2024-10-31 21:43:40,2024-10-31 21:44:56,2024-10-31 21:44:56,,2024-10-31 21:43:40,very,1975,male,asian,,degree_grad,,employed_over40,democratic,detached,,own,4,100_to_150,2024-10-31 21:44:56
nFqB5I8BkP4g7PtQeTPw0Y2aaiPLkkYQoPK7dbimkjJBIjZXaVjMvq2B3D5Nfp0f,35893248,141365,1082,2024-10-31 21:44:03,2024-10-31 21:44:44,2024-10-31 21:44:45,,2024-10-31 21:44:03,believe,1999,male,black,,college_some,,employed_under40,independent,apartment,,rent,1,50_to_75,2024-10-31 21:44:44
zDkoIogobSHM2AVCX_ZqjjsGjdKKkQGVS2fseVD4uiseD__C7-ZagEaZqjrDnfGS,35893321,141365,1083,2024-10-31 21:53:48,2024-10-31 21:54:30,2024-10-31 21:54:30,,2024-10-31 21:53:48,very,1984,male,white,,college_some,,employed_over40,democratic,detached,,rent,4,50_to_75,2024-10-31 21:54:30
961RL7AlrbQTZS9OPWre9vUk191lEO71WFpGOfXNJO9vAAXNOLCyS65mE0pzOcRY,35893376,141365,1084,2024-10-31 22:05:00,2024-10-31 22:06:18,2024-10-31 22:06:18,,2024-10-31 22:05:00,believe,1983,female,hispanic,,degree_bs,,employed_under40,republican,detached,,rent,3,75_to_100,2024-10-31 22:06:18
LhPjKB92F27gOlepcWsBQNjYzOFzhWnNpRrC-uHl10E66635oKJWlH6aqjicZjRK,35893421,141365,1085,2024-10-31 22:09:44,2024-10-31 22:10:26,2024-10-31 22:10:26,,2024-10-31 22:09:45,very,1991,female,white,,degree_bs,,employed_over40,independent,detached,,own,5_or_more,200_to_250,2024-10-31 22:10:26
m6I_tA11dkI1Xr8MVeUJSSor2t5Zez8_XM8wtbH2TPmixW9lXSLPyweRY-kd82vG,35893425,141365,1086,2024-10-31 22:10:30,2024-10-31 22:11:29,2024-10-31 22:11:29,,2024-10-31 22:10:30,very,1987,female,white,,degree_grad,,employed_over40,democratic,detached,,own,2,prefer_not_say,2024-10-31 22:11:29
8APMEDC3M3Q0EiaWg_5O8g58xp49YmWyuDxzeex09f0A-PrkJcVZ--T661CNhtKM,35893497,141365,1087,2024-10-31 22:24:29,2024-10-31 22:26:01,2024-10-31 22:26:01,,2024-10-31 22:24:29,somewhat,1987,female,black,,degree_associate,,disabled,democratic,apartment,,own,2,250_to_300,2024-10-31 22:26:01
uWSei7x684PWSKppFhgaS8fUz03eJzHvGZ-mPWOIDGfPzKHLaPITYslMInGHNiH7,35893541,141365,1088,2024-10-31 22:32:41,2024-10-31 22:33:10,2024-10-31 22:33:11,,2024-10-31 22:32:41,very,1989,male,white,,degree_grad,,employed_under40,democratic,detached,,own,3,100_to_150,2024-10-31 22:33:11
wlHdeKpfDfLezy_0i6HhUz2x5sbCFWgXs4E-Ndp_2b2HnJ4IsWT7Os_ZtgDAxkqY,35893542,141365,1089,2024-10-31 22:32:51,2024-10-31 22:34:00,2024-10-31 22:34:00,,2024-10-31 22:32:51,very,1984,male,white,,degree_bs,,employed_under40,democratic,detached,,own,2,150_to_200,2024-10-31 22:34:00
6KFC_C-BjNsHeahX9qUBeoTw7mO0lxa4NlYaxWDsEYBIMT-ok1LBnmHxT4uIH0TS,35893621,141365,1090,2024-10-31 22:46:26,2024-10-31 22:47:12,2024-10-31 22:47:12,,2024-10-31 22:46:26,believe,1992,male,white,,degree_bs,,employed_over40,independent,detached,,own,1,75_to_100,2024-10-31 22:47:12
74F3PPjv1q3_8DM0d0S2C5ZzleA4fSJbFegt87YYStH_b1pcDNqEMTnJt0-7YPtG,35893629,141365,1091,2024-10-31 22:46:52,2024-10-31 22:47:29,2024-10-31 22:47:30,,2024-10-31 22:46:52,very,1979,male,white,,degree_bs,,employed_over40,democratic,detached,,own,4,200_to_250,2024-10-31 22:47:30
7iBRa3B2gzM0aHkwL8oJuYZLTXMjLmALixA7BG6jd1A2Og4Js9MVsMtdxLmmVGvX,35893632,141365,1092,2024-10-31 22:47:07,2024-10-31 22:48:04,2024-10-31 22:48:04,,2024-10-31 22:47:07,somewhat,1976,male,white,,degree_bs,,employed_over40,republican,townhome,,own,4,75_to_100,2024-10-31 22:48:04
bSFblZsa0aGMqxE-Rd6PG6CkdNK6wOET646-4kgVjzcpWEDkM5sjzh0ghWQLY-Zg,35893681,141365,1093,2024-10-31 22:52:46,2024-10-31 22:54:01,2024-10-31 22:54:01,,2024-10-31 22:52:46,very,1987,female,other,Mixed,degree_bs,,not_employed_not_looking,democratic,detached,,rent,3,150_to_200,2024-10-31 22:54:01
I8HvX0al4gnRZKrK61uz7YyTY3iLa0DlsReiG86uaWHps6TzCk2Jnyo0O2S1AH2r,35893727,141365,1094,2024-10-31 22:58:41,2024-10-31 22:59:15,2024-10-31 22:59:16,,2024-10-31 22:58:41,very,1994,female,white,,degree_grad,,employed_over40,democratic,apartment,,rent,2,200_to_250,2024-10-31 22:59:15
