session,session_id,study_id,iteration,created,modified,ended,expired,time_0b_start,plan_bev,mc_bev_make,mc_bev_audi,mc_bev_bmw,mc_bev_cadillac,mc_bev_chevrolet,mc_bev_fiat,mc_bev_ford,mc_bev_genesis,mc_bev_gmc,mc_bev_honda,mc_bev_hyundai,mc_bev_jaguar,mc_bev_kia,mc_bev_lexus,mc_bev_lucid,mc_bev_mazda,mc_bev_mercedes_benz,mc_bev_mini,mc_bev_mitsubishi,mc_bev_nissan,mc_bev_polestar,mc_bev_porsche,mc_bev_rivian,mc_bev_subaru,mc_bev_tesla,mc_bev_toyota,mc_bev_vin_fast,mc_bev_volkswagen,mc_bev_volvo,mc_bev_year,user_model,user_bev,time_0b_end
9-1PN-fGkiXoThBJpX8M5_O1Mk04D-kHcyZuBLEfP7RohI9gIScBDMnDcdEdguOT,35869065,148526,745,2024-10-29 22:22:56,2024-10-29 22:23:10,2024-10-29 22:23:11,,2024-10-29 22:22:56,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:23:11
gYRMDyoC8Xeq_TWvSCSKnvZCB0SglL3GG7sShK4IdWEGnwqUvR7T7FFwBb4Dyb3_,35869117,148526,746,2024-10-29 22:23:32,2024-10-29 22:23:42,2024-10-29 22:23:43,,2024-10-29 22:23:32,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:23:43
f6_Lqi_8umh9d0Zl1-LqF4JmdWfmu8t9VIfow9I2CgxO18HEyLNhr3NepeNDHOze,35869118,148526,747,2024-10-29 22:23:32,2024-10-29 22:24:00,2024-10-29 22:24:00,,2024-10-29 22:23:32,yes,hyundai,,,,,,,,,,kona_electric,,,,,,,,,,,,,,,,,,,2024,kona_electric,hyundai_kona_electric,2024-10-29 22:24:00
t_k1aXXcIUhoqJ5OVrXtuCie1UdtXeKt7APm8d50haE4fE-ItR2dNL4GASug9B3A,35869119,148526,748,2024-10-29 22:23:32,2024-10-29 22:23:37,2024-10-29 22:23:38,,2024-10-29 22:23:32,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:23:37
w8dfht_ns2dqU-ZmIoGKvtdSjIYFll5_roixzcknSCbTAFL2zrZKLSc3apVZ17lA,35869124,148526,749,2024-10-29 22:23:35,2024-10-29 22:24:17,2024-10-29 22:24:18,,2024-10-29 22:23:35,yes,cadillac,,,lyriq,,,,,,,,,,,,,,,,,,,,,,,,,,2022,lyriq,cadillac_lyriq,2024-10-29 22:24:18
sohNf7GkrAr40dYRQsaEbQFUh9KdPTcEv-1yUab8BpW3aBavxgVHTTxeDyo1FkdD,35869133,148526,750,2024-10-29 22:23:39,2024-10-29 22:25:04,2024-10-29 22:25:04,,2024-10-29 22:23:39,yes,kia,,,,,,,,,,,,soul_ev,,,,,,,,,,,,,,,,,2022,soul_ev,kia_soul_ev,2024-10-29 22:25:04
KBziU7L1ekuFIy7lVINK1NLpxHaZYGq9QTyAMZBFw0M27mffvp5aT48ub0j2gZnf,35869149,148526,751,2024-10-29 22:23:51,2024-10-29 22:24:29,2024-10-29 22:24:30,,2024-10-29 22:23:51,yes,tesla,,,,,,,,,,,,,,,,,,,,,,,,model_x,,,,,2024,model_x,tesla_model_x,2024-10-29 22:24:30
2-ABjkfU_aqkFmTR3RGYNYClsax5n_fk9IHI433sE5hoGgEmzNVv2Q4vimx3iT0-,35869154,148526,752,2024-10-29 22:23:55,2024-10-29 22:24:02,2024-10-29 22:24:02,,2024-10-29 22:23:56,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:24:02
BkPw-VgT6X2NSnsHi8gUsPZZYSJlPP4wTbvYIR-y-cS3_VBHiwkxT1Lksd0Qn9ws,35869166,148526,753,2024-10-29 22:24:02,2024-10-29 22:24:33,2024-10-29 22:24:34,,2024-10-29 22:24:03,yes,chevrolet,,,,bolt_euv,,,,,,,,,,,,,,,,,,,,,,,,,2021,bolt_euv,chevrolet_bolt_euv,2024-10-29 22:24:33
hM5ooCZR2fU4zuL2KA1x8tuNjFTh9bFo3KeGbqsG71EdexONt-iHVJ1lzalceden,35869218,148526,754,2024-10-29 22:24:40,2024-10-29 22:24:47,2024-10-29 22:24:48,,2024-10-29 22:24:40,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:24:47
HxTG381_i9E1f49mwUft-p1WhB-JEbOE90D4MY6egHAYFtRPb4aKLBBNpperD7YL,35869221,148526,755,2024-10-29 22:24:41,2024-10-29 22:25:00,2024-10-29 22:25:01,,2024-10-29 22:24:41,yes,tesla,,,,,,,,,,,,,,,,,,,,,,,,model_3,,,,,2024,model_3,tesla_model_3,2024-10-29 22:25:01
3SZOrWPUJbnsQU4QaRUNrc-42aRg61lkuL59noRFOb5214mZWqj1PYftvok2TMnx,35869238,148526,756,2024-10-29 22:24:55,2024-10-29 22:25:00,2024-10-29 22:25:01,,2024-10-29 22:24:55,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:25:01
wjDwgRfxsi2p-tkstyRLtAgdadjFmw7ESieFZxlpLhCKE22O4IBt0zku2k3RAkhV,35869244,148526,757,2024-10-29 22:24:59,2024-10-29 22:25:06,2024-10-29 22:25:07,,2024-10-29 22:24:59,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:25:06
5_7rqDKIGqUidRFXlA8mF7wtAH3fhyC-vkBLm2nZ2esHp1iNojWdOTHmefG9gtY9,35869269,148526,758,2024-10-29 22:25:13,2024-10-29 22:25:23,2024-10-29 22:25:24,,2024-10-29 22:25:13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:25:24
GPwW4LsFlD7wMvtr1Bf0R6H5AnqJJbRXZkSSzNTi5EWNsNk03c70UTt6XSLeEUHA,35869299,148526,759,2024-10-29 22:25:29,2024-10-29 22:25:40,2024-10-29 22:25:41,,2024-10-29 22:25:30,yes,jaguar,,,,,,,,,,,i_pace,,,,,,,,,,,,,,,,,,2013,i_pace,jaguar_i_pace,2024-10-29 22:25:41
Rgsk0DngeD6rbX2BptLbQ9ci9fpHCEIuCucv_AaAbHLKaAqK_YPwVq41rnLAec-u,35869326,148526,760,2024-10-29 22:25:48,2024-10-29 22:26:17,2024-10-29 22:26:17,,2024-10-29 22:25:48,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:26:17
1erECoJxPIHjIEDsxKDxoycvg-NAZSjqtF4IKCfs8MbvfwUEjjEcs2fuCGu8IQ2p,35869336,148526,761,2024-10-29 22:25:58,2024-10-29 22:26:04,2024-10-29 22:26:04,,2024-10-29 22:25:58,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:26:04
tzwIQidH5XmbpQE-Ns19tOMmKxcKQ6N2zFiHZ8fVc0VdOcRoUUrHcGaF1TOKeDvv,35869353,148526,762,2024-10-29 22:26:12,2024-10-29 22:26:29,2024-10-29 22:26:30,,2024-10-29 22:26:12,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:26:30
YmpInC5GRxTBHA8XAArxmI7kLTZJTU3Em2gdZbfPVeZVoYZBAHZ5gpJQvXdqrwKw,35869366,148526,763,2024-10-29 22:26:20,2024-10-29 22:26:30,2024-10-29 22:26:31,,2024-10-29 22:26:20,yes,honda,,,,,,,,,clarity,,,,,,,,,,,,,,,,,,,,2016,clarity,honda_clarity,2024-10-29 22:26:31
yb6RpTvfjX2CxhJ3D2baXQWgqscU1pEXj330Ojie_cPc2NUej6vEJuReEVCyRKUt,35869371,148526,764,2024-10-29 22:26:24,2024-10-29 22:26:30,2024-10-29 22:26:31,,2024-10-29 22:26:25,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:26:30
2vJfsOYSO1O_D-K_5YnWveCRkvoomC0VCbSOXLoy8b5vZzrmmhjcpRUmNUU4FF3O,35869378,148526,765,2024-10-29 22:26:29,2024-10-29 22:26:34,2024-10-29 22:26:35,,2024-10-29 22:26:29,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:26:35
r10ERYcQP30hZipL77uRQp5tm_JaCNc3wO8M7HSneZfc4CCYwSMWAjjcxslBYR_M,35869387,148526,766,2024-10-29 22:26:31,2024-10-29 22:26:54,2024-10-29 22:26:55,,2024-10-29 22:26:31,yes,genesis,,,,,,,gv_60,,,,,,,,,,,,,,,,,,,,,,2024,gv_60,genesis_gv_60,2024-10-29 22:26:54
s-5jxqdAsNH6sm8qVnDq_68fKPPJJJYw9q1JaUlmS7a0rQicvmQv0eHxmhghKvTR,35869403,148526,767,2024-10-29 22:26:36,2024-10-29 22:26:42,2024-10-29 22:26:42,,2024-10-29 22:26:36,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:26:42
LQZciiL2dgEF4B2q3GjxFrRTNnmw9jdr1utxySbCFw81baOgCub-UvPS_PXSp4WA,35869407,148526,768,2024-10-29 22:26:41,2024-10-29 22:27:07,2024-10-29 22:27:08,,2024-10-29 22:26:41,yes,toyota,,,,,,,,,,,,,,,,,,,,,,,,,b_z_4_x,,,,idk,b_z_4_x,toyota_b_z_4_x,2024-10-29 22:27:08
MsC0BatLQNR_EoWhCrW_XUAsGErNB3KRQhQ05DOsA8mkot_BiVzSp7QXB4OQ1L36,35869421,148526,769,2024-10-29 22:26:46,2024-10-29 22:26:55,2024-10-29 22:26:55,,2024-10-29 22:26:47,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:26:55
j5utWmJ9kfeNFAfmfE3f3w1BURPSQ2HlWnJZWNJBRGFplV1oZuMyQv1LNXc6_5s2,35869423,148526,770,2024-10-29 22:26:47,2024-10-29 22:27:32,2024-10-29 22:27:32,,2024-10-29 22:26:47,yes,ford,,,,,,focus_ev,,,,,,,,,,,,,,,,,,,,,,,idk,focus_ev,ford_focus_ev,2024-10-29 22:27:32
74kceQwvYNZIGJD41rk6H10cP5KLrMN2JLP-1AaduqeQGg2TIlJiS1nirjeJy-SZ,35869447,148526,771,2024-10-29 22:26:58,2024-10-29 22:27:28,2024-10-29 22:27:29,,2024-10-29 22:26:58,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:27:29
6AoARUWYdEIVEnzlFbpWoklKxs98NrJ5s7hyCjiLOe5GAXkbzhmdlIIy3oh9eDai,35869458,148526,772,2024-10-29 22:27:09,2024-10-29 22:27:46,2024-10-29 22:27:47,,2024-10-29 22:27:09,yes,hyundai,,,,,,,,,,kona_electric,,,,,,,,,,,,,,,,,,,2024,kona_electric,hyundai_kona_electric,2024-10-29 22:27:47
ViC9kHfNWkgg8EhD_K3BYQfGxb9ukf98HJGQGsaCw_wnF6yarW-zqqQFJyYwylZ-,35869467,148526,773,2024-10-29 22:27:15,2024-10-29 22:27:27,2024-10-29 22:27:28,,2024-10-29 22:27:15,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:27:28
dXMNuglb8S35KRC5VO76ESbBM-xB9Gq1CAjsS-bX2eaZh_f0HAzPz6YgAqocplvS,35869480,148526,774,2024-10-29 22:27:27,2024-10-29 22:27:42,2024-10-29 22:27:42,,2024-10-29 22:27:27,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:27:42
puhxiK8twBi4u5tQqqVDhkfdcKEUsAGGSwZaT7oxoJZsVBYbhXgJWb4SiIGDD6UL,35869488,148526,775,2024-10-29 22:27:28,2024-10-29 22:27:35,2024-10-29 22:27:36,,2024-10-29 22:27:28,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:27:35
wBpKI05RD-8zwAXq6JCdGUofDxWqSGj5eG-8byfQ8rS-w4JdciLnveEgms4Rmye0,35869489,148526,776,2024-10-29 22:27:28,2024-10-29 22:27:44,2024-10-29 22:27:45,,2024-10-29 22:27:28,yes,ford,,,,,,mustang_mach_e,,,,,,,,,,,,,,,,,,,,,,,2019,mustang_mach_e,ford_mustang_mach_e,2024-10-29 22:27:44
x49BLYmPI5sCXLgQu6eBAkqcWol3uMuKpyQn93FptzWKNKoCJuaHjvDDj7QS7wfP,35869491,148526,777,2024-10-29 22:27:28,2024-10-29 22:27:46,2024-10-29 22:27:47,,2024-10-29 22:27:28,yes,honda,,,,,,,,,fit_ev,,,,,,,,,,,,,,,,,,,,idk,fit_ev,honda_fit_ev,2024-10-29 22:27:47
SgUooogburp9vfalYi8Q57Mkb9exfMAHaC2ZBJUviGx1s59R-HTDq-dQxUnNVGL1,35869520,148526,778,2024-10-29 22:27:41,2024-10-29 22:27:51,2024-10-29 22:27:51,,2024-10-29 22:27:42,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:27:51
RK4EcKSjecY7rHqZSCVW3qXAH6orrCbfVQRBq7hk_Ksd2CFJJqFGSL7IbZBOplZT,35869556,148526,779,2024-10-29 22:28:04,2024-10-29 22:28:15,2024-10-29 22:28:16,,2024-10-29 22:28:04,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:28:16
4_29TG7KZBMJgCkqBuUvQBfZJurC1Taab4OUeZcFQjLgDPev4HUXN3AoDI9H6i5Z,35869560,148526,780,2024-10-29 22:28:05,2024-10-29 22:28:23,2024-10-29 22:28:24,,2024-10-29 22:28:05,yes,genesis,,,,,,,electrified_g_80,,,,,,,,,,,,,,,,,,,,,,2018,electrified_g_80,genesis_electrified_g_80,2024-10-29 22:28:23
FsoX-QU9CsxssKgkt72va4GV274VgMGOsSI0ykJz9MyrctE2OTEOBoTRLzDtM_O4,35869568,148526,781,2024-10-29 22:28:08,2024-10-29 22:28:29,2024-10-29 22:28:30,,2024-10-29 22:28:09,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:28:29
Xw7iew8WYLTWYFtK716qzp__cF-0hQBPpOOiIHMiCoRAIAuBq1QHpv6lv9csFzVV,35869577,148526,782,2024-10-29 22:28:11,2024-10-29 22:28:19,2024-10-29 22:28:20,,2024-10-29 22:28:11,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:28:20
qCPx9S_jeLEmRGyoRqmwTpVvwzdcQp-6kRjXW6dKb-_PNzplkfFHouRFzFqqgvZV,35869598,148526,783,2024-10-29 22:28:23,2024-10-29 22:28:28,2024-10-29 22:28:29,,2024-10-29 22:28:23,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:28:29
yJ-bXvFO8rIWQttyTOpXF1bsrB3Xd6kqRpW5ZIeRWKq42iOqaJZb1A007q5nwSqj,35869612,148526,784,2024-10-29 22:28:28,2024-10-29 22:28:50,2024-10-29 22:28:51,,2024-10-29 22:28:29,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:28:51
VivIwKrfttvVHsyfcGnhscfB0_mDQUgLsim1zLJpPGZQ_gZiK7w1E_e1F-zKN2dD,35869633,148526,785,2024-10-29 22:28:38,2024-10-29 22:28:59,2024-10-29 22:28:59,,2024-10-29 22:28:38,yes,fiat,,,,,500_e,,,,,,,,,,,,,,,,,,,,,,,,2023,500_e,fiat_500_e,2024-10-29 22:28:59
-0EL9Y7SgXLM_VTOOtbT7HwMK-1m1c9IFFqKqa60mz7YHv0XRjvrO5KuFtUXPVBv,35869636,148526,786,2024-10-29 22:28:39,2024-10-29 22:28:52,2024-10-29 22:28:53,,2024-10-29 22:28:39,yes,honda,,,,,,,,,clarity,,,,,,,,,,,,,,,,,,,,2021,clarity,honda_clarity,2024-10-29 22:28:53
aND4DuDQji_pKCgrYusoHDOtxvSv5pdPx4WbNBlpBc0_X3iKLC4UvINnhMKMM0Jb,35869642,148526,787,2024-10-29 22:28:41,2024-10-29 22:28:45,2024-10-29 22:28:46,,2024-10-29 22:28:41,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:28:46
IM9rqvRIWoZiHItdrN1RskOodLn2V2ssGkAn15cPTBs16ETmLqzA1Y9rDj9oqym-,35869651,148526,788,2024-10-29 22:28:43,2024-10-29 22:28:58,2024-10-29 22:28:59,,2024-10-29 22:28:44,yes,chevrolet,,,,blazer_ev,,,,,,,,,,,,,,,,,,,,,,,,,2022,blazer_ev,chevrolet_blazer_ev,2024-10-29 22:28:58
o9TMtv6wUIs6PFmSTBEQAT0Ye-aBKlt3_mu4cH7GnAq4SchkC0L6iMrw_uHfwkpu,35869657,148526,789,2024-10-29 22:28:44,2024-10-29 22:28:55,2024-10-29 22:28:56,,2024-10-29 22:28:44,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:28:56
XI7R4A5gHuXaeUQDJbZkC4dd9ZBHYo7JTGhv4jPd3J6UPX4BbCimjIi58fns2d2g,35869661,148526,790,2024-10-29 22:28:45,2024-10-29 22:30:48,2024-10-29 22:30:49,,2024-10-29 22:28:45,yes,ford,,,,,,mustang_mach_e,,,,,,,,,,,,,,,,,,,,,,,2019,mustang_mach_e,ford_mustang_mach_e,2024-10-29 22:30:48
3k5CcuVxtEVHsSoYnkM6h2qeHFz51QqBw7Wkx0pCrcXVPoBjKZSsYxnVJp9-EgFy,35869663,148526,791,2024-10-29 22:28:46,2024-10-29 22:29:13,2024-10-29 22:29:14,,2024-10-29 22:28:46,yes,tesla,,,,,,,,,,,,,,,,,,,,,,,,model_3,,,,,idk,model_3,tesla_model_3,2024-10-29 22:29:14
msfDo_QSypPngaTLKo9HQLalBxSSvisX5yFUA6xqDS9AQYUcdVlxeykPktIaa781,35869672,148526,792,2024-10-29 22:28:48,2024-10-29 22:28:52,2024-10-29 22:28:53,,2024-10-29 22:28:48,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:28:53
CcT00Tb8DAxrNoVXBv1Naf7Ydzp8r9W49AP0CLGD72Ead7xO_gsR1xQ8fBuCJyuG,35869682,148526,793,2024-10-29 22:28:52,2024-10-29 22:29:22,2024-10-29 22:29:23,,2024-10-29 22:28:52,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:29:23
0-mGIOLSnOzUJrzXwIi64WcCZHpygQd4YuLhcZ_rnkA9SgpGYHQJXqAgwVlW4GFl,35869696,148526,794,2024-10-29 22:28:53,2024-10-29 22:29:14,2024-10-29 22:29:15,,2024-10-29 22:28:54,yes,chevrolet,,,,spark_ev,,,,,,,,,,,,,,,,,,,,,,,,,2020,spark_ev,chevrolet_spark_ev,2024-10-29 22:29:14
p4_4HmVeDhhRGoFXvnHiSt8CRPuN5dsE38MKZzRJAI4AVUehluVm6uxbu5LKm4br,35869706,148526,795,2024-10-29 22:28:57,2024-10-29 22:29:04,2024-10-29 22:29:05,,2024-10-29 22:28:57,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:29:05
ZfFN--zWRRZJv8aCjnMcutmc_IOLT0utr3APd4xVSwrT8_xvtMxT_PgNOd_PWNXp,35869712,148526,796,2024-10-29 22:28:58,2024-10-29 22:29:05,2024-10-29 22:29:06,,2024-10-29 22:28:58,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:29:06
XLL0VyLEWGym1dTxhViEhJmaxeYhVPhuCMq0k3S45HPE-sUFOcswAZl-p5CldotU,35869713,148526,797,2024-10-29 22:28:58,2024-10-29 22:29:11,2024-10-29 22:29:12,,2024-10-29 22:28:58,yes,tesla,,,,,,,,,,,,,,,,,,,,,,,,model_x,,,,,2018,model_x,tesla_model_x,2024-10-29 22:29:11
0kF8DOm0PVgBomAml3NMLj0j3sCOMzdySi_QbAAhPbzBpkYKau8_bJqlJZhSu2hn,35869725,148526,798,2024-10-29 22:29:02,2024-10-29 22:29:57,2024-10-29 22:29:57,,2024-10-29 22:29:02,yes,mazda,,,,,,,,,,,,,,,mx_30,,,,,,,,,,,,,,idk,mx_30,mazda_mx_30,2024-10-29 22:29:57
1y4QWniaO7Eom1pD--mIcdV4LqqtzjZ493bOC9QOnhsh6DMJ-mOeqJyzuT-AAqrs,35869730,148526,799,2024-10-29 22:29:03,2024-10-29 22:29:09,2024-10-29 22:29:10,,2024-10-29 22:29:04,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:29:10
BqlHHG-jXfM2leBdVBykqVoe94yk0Jypa3NSzAfUdsMaYIEL1iGufVXGkHl4ZmZF,35869732,148526,800,2024-10-29 22:29:04,2024-10-29 22:29:46,2024-10-29 22:29:47,,2024-10-29 22:29:04,yes,tesla,,,,,,,,,,,,,,,,,,,,,,,,model_3,,,,,idk,model_3,tesla_model_3,2024-10-29 22:29:46
47HTctTij04n9uyoHstT1XqoabYS3WIQJelLEoyxPJyww4Rseldd47kcujqTSKpH,35869741,148526,801,2024-10-29 22:29:06,2024-10-29 22:29:11,2024-10-29 22:29:12,,2024-10-29 22:29:06,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:29:12
TG7sYatARb9ZiXgP5gxifAQA5bnLTDx2CDTMDU3EPuZHCu-TxkLbqe0c0XciSWnV,35869744,148526,802,2024-10-29 22:29:06,2024-10-29 22:29:14,2024-10-29 22:29:15,,2024-10-29 22:29:06,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:29:14
QW8MBiNpoUf73HQYXSUtF8qbM3vcE6wf6gCSg2gIalrqqrNib4vFH6zBj8-TzM0Z,35869751,148526,803,2024-10-29 22:29:08,2024-10-29 22:29:34,2024-10-29 22:29:35,,2024-10-29 22:29:08,yes,tesla,,,,,,,,,,,,,,,,,,,,,,,,model_s,,,,,2023,model_s,tesla_model_s,2024-10-29 22:29:35
PawkDVJAZCrOt36PoQADYFAZOhi0c67AlsQN0JZLG2kxsVQx3LOEuSKe8-vvDJnF,35869782,148526,804,2024-10-29 22:29:17,2024-10-29 22:29:43,2024-10-29 22:29:44,,2024-10-29 22:29:18,yes,bmw,,i_5,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,i_5,bmw_i_5,2024-10-29 22:29:44
l7ELfzPi6NlslJ8r2FagcsElo_f0mQu2ds-27gfuSSGEbM0tH2iNwFGOULyj296s,35869809,148526,805,2024-10-29 22:29:34,2024-10-29 22:30:17,2024-10-29 22:30:18,,2024-10-29 22:29:35,yes,bmw,,i_4,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,i_4,bmw_i_4,2024-10-29 22:30:18
nvL4gY_3ws-bOYkj_OoSJr15bUUuGpu7v9XisqaqxF5BWfrihIGHVWaP6qe1OwxI,35869824,148526,806,2024-10-29 22:29:43,2024-10-29 22:30:17,2024-10-29 22:30:18,,2024-10-29 22:29:43,yes,mercedes_benz,,,,,,,,,,,,,,,,eqb,,,,,,,,,,,,,2019,eqb,mercedes_benz_eqb,2024-10-29 22:30:18
GOvjOhqRrzlLcx6PotRYOOarUkA0KsWJ9-QJyy1chmoxFrGAx8d_fPymhfk1Iv0B,35869831,148526,807,2024-10-29 22:29:46,2024-10-29 22:30:10,2024-10-29 22:30:10,,2024-10-29 22:29:46,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:30:10
UTvrT1kx5lzZSnCxKQGEHyYoDCNk0bJ5yxpIz9CUApkJmDPAq-H5mAomRlExhwFC,35869837,148526,808,2024-10-29 22:29:50,2024-10-29 22:30:34,2024-10-29 22:30:34,,2024-10-29 22:29:51,yes,hyundai,,,,,,,,,,ioniq_5,,,,,,,,,,,,,,,,,,,2005,ioniq_5,hyundai_ioniq_5,2024-10-29 22:30:34
eXIBgb_9fw72V-jyanN587r6XryML6MqkrniO03Rdt-U7grTM6ADVC9iWc27o6mk,35869846,148526,809,2024-10-29 22:29:53,2024-10-29 22:30:10,2024-10-29 22:30:11,,2024-10-29 22:29:53,yes,audi,q_4_e_tron,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,q_4_e_tron,audi_q_4_e_tron,2024-10-29 22:30:10
zaZAydT4U9gnksqrYLhjoSXjy-KO3rJWY8OUhu6Yae3jp-FQNMNTpiAXz0Rym_KT,35869847,148526,810,2024-10-29 22:29:53,2024-10-29 22:30:42,2024-10-29 22:30:42,,2024-10-29 22:29:53,yes,chevrolet,,,,blazer_ev,,,,,,,,,,,,,,,,,,,,,,,,,2019,blazer_ev,chevrolet_blazer_ev,2024-10-29 22:30:42
FJ6ahVpj9HqAyLO1uH-7Ufvl6XNQVcdl7-ksLCTVW2UGPge6rcuQqF6QzPoK7Yfc,35869851,148526,811,2024-10-29 22:29:55,2024-10-29 22:30:02,2024-10-29 22:30:02,,2024-10-29 22:29:55,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:30:02
b60luAQe3CNzQFu3VLqqKVq3NtZiLABjlnYIlIOXKg5ljhbPbMPfs5DibvX2ord1,35869869,148526,812,2024-10-29 22:30:04,2024-10-29 22:30:13,2024-10-29 22:30:14,,2024-10-29 22:30:04,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:30:14
rYjMt6-xXMHMfZI53ArvJQfXZNQNBFq11rcy3yUNDG9kXsw2PvxaY-bZqIqLL7pI,35869877,148526,813,2024-10-29 22:30:09,2024-10-29 22:31:00,2024-10-29 22:31:01,,2024-10-29 22:30:09,yes,tesla,,,,,,,,,,,,,,,,,,,,,,,,model_3,,,,,2024,model_3,tesla_model_3,2024-10-29 22:31:00
C9LsNpl8MMpd6U0QwDJvu9C29-lGyHVQJ5tcUYZFxMTPzzLi49TqGH8Wcmnz8PGH,35869888,148526,814,2024-10-29 22:30:12,2024-10-29 22:30:28,2024-10-29 22:30:29,,2024-10-29 22:30:12,yes,genesis,,,,,,,gv_60,,,,,,,,,,,,,,,,,,,,,,2018,gv_60,genesis_gv_60,2024-10-29 22:30:29
zfE8wvQc6TSbU_SXR1iBSwtz2ftVeIPF_MhrXiEJIwi6maM5x4Y7IxS3w4SXbnsD,35869889,148526,815,2024-10-29 22:30:12,2024-10-29 22:30:37,2024-10-29 22:30:37,,2024-10-29 22:30:12,yes,tesla,,,,,,,,,,,,,,,,,,,,,,,,model_3,,,,,idk,model_3,tesla_model_3,2024-10-29 22:30:37
17oEWvpfa4e6X-7_0HHGPiecG1i2oiy7pPdmXpbA6gM-h1x_lbYoFhVVyU4d6bqg,35869897,148526,816,2024-10-29 22:30:16,2024-10-29 22:30:23,2024-10-29 22:30:24,,2024-10-29 22:30:16,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 22:30:23
2QkQXkibD5fqX2xEkCGuIJ3DL22oMbv0ke3iuA4Mqpf16riZI943g8Dkd7UPj-Lw,35869900,148526,817,2024-10-29 22:30:16,2024-10-29 22:30:41,2024-10-29 22:30:42,,2024-10-29 22:30:16,yes,lexus,,,,,,,,,,,,,rz_450_e,,,,,,,,,,,,,,,,2024,rz_450_e,lexus_rz_450_e,2024-10-29 22:30:42
