session,session_id,study_id,created,modified,ended,expired,time_1_start,user_car_1,user_car_2,user_bev,default_range,mc_commute,mc_commute_method,mc_commute_days,mc_distance,mc_parking,txt_parking,mc_neighbor,mc_max_range,mc_umc,txt_smc,mc_lv2_charger,user_range,mc_home_charge,mc_home_days,mc_home_hours,mc_work_charge,mc_work_days,mc_work_hours,time_1_end,mc_car_number,has_bev,plan_bev
2ot2J1RReyg2AvspR57fJkcaUBJtihcItGCnytg2vaOasbinI97t--3O3oRPfdix,35868238,141363,2024-10-29 22:16:25,2024-10-29 22:18:25,2024-10-29 22:18:25,,2024-10-29 22:16:25,jeep_cherokee,NA_NA,toyota_b_z_4_x,250,yes,by_car,5,10_to_30,private_garage,,not_sure,150,no,,yes,150,yes,3,3_to_5,no,,,2024-10-29 22:18:25,1,no,yes
HKVNc3bVm51Jvts0el2H1L_NEnEQOsgOqZ_M4lzzCI_GdHWNylXwh3ucvxCj8v1c,35868248,141363,2024-10-29 22:16:27,2024-10-29 22:17:44,2024-10-29 22:17:44,,2024-10-29 22:16:28,bentley_continental_gt_3_r,chevrolet_beretta,bmw_i_4,250,yes,"by_car, by_bus, by_train",5,10_to_30,street,,yes,250,no,,no,250,yes,3,3_to_5,yes,6,less_than_3,2024-10-29 22:17:44,2,no,yes
W6b30-XOEYz6xS_YG8IPCA2FEIBDjOV4lAOyhOxne6YD9U-OLEddAy0PEdNFMx6z,35868252,141363,2024-10-29 22:16:29,2024-10-29 22:18:05,2024-10-29 22:18:06,,2024-10-29 22:16:29,chevrolet_cruze,jeep_compass,honda_fit_ev,100,no,,,31_to_50,private_garage,,yes,300,no,,no,300,yes,3,3_to_5,no,,,2024-10-29 22:18:06,2,no,yes
plEmK0fTCYFGFGN_0Pk9PjquklvSfEzI5rti2C_VWetFd8yApJgWymlxgvrIRRIL,35868262,141363,2024-10-29 22:16:36,2024-10-29 22:18:58,2024-10-29 22:18:59,,2024-10-29 22:16:36,cadillac_lyriq,NA_NA,cadillac_lyriq,300,yes,by_car,5,10_to_30,private_garage,,no,350,app,,yes,350,yes,2,3_to_5,no,,,2024-10-29 22:18:58,1,yes,
hfcVHD1nWD1TQSIYhLL65YrDLVQRdhwliHa5CVio0xQBVIS0fGUnP6bob5EJbXG6,35868268,141363,2024-10-29 22:16:40,2024-10-29 22:17:40,2024-10-29 22:17:40,,2024-10-29 22:16:41,mitsubishi_eclipse_cross,chevrolet_impala_limited,toyota_b_z_4_x,250,no,,,31_to_50,private_garage,,no,idk,no,,no,250,no,,,no,,,2024-10-29 22:17:40,3,no,yes
nnQOHyWWvSvj1GBQqUJvVGhmqxQKlkN2l0M02F9kkVFJybC8Ai6xYYrxleI-MD0_,35868281,141363,2024-10-29 22:16:55,2024-10-29 22:18:30,2024-10-29 22:18:30,,2024-10-29 22:16:55,honda_accord,NA_NA,honda_fit_ev,100,yes,by_car,3,no,driveway,,not_sure,idk,app,,no,100,yes,5,3_to_5,no,,,2024-10-29 22:18:30,1,no,yes
3tzTlGkXZVcbeIcRqxs0rhOJ1NVFpZR2Dq4BAMULNhWsdkLZE2VIDd2qHRqegrrE,35868288,141363,2024-10-29 22:16:57,2024-10-29 22:18:04,2024-10-29 22:18:05,,2024-10-29 22:16:58,nissan_rogue,honda_cr_z,nissan_ariya,250,yes,by_car,5,31_to_50,driveway,,not_sure,idk,no,,yes,250,no,,,no,,,2024-10-29 22:18:04,3,no,yes
eJ5seT-26bUidCBPbnypPXIA0MPmMl5jB5GgltwbbZDyYFTJMNP9tx7h0BlD661W,35868305,141363,2024-10-29 22:17:10,2024-10-29 22:18:48,2024-10-29 22:18:48,,2024-10-29 22:17:11,toyota_prius,NA_NA,toyota_b_z_4_x,250,yes,by_car,5,31_to_50,street,,not_sure,150,no,,yes,150,yes,6,less_than_3,no,,,2024-10-29 22:18:48,1,no,yes
W2GXfi5MIfIezxir1-tqZBtlLHxr5g2W0izgjegq2ruiY12oPfmrLFfya2TxCjr3,35868309,141363,2024-10-29 22:17:12,2024-10-29 22:20:11,2024-10-29 22:20:11,,2024-10-29 22:17:12,mitsubishi_galant,NA_NA,nissan_leaf,150,no,,,10_to_30,shared_lot,,not_sure,350,app,,yes,350,no,,,no,,,2024-10-29 22:20:11,1,no,yes
qUlnyYiADhqiQh4sxipKLtSirzGTcFsnzcIMMh2L1ZRGXS9ll0wQ5cIRI32km2bd,35868328,141363,2024-10-29 22:17:20,2024-10-29 22:18:36,2024-10-29 22:18:36,,2024-10-29 22:17:21,jeep_liberty,lincoln_town_car,tesla_model_3,300,no,,,31_to_50,driveway,,no,300,no,,no,300,yes,3,less_than_3,no,,,2024-10-29 22:18:36,5,no,yes
Ps82IAHy5nKqk3noBFE7qRIxvDzAGLQjqgaLc9V6mvzsDkny3kh2GvHL6rp6bBxn,35868336,141363,2024-10-29 22:17:25,2024-10-29 22:18:35,2024-10-29 22:18:35,,2024-10-29 22:17:25,bmw_3_series_e_drive,audi_a_5,lexus_rz_450_e,200,yes,"by_car, by_bus, by_walk",3,below_10,private_garage,,yes,300,app,,yes,300,yes,7,more_than_8,no,,,2024-10-29 22:18:35,2,no,yes
RfZWDtn0sMVvpidDymnh3vL-uEhSoMFrx_RjXn3bzP04dgRwoY-R50Ksgw2Qsuvl,35868340,141363,2024-10-29 22:17:29,2024-10-29 22:18:17,2024-10-29 22:18:18,,2024-10-29 22:17:30,chevrolet_camaro,chevrolet_silverado_3500_classic,cadillac_lyriq,300,no,,,below_10,driveway,,no,400,no,,yes,400,no,,,no,,,2024-10-29 22:18:18,3,no,yes
XaV84Lg094EMr-fCxv7KJutIOkE6Of-2Xkhi95DkTkpeCeLb36NehGERr8nB2aEt,35868369,141363,2024-10-29 22:17:52,2024-10-29 22:19:00,2024-10-29 22:19:00,,2024-10-29 22:17:52,ford_fusion,NA_NA,ford_mustang_mach_e,250,yes,by_car,7,below_10,shared_lot,,no,100,no,,no,100,no,,,no,,,2024-10-29 22:19:00,1,no,yes
JmBy3bpelFt4HzkFWVvYNUH7w4qHJUW1sreY0w8ZpljKQW1uovgjLOJYvnxN19We,35868377,141363,2024-10-29 22:17:58,2024-10-29 22:20:16,2024-10-29 22:20:16,,2024-10-29 22:17:58,chevrolet_tahoe_hybrid,NA_NA,tesla_model_x,300,yes,by_car,6,below_10,shared_lot,,not_sure,250,no,,yes,250,yes,6,3_to_5,no,,,2024-10-29 22:20:16,1,no,yes
w5k1ctFPZgxRVYEyAyoRXl6y2g9ndd2cRTN1mttRklhbbOGQ6p8Av6S8HLvVkJMF,35868381,141363,2024-10-29 22:17:59,2024-10-29 22:21:28,2024-10-29 22:21:29,,2024-10-29 22:17:59,mercedes_benz_maybach_gls,NA_NA,mercedes_benz_maybach_eqs_suv,400,yes,by_car,7,10_to_30,private_garage,,not_sure,500,app,,yes,500,yes,7,5_to_8,no,,,2024-10-29 22:21:29,1,no,yes
AyDFTdrKmjqOpsjaA5qtDYMO5JmSJhThuOPVD1ueeWtZf29wLWew1smMa4gxcZY1,35868421,141363,2024-10-29 22:18:31,2024-10-29 22:24:19,2024-10-29 22:24:20,,2024-10-29 22:18:31,toyota_camry,chevrolet_suburban,audi_sq_8_e_tron,250,yes,by_car,5,below_10,private_garage,,not_sure,300,app,,yes,300,yes,7,3_to_5,no,,,2024-10-29 22:24:20,2,no,yes
jev9ybw1zAFoSZOdTDpDk6YQjhVfiNIReFHPMfa1h9kI_C5LsWyjaG1UiRxgRAfd,35868440,141363,2024-10-29 22:18:38,2024-10-29 22:23:23,2024-10-29 22:23:23,,2024-10-29 22:18:38,nissan_altima,NA_NA,tesla_model_s,300,yes,by_car,5,10_to_30,driveway,,not_sure,300,app,,yes,300,yes,4,less_than_3,no,,,2024-10-29 22:23:23,1,no,yes
zU42PNA03itX3GqarqjZK5Rhx7TyYbj6wi_2kxI39Gh6shVdSAde7F2Yy3fLd4tk,35868455,141363,2024-10-29 22:18:44,2024-10-29 22:20:51,2024-10-29 22:20:51,,2024-10-29 22:18:44,toyota_corolla,NA_NA,toyota_b_z_4_x,250,yes,by_car,3,31_to_50,driveway,,not_sure,300,no,,no,300,yes,3,less_than_3,no,,,2024-10-29 22:20:51,1,no,yes
AP7Z2W8Sy1RW7EKIIDyiIVxXTZ_n6x8hpp8RKcGFXUNm7BMyJ3YKyQKw8BDgOVt2,35868516,141363,2024-10-29 22:19:35,2024-10-29 22:20:38,,,2024-10-29 22:19:36,chevrolet_suburban,dodge_ram_pickup_1500,tesla_model_3,300,yes,by_car,3,31_to_50,driveway,,no,idk,no,,no,300,,,,,,,,2,no,yes
pNANiSut4bMrrPmiV_bRIGRi5T3OK67euoC48zXPZAjyraD69VKo-A8WHm7m6YY2,35868534,141363,2024-10-29 22:19:47,2024-10-29 22:24:47,2024-10-29 22:24:48,,2024-10-29 22:19:47,ferrari_488_spider,NA_NA,porsche_taycan,200,yes,by_car,7,below_10,driveway,,yes,150,app,,yes,150,yes,5,5_to_8,yes,4,3_to_5,2024-10-29 22:24:47,1,no,yes
m62NKvv6bVWEpsk_wYlqYIKlzdc6OZXGTkS-anhp3Z2_N1UIA_vPvuhaAGzJmZ4W,35868555,141363,2024-10-29 22:20:07,2024-10-29 22:21:41,2024-10-29 22:21:42,,2024-10-29 22:20:07,NA_NA,NA_NA,cadillac_lyriq,300,no,,,10_to_30,shared_lot,,no,100,app,,yes,100,yes,5,less_than_3,no,,,2024-10-29 22:21:42,0,no,yes
ecSyuGu2pWXabIdSUMmRoJHhb5F-IJfc-O5eFMMRfs9_ihOBtbLImXebUo_BnSOV,35868576,141363,2024-10-29 22:20:25,2024-10-29 22:22:13,2024-10-29 22:22:14,,2024-10-29 22:20:25,NA_NA,NA_NA,tesla_model_3,300,yes,by_train,,below_10,private_garage,,yes,idk,app,,yes,300,yes,5,3_to_5,no,,,2024-10-29 22:22:14,0,no,yes
xCmuUKFzvW4NXFNY6jbjcGW6PBSDvPatdbFzp8PAb08YAQLWhJrmxbiCbPnh7T_M,35868599,141363,2024-10-29 22:20:31,2024-10-29 22:27:32,2024-10-29 22:27:32,,2024-10-29 22:20:31,ford_explorer,NA_NA,ford_focus_ev,100,yes,by_car,5,below_10,driveway,,yes,idk,app,,yes,100,yes,3,5_to_8,no,,,2024-10-29 22:27:32,1,no,yes
COMnVQdQT01ClxuEWZvpHszj_soysCLd_p8MSLac_IMduHRnk3OIJ9USdUugsQGO,35868655,141363,2024-10-29 22:20:57,2024-10-29 22:22:47,2024-10-29 22:22:47,,2024-10-29 22:20:58,hyundai_elantra,NA_NA,genesis_g_80,300,yes,by_car,7,below_10,private_garage,,yes,200,app,,yes,200,yes,7,5_to_8,yes,7,3_to_5,2024-10-29 22:22:47,1,no,yes
9EnHcPBuobmqleiNZjpKg12tAOxSiuOsVUkx7rBibAywqLdWsuntpOldDKRoY0UW,35868697,141363,2024-10-29 22:21:13,2024-10-29 22:23:04,2024-10-29 22:23:04,,2024-10-29 22:21:14,chrysler_300,NA_NA,ford_mustang_mach_e,250,yes,by_car,4,10_to_30,shared_lot,,yes,200,app,,yes,200,yes,4,less_than_3,no,,,2024-10-29 22:23:04,1,no,yes
61qtQoP8PHnhBYTR6aJiymVmHMiT3bnrdAwb9M9pRCs8Rn4_9398YkkXKQ0xCbCv,35868707,141363,2024-10-29 22:21:16,2024-10-29 22:23:19,2024-10-29 22:23:19,,2024-10-29 22:21:17,NA_NA,NA_NA,volkswagen_e_golf,150,no,,,no,prefer_not_say,,no,idk,no,,no,150,no,,,no,,,2024-10-29 22:23:19,0,no,yes
U4nN87kgKaim9Qj7CvvOOQbHANBSvv6VFTuRERB_txL8Prcg0jy9vgPEr5LZM3BI,35868717,141363,2024-10-29 22:21:20,2024-10-29 22:26:12,2024-10-29 22:26:12,,2024-10-29 22:21:20,polestar_2,land_rover_range_rover_evoque,polestar_2,250,yes,by_car,5,10_to_30,private_garage,,yes,350,app,,yes,350,yes,4,5_to_8,no,,,2024-10-29 22:26:12,3,yes,
Emy1mC-xOOZLp37f5hBPxCN7r9DMMVU-IU6OcSXJISi6Mjt45pZwCQcFsvwYO4dU,35868736,141363,2024-10-29 22:21:21,2024-10-29 22:22:03,2024-10-29 22:22:03,,2024-10-29 22:21:22,bmw_3_series_gran_turismo,NA_NA,gmc_hummer_ev_suv,300,no,,,below_10,shared_lot,,yes,350,app,,no,350,yes,7,3_to_5,no,,,2024-10-29 22:22:03,1,no,yes
obwRBRLNhOhcE69Eeku6fh-ZZZTFR2waf98pJ5iExfyNWbqIFCnTo58csxQJRKBO,35868737,141363,2024-10-29 22:21:22,2024-10-29 22:22:10,2024-10-29 22:22:10,,2024-10-29 22:21:22,dodge_challenger,NA_NA,genesis_g_80,300,yes,by_car,5,31_to_50,shared_lot,,yes,300,app,,yes,300,no,,,yes,7,5_to_8,2024-10-29 22:22:10,1,no,yes
bJ2014vqTEBykP6tYnmJ7G_yA9McwIycVhQ4GLYRukkgqaBPE_-cPnQORuvSJAS5,35868791,141363,2024-10-29 22:21:37,2024-10-29 22:23:24,2024-10-29 22:23:24,,2024-10-29 22:21:38,buick_enclave,NA_NA,ford_focus_ev,100,yes,by_car,7,10_to_30,driveway,,yes,200,app,,no,200,yes,4,3_to_5,no,,,2024-10-29 22:23:24,1,no,yes
Z7bZTHnbA-duEBqvV8GjioLuUw74VhTh4mEmYO6xvtfAMWiK-1TXEW68NYF55KNY,35868827,141363,2024-10-29 22:21:46,2024-10-29 22:22:48,2024-10-29 22:22:49,,2024-10-29 22:21:46,toyota_rav_4,NA_NA,tesla_model_x,300,yes,by_car,5,10_to_30,driveway,,no,100,no,,no,100,no,,,no,,,2024-10-29 22:22:48,1,no,yes
LusREUUDvUtmjqX_XQHqq6yWHj9Ut6e9om6EfpRWFdVsu8GRAufSzo9Pbkrq1qrk,35868849,141363,2024-10-29 22:21:50,2024-10-29 22:23:15,2024-10-29 22:23:15,,2024-10-29 22:21:50,chevrolet_bolt_ev,chevrolet_sonic,chevrolet_bolt_ev,250,yes,by_car,5,below_10,shared_lot,,not_sure,100,app,,yes,100,no,,,yes,5,5_to_8,2024-10-29 22:23:15,2,yes,
VclK1Rtn1JtS-GaqOQe44r2ebhlKCsPQ8QzkXt1YScH1hBNFY1E35Y8JdmJgiVUS,35868897,141363,2024-10-29 22:22:01,2024-10-29 22:23:14,2024-10-29 22:23:14,,2024-10-29 22:22:01,NA_NA,NA_NA,ford_focus_ev,100,yes,by_bus,,10_to_30,prefer_not_say,,no,300,app,,yes,300,yes,7,3_to_5,yes,1,less_than_3,2024-10-29 22:23:14,0,no,yes
oclrb65FYkfsftC7qDoXYl-0RHQlcXogf7vcEq0rbbjGRAzeR5Ip-PoNQEOAjKem,35868918,141363,2024-10-29 22:22:04,2024-10-29 22:24:11,2024-10-29 22:24:11,,2024-10-29 22:22:05,honda_civic,toyota_prius_prime,tesla_model_3,300,yes,by_car,3,51_to_100,private_garage,,not_sure,400,app,,yes,400,yes,2,3_to_5,yes,3,less_than_3,2024-10-29 22:24:11,2,no,yes
puRJ2g-Wwg3OAx0OuvlHZuLJJqRxWBTNPMzgNEJFcPBCLByUE_yuT0eNwRuQ5GZv,35868925,141363,2024-10-29 22:22:07,2024-10-29 22:24:13,2024-10-29 22:24:13,,2024-10-29 22:22:08,tesla_model_s,volkswagen_jetta,tesla_model_s,300,yes,by_car,5,below_10,private_garage,,no,300,app,,yes,300,yes,3,more_than_8,no,,,2024-10-29 22:24:13,2,yes,
ngajAdpQUf3-Hn8dYGI6Yjhmw-o_yZXIrhmxCqz2RgQNLNN-KAcOT1vMy7BRB5Iv,35868928,141363,2024-10-29 22:22:08,2024-10-29 22:27:22,2024-10-29 22:27:22,,2024-10-29 22:22:08,audi_a_4,bentley_brooklands,fiat_500_e,100,yes,by_car,5,10_to_30,private_garage,,yes,150,app,,yes,150,yes,4,less_than_3,yes,4,3_to_5,2024-10-29 22:27:22,3,no,yes
Lj1nAM2GQu4fd3YiRg4VypB8hTBW_YJ7HTgX14Mld_lW8v-oU0rDkBIQ0B7tHUUI,35868933,141363,2024-10-29 22:22:09,2024-10-29 22:24:44,2024-10-29 22:24:45,,2024-10-29 22:22:09,acura_mdx,ram_1500,subaru_solterra,200,yes,by_car,5,10_to_30,driveway,,yes,350,app,,yes,350,yes,4,5_to_8,no,,,2024-10-29 22:24:45,2,no,yes
oBOvG-hE7yEQxJ-m2VOGtOko9pluVqOvxbKvPxUGPuqvqVdRdGFy27IAlBMYiG4e,35868941,141363,2024-10-29 22:22:11,2024-10-29 22:23:35,2024-10-29 22:23:35,,2024-10-29 22:22:11,fiat_500,NA_NA,fiat_500_e,100,yes,by_car,5,below_10,driveway,,not_sure,200,app,,no,200,no,,,yes,3,3_to_5,2024-10-29 22:23:35,1,no,yes
h5OBukGxnF4FEaQYANzaRj_EjPl714oPh4EUNUFVDnd_h_Rgc_-TbGXG68_-ygDc,35868945,141363,2024-10-29 22:22:12,2024-10-29 22:24:13,2024-10-29 22:24:13,,2024-10-29 22:22:12,kia_niro_ev,NA_NA,kia_niro_ev,250,yes,by_car,5,10_to_30,street,,no,250,app,,yes,250,yes,3,3_to_5,no,,,2024-10-29 22:24:13,1,yes,
bBNbb75I55syrDna05xAXLSSmlt1sLqUpg-O73_1sNV2ALRPgEC4jGQSro4-FXkX,35868948,141363,2024-10-29 22:22:13,2024-10-29 22:23:46,2024-10-29 22:23:47,,2024-10-29 22:22:14,mitsubishi_i_mi_ev,NA_NA,mitsubishi_i_mi_ev,100,yes,by_car,5,10_to_30,driveway,,no,idk,no,,no,100,no,,,no,,,2024-10-29 22:23:47,1,yes,
OJJvjot8gDqUsK24cd-c5rJZU-HJlhI6CeayJ2z3gmOaI8mYjR5uvmsa7vet7u8D,35868958,141363,2024-10-29 22:22:15,2024-10-29 22:23:43,2024-10-29 22:23:44,,2024-10-29 22:22:15,scion_fr_s,NA_NA,tesla_model_3,300,yes,by_car,2,31_to_50,street,,no,600,app,,yes,600,no,,,no,,,2024-10-29 22:23:44,1,no,yes
VWDQBKCf2G-umETkMOGKSGMqwA2BEANifkwMSgVC1wAWWUefYbZvd0EhZlKPjWLx,35868966,141363,2024-10-29 22:22:16,2024-10-29 22:26:20,2024-10-29 22:26:20,,2024-10-29 22:22:16,lexus_es_330,toyota_corolla_i_m,cadillac_lyriq,300,yes,by_car,5,10_to_30,private_garage,,not_sure,250,app,,yes,250,yes,3,3_to_5,no,,,2024-10-29 22:26:20,2,no,yes
thrWHUT7Zjg0_8IL8xBNbR6xZXeHCKnEjvu_rTzrGD5pyhMGlf2IgchLJrrYctWz,35868970,141363,2024-10-29 22:22:16,2024-10-29 22:23:24,2024-10-29 22:23:24,,2024-10-29 22:22:16,ford_explorer,NA_NA,tesla_model_3,300,yes,by_car,7,10_to_30,driveway,,yes,200,smc,tesla,yes,200,yes,7,3_to_5,no,,,2024-10-29 22:23:24,1,no,yes
25LkdfmWdkcBxdlk_HzpW6nNtnQlkBoy9MpAK9bPAqsRLfndjyU8PaZB8ZXT4f1s,35868973,141363,2024-10-29 22:22:18,2024-10-29 22:23:33,2024-10-29 22:23:33,,2024-10-29 22:22:18,chevrolet_c_k_1500_series,NA_NA,chevrolet_blazer_ev,300,yes,by_car,4,31_to_50,private_garage,,not_sure,150,app,,yes,150,yes,3,less_than_3,no,,,2024-10-29 22:23:33,1,no,yes
MkE1m-6QpxDDiG1UBAaufagMRAJuHhYa8yQ5rancuBzxxT7CDJ4s4cDv7zc4b04f,35868986,141363,2024-10-29 22:22:21,2024-10-29 22:24:09,2024-10-29 22:24:10,,2024-10-29 22:22:21,mazda_cx_9,mazda_3,tesla_model_s,300,no,,,below_10,private_garage,,yes,100,no,,no,100,no,,,no,,,2024-10-29 22:24:09,2,no,yes
a-yeeu8-AITmHOlKH-KGJYkizeCulTA3wWYCw80wKX5-NEX-1OTLYRpkSEyNQL8P,35869007,141363,2024-10-29 22:22:29,2024-10-29 22:24:48,2024-10-29 22:24:48,,2024-10-29 22:22:29,toyota_prius,dodge_caravan,honda_fit_ev,100,yes,by_car,5,10_to_30,driveway,,not_sure,200,no,,yes,200,no,,,yes,5,less_than_3,2024-10-29 22:24:48,2,no,yes
IF5GDmV2t8COv2ijAxcyPJ-pKmQ9ufy5n6jb1x12apYLxryg1oGUJ9Na0q5zD9Iz,35869012,141363,2024-10-29 22:22:31,2024-10-29 22:25:02,2024-10-29 22:25:02,,2024-10-29 22:22:31,audi_q_3,NA_NA,tesla_model_x,300,yes,by_car,3,10_to_30,driveway,,not_sure,idk,app,,yes,300,yes,4,5_to_8,no,,,2024-10-29 22:25:02,1,no,yes
n5OYfTZHaqze9o8y-hMH6yjitjpJBHrsp6DxbL5wN22XXboWfvbMhDS1gQy2Yo2G,35869018,141363,2024-10-29 22:22:33,2024-10-29 22:24:04,2024-10-29 22:24:05,,2024-10-29 22:22:33,dodge_durango,NA_NA,honda_fit_ev,100,no,,,51_to_100,driveway,,no,400,app,,yes,400,yes,6,more_than_8,no,,,2024-10-29 22:24:04,1,no,yes
FrcTvtwwpMlNrQEE60Ok7M0Cz3w47qyaYKC8pKCYp7f3E6CWiiBdtO9vlhYIGAgM,35869024,141363,2024-10-29 22:22:37,2024-10-29 22:25:04,2024-10-29 22:25:04,,2024-10-29 22:22:38,ford_fusion,NA_NA,honda_fit_ev,100,yes,by_car,6,10_to_30,driveway,,not_sure,idk,app,,yes,100,yes,7,5_to_8,no,,,2024-10-29 22:25:04,1,no,yes
ljQpw_8PdnI0ISIfHVq2sp3ZGKoytonJKEE3AkXf2dladjMrxX9UM97hI755NDhc,35869039,141363,2024-10-29 22:22:44,2024-10-29 22:24:43,2024-10-29 22:24:43,,2024-10-29 22:22:44,honda_cr_v,NA_NA,genesis_electrified_g_80,300,yes,by_car,4,31_to_50,private_garage,,yes,200,app,,yes,200,yes,3,less_than_3,yes,2,3_to_5,2024-10-29 22:24:43,1,no,yes
pVVwqpK1osy_3qi5EkOmZVVpO8B8ooxcJp2RV61ShCW6FAugMsck0lS345qAjKtb,35869053,141363,2024-10-29 22:22:51,2024-10-29 22:25:01,2024-10-29 22:25:01,,2024-10-29 22:22:51,chrysler_pacifica,NA_NA,toyota_b_z_4_x,250,yes,by_car,4,10_to_30,driveway,,not_sure,idk,app,,yes,250,yes,3,3_to_5,no,,,2024-10-29 22:25:01,1,no,yes
4-iFQOAy9iHcNjByyac_gCz7qsZF6Y5LGsvCyYhjEfKe866gDs_2IFiacq_ma_ZL,35869056,141363,2024-10-29 22:22:53,2024-10-29 22:23:53,2024-10-29 22:23:53,,2024-10-29 22:22:53,ford_f_150,NA_NA,tesla_model_s,300,no,,,below_10,driveway,,no,500,no,,no,500,no,,,no,,,2024-10-29 22:23:53,1,no,yes
sIacWqpwbANwjRR8LXdPlx3woUcVC7FnT4XNeDCzcCWMBad-0dZNn52ORVDCJlAu,35869060,141363,2024-10-29 22:22:54,2024-10-29 23:30:59,2024-10-29 23:30:59,,2024-10-29 22:22:54,toyota_sienna,toyota_4_runner,hyundai_kona_electric,250,no,,,10_to_30,driveway,,not_sure,idk,app,,no,250,yes,4,3_to_5,no,,,2024-10-29 23:30:59,3,no,yes
bn0X1_QPCr7vNsKtOKYPUNJSm2Ipje0wwt11IZ8OReMPh0Vk3L3Wa0dfpgjRDqdu,35869061,141363,2024-10-29 22:22:54,2024-10-29 22:25:16,2024-10-29 22:25:17,,2024-10-29 22:22:54,tesla_model_3,audi_a_3,tesla_model_3,300,no,,,31_to_50,shared_garage,,no,350,no,,yes,350,yes,2,3_to_5,no,,,2024-10-29 22:25:16,2,yes,
zWe0IZtI6u711gxfY3oNOHj_2U0ywU7HELSxNjKMNPgW4KCGDUEcGoXn8g6Z6oMq,35869069,141363,2024-10-29 22:22:57,2024-10-29 22:23:50,2024-10-29 22:23:50,,2024-10-29 22:22:57,hyundai_santa_cruz,NA_NA,ford_focus_ev,100,yes,by_car,5,10_to_30,private_garage,,not_sure,200,app,,yes,200,yes,3,3_to_5,yes,2,less_than_3,2024-10-29 22:23:50,1,no,yes
MgIoHkv-7udo_wn_C5ANFY2_B5TlYpdyLmpTlX_Spne5FAuRwCd6KHIAfAkKqwzW,35869070,141363,2024-10-29 22:22:57,2024-10-29 22:25:29,2024-10-29 22:25:30,,2024-10-29 22:22:57,mercedes_benz_s_class,dodge_charger,tesla_model_s,300,yes,by_car,5,10_to_30,shared_garage,,yes,200,app,,yes,200,no,,,yes,3,3_to_5,2024-10-29 22:25:30,2,no,yes
wiflucgSeL3dE1gS6-KeevRDtl78WQx9afKWd4J3cuSUaxG95FxR-0pKqPWXvrTU,35869078,141363,2024-10-29 22:23:01,2024-10-29 22:25:49,2024-10-29 22:25:49,,2024-10-29 22:23:01,dodge_grand_caravan,NA_NA,tesla_model_x,300,yes,by_car,5,31_to_50,driveway,,not_sure,350,app,,yes,350,yes,3,5_to_8,no,,,2024-10-29 22:25:49,1,no,yes
DGMf-rpa2diqr0ACOLs9UUVjMsiuWYlvFac264T4qnK7WIfKADvvQfYNSdFA7eUF,35869080,141363,2024-10-29 22:23:02,2024-10-29 22:26:09,2024-10-29 22:26:10,,2024-10-29 22:23:02,volvo_s_60,NA_NA,volvo_c_40_recharge,250,yes,by_car,5,51_to_100,shared_lot,,yes,500,app,,yes,500,no,,,no,,,2024-10-29 22:26:09,1,no,yes
29e56j-EcNi2GjkTQKRT7qEXf1G4rVKx5Ojd-OOSWTxnXTC_VhrPFSmgXKNzlIwd,35869087,141363,2024-10-29 22:23:05,2024-10-29 22:24:53,2024-10-29 22:24:53,,2024-10-29 22:23:06,acura_integra,NA_NA,tesla_model_3,300,yes,by_bus,,below_10,private_garage,,not_sure,idk,no,,no,300,no,,,no,,,2024-10-29 22:24:53,1,no,yes
2lbeT_0crjewdD1QmUV6kn_T53tF9IT8RHcWpOnBmtfth_Dw4ENUdHyvtLihf6lU,35869145,141363,2024-10-29 22:23:47,2024-10-29 22:27:04,2024-10-29 22:27:04,,2024-10-29 22:23:48,tesla_model_s,NA_NA,tesla_model_s,300,yes,by_car,3,31_to_50,private_garage,,no,400,app,,yes,400,yes,4,5_to_8,no,,,2024-10-29 22:27:04,1,yes,
40xv-6nRR9_TFKKBFT3zUQvkDRtiIBEn5AT4AlbrtNVPbXzY_rkk99NVxqqA2wuc,35869156,141363,2024-10-29 22:23:57,2024-10-29 22:27:51,2024-10-29 22:27:52,,2024-10-29 22:23:57,kia_forte,NA_NA,honda_clarity,100,no,,,below_10,shared_lot,,no,idk,no,,yes,100,yes,1,less_than_3,no,,,2024-10-29 22:27:51,1,no,yes
f6_Lqi_8umh9d0Zl1-LqF4JmdWfmu8t9VIfow9I2CgxO18HEyLNhr3NepeNDHOze,35869162,141363,2024-10-29 22:24:01,2024-10-29 22:25:32,2024-10-29 22:25:32,,2024-10-29 22:24:01,chevrolet_impala,honda_accord,hyundai_kona_electric,250,yes,by_car,6,10_to_30,shared_lot,,yes,100,no,,no,100,yes,3,less_than_3,no,,,2024-10-29 22:25:32,2,no,yes
w8dfht_ns2dqU-ZmIoGKvtdSjIYFll5_roixzcknSCbTAFL2zrZKLSc3apVZ17lA,35869194,141363,2024-10-29 22:24:19,2024-10-29 22:26:04,2024-10-29 22:26:04,,2024-10-29 22:24:19,infiniti_m_56,audi_a_4,cadillac_lyriq,300,yes,by_car,5,below_10,shared_lot,,yes,150,app,,yes,150,yes,5,5_to_8,no,,,2024-10-29 22:26:04,3,no,yes
