session,session_id,study_id,iteration,created,modified,ended,expired,time_4a_start,mc_v2g,mc_v2g_charger,txt_v2g_pay,completion_code,txt_feedback_1,time_4a_end
YQl6IvG4L7M2tzFWkNDTF2FIaQNVmXStuRZDN0NjXDQTUJEniADuCm13BpfDkeOv,35869036,141366,922,2024-10-29 22:22:41,2024-10-29 22:24:16,2024-10-29 22:24:17,,2024-10-29 22:22:41,yes,yes,400,704780,,2024-10-29 22:24:17
2ot2J1RReyg2AvspR57fJkcaUBJtihcItGCnytg2vaOasbinI97t--3O3oRPfdix,35869037,141366,923,2024-10-29 22:22:42,2024-10-29 22:23:34,2024-10-29 22:23:35,,2024-10-29 22:22:42,yes,yes,200,580452,,2024-10-29 22:23:35
tTDlzIFwd4H1PpI1i5L_KLYf8FbJi-WJbcsr8C7_AmtPaeHqbPGZDM16oQwpz1tu,35869091,141366,924,2024-10-29 22:23:09,2024-10-29 22:23:25,2024-10-29 22:23:25,,2024-10-29 22:23:10,yes,yes,1200,863491,,2024-10-29 22:23:25
E7yBEXF4MIjEyeVI1PtPmnHyXh5plZsFWAMXRDtrvgh7ShLWwpkz5JlT6x5MYxWi,35869097,141366,925,2024-10-29 22:23:12,2024-10-29 22:23:59,2024-10-29 22:24:00,,2024-10-29 22:23:12,yes,yes,200,506566,,2024-10-29 22:24:00
EhaHQRyZmF3b_bSi6o9dP1AgDiT9hv_DYdsjMUY8rOedxPLUBOpIFUNywz1-j776,35869102,141366,926,2024-10-29 22:23:18,2024-10-29 22:24:38,2024-10-29 22:24:38,,2024-10-29 22:23:18,no,,,306481,,2024-10-29 22:24:38
zU42PNA03itX3GqarqjZK5Rhx7TyYbj6wi_2kxI39Gh6shVdSAde7F2Yy3fLd4tk,35869134,141366,927,2024-10-29 22:23:41,2024-10-29 22:24:12,2024-10-29 22:24:13,,2024-10-29 22:23:41,no,,,701322,,2024-10-29 22:24:12
obwRBRLNhOhcE69Eeku6fh-ZZZTFR2waf98pJ5iExfyNWbqIFCnTo58csxQJRKBO,35869151,141366,928,2024-10-29 22:23:54,2024-10-29 22:24:36,2024-10-29 22:24:36,,2024-10-29 22:23:54,yes,yes,10000,508945,,2024-10-29 22:24:36
m62NKvv6bVWEpsk_wYlqYIKlzdc6OZXGTkS-anhp3Z2_N1UIA_vPvuhaAGzJmZ4W,35869172,141366,929,2024-10-29 22:24:04,2024-10-29 22:24:31,2024-10-29 22:24:31,,2024-10-29 22:24:04,no,,,746791,,2024-10-29 22:24:31
JmBy3bpelFt4HzkFWVvYNUH7w4qHJUW1sreY0w8ZpljKQW1uovgjLOJYvnxN19We,35869196,141366,930,2024-10-29 22:24:25,2024-10-29 22:25:21,2024-10-29 22:25:22,,2024-10-29 22:24:26,yes,yes,500,175865,,2024-10-29 22:25:22
DW_sx_cilRt96yyj0e4rev0oS5miNClancIc1miVHuSWzEwedTBwN-gKrln7sdOh,35869209,141366,931,2024-10-29 22:24:36,2024-10-29 22:25:16,2024-10-29 22:25:16,,2024-10-29 22:24:36,no,,,569949,,2024-10-29 22:25:16
ecSyuGu2pWXabIdSUMmRoJHhb5F-IJfc-O5eFMMRfs9_ihOBtbLImXebUo_BnSOV,35869263,141366,932,2024-10-29 22:25:10,2024-10-29 22:26:18,2024-10-29 22:26:19,,2024-10-29 22:25:10,yes,yes,700,425173,,2024-10-29 22:26:19
N52WZ5QT8moGBSdXpgzqslFPsw5RxytSkdjlDBdGuxxYMCnvq8mUvv7mpKS_iSbj,35869264,141366,933,2024-10-29 22:25:11,2024-10-29 22:29:19,2024-10-29 22:29:20,,2024-10-29 22:25:11,yes,yes,25,693075,,2024-10-29 22:29:19
Z7bZTHnbA-duEBqvV8GjioLuUw74VhTh4mEmYO6xvtfAMWiK-1TXEW68NYF55KNY,35869277,141366,934,2024-10-29 22:25:19,2024-10-29 22:26:00,2024-10-29 22:26:01,,2024-10-29 22:25:19,yes,yes,500,414135,,2024-10-29 22:26:01
VclK1Rtn1JtS-GaqOQe44r2ebhlKCsPQ8QzkXt1YScH1hBNFY1E35Y8JdmJgiVUS,35869278,141366,935,2024-10-29 22:25:19,2024-10-29 22:25:34,2024-10-29 22:25:35,,2024-10-29 22:25:19,yes,yes,100,305486,,2024-10-29 22:25:35
thrWHUT7Zjg0_8IL8xBNbR6xZXeHCKnEjvu_rTzrGD5pyhMGlf2IgchLJrrYctWz,35869281,141366,936,2024-10-29 22:25:21,2024-10-29 22:25:40,2024-10-29 22:25:41,,2024-10-29 22:25:21,yes,yes,50,413712,,2024-10-29 22:25:41
25LkdfmWdkcBxdlk_HzpW6nNtnQlkBoy9MpAK9bPAqsRLfndjyU8PaZB8ZXT4f1s,35869291,141366,937,2024-10-29 22:25:25,2024-10-29 22:25:43,2024-10-29 22:25:44,,2024-10-29 22:25:25,yes,yes,50,892929,,2024-10-29 22:25:43
zWe0IZtI6u711gxfY3oNOHj_2U0ywU7HELSxNjKMNPgW4KCGDUEcGoXn8g6Z6oMq,35869311,141366,938,2024-10-29 22:25:36,2024-10-29 22:25:50,2024-10-29 22:25:51,,2024-10-29 22:25:36,yes,yes,5,886135,,2024-10-29 22:25:51
W2GXfi5MIfIezxir1-tqZBtlLHxr5g2W0izgjegq2ruiY12oPfmrLFfya2TxCjr3,35869318,141366,939,2024-10-29 22:25:43,2024-10-29 22:26:53,2024-10-29 22:26:54,,2024-10-29 22:25:43,yes,yes,300,467702,,2024-10-29 22:26:54
9EnHcPBuobmqleiNZjpKg12tAOxSiuOsVUkx7rBibAywqLdWsuntpOldDKRoY0UW,35869323,141366,940,2024-10-29 22:25:46,2024-10-29 22:26:11,2024-10-29 22:26:11,,2024-10-29 22:25:46,no,,,876804,,2024-10-29 22:26:11
bJ2014vqTEBykP6tYnmJ7G_yA9McwIycVhQ4GLYRukkgqaBPE_-cPnQORuvSJAS5,35869356,141366,941,2024-10-29 22:26:16,2024-10-29 22:26:31,2024-10-29 22:26:31,,2024-10-29 22:26:16,no,,,724720,,2024-10-29 22:26:31
bBNbb75I55syrDna05xAXLSSmlt1sLqUpg-O73_1sNV2ALRPgEC4jGQSro4-FXkX,35869358,141366,942,2024-10-29 22:26:18,2024-10-29 22:27:13,2024-10-29 22:27:13,,2024-10-29 22:26:18,no,,,650522,,2024-10-29 22:27:13
COMnVQdQT01ClxuEWZvpHszj_soysCLd_p8MSLac_IMduHRnk3OIJ9USdUugsQGO,35869385,141366,943,2024-10-29 22:26:31,2024-10-29 22:26:49,2024-10-29 22:26:50,,2024-10-29 22:26:31,yes,yes,400,736965,,2024-10-29 22:26:50
OJJvjot8gDqUsK24cd-c5rJZU-HJlhI6CeayJ2z3gmOaI8mYjR5uvmsa7vet7u8D,35869404,141366,944,2024-10-29 22:26:39,2024-10-29 22:27:10,2024-10-29 22:27:10,,2024-10-29 22:26:40,yes,already_have,,163107,,2024-10-29 22:27:10
oBOvG-hE7yEQxJ-m2VOGtOko9pluVqOvxbKvPxUGPuqvqVdRdGFy27IAlBMYiG4e,35869416,141366,945,2024-10-29 22:26:45,2024-10-29 22:27:04,2024-10-29 22:27:05,,2024-10-29 22:26:45,yes,no,,293407,,2024-10-29 22:27:05
61qtQoP8PHnhBYTR6aJiymVmHMiT3bnrdAwb9M9pRCs8Rn4_9398YkkXKQ0xCbCv,35869470,141366,946,2024-10-29 22:27:16,2024-10-29 22:27:51,2024-10-29 22:27:52,,2024-10-29 22:27:16,no,,,955378,,2024-10-29 22:27:52
4-iFQOAy9iHcNjByyac_gCz7qsZF6Y5LGsvCyYhjEfKe866gDs_2IFiacq_ma_ZL,35869493,141366,947,2024-10-29 22:27:28,2024-10-29 22:29:32,2024-10-29 22:29:32,,2024-10-29 22:27:29,no,,,961176,,2024-10-29 22:29:32
LusREUUDvUtmjqX_XQHqq6yWHj9Ut6e9om6EfpRWFdVsu8GRAufSzo9Pbkrq1qrk,35869499,141366,948,2024-10-29 22:27:30,2024-10-29 22:27:46,2024-10-29 22:27:47,,2024-10-29 22:27:31,yes,no,,716383,,2024-10-29 22:27:46
puRJ2g-Wwg3OAx0OuvlHZuLJJqRxWBTNPMzgNEJFcPBCLByUE_yuT0eNwRuQ5GZv,35869503,141366,949,2024-10-29 22:27:33,2024-10-29 22:28:10,2024-10-29 22:28:10,,2024-10-29 22:27:33,no,,,612159,No thank you,2024-10-29 22:28:10
MkE1m-6QpxDDiG1UBAaufagMRAJuHhYa8yQ5rancuBzxxT7CDJ4s4cDv7zc4b04f,35869508,141366,950,2024-10-29 22:27:35,2024-10-29 22:28:14,2024-10-29 22:28:15,,2024-10-29 22:27:35,yes,yes,500,315178,,2024-10-29 22:28:14
ljQpw_8PdnI0ISIfHVq2sp3ZGKoytonJKEE3AkXf2dladjMrxX9UM97hI755NDhc,35869514,141366,951,2024-10-29 22:27:37,2024-10-29 22:27:57,2024-10-29 22:27:57,,2024-10-29 22:27:38,yes,no,,125373,,2024-10-29 22:27:57
29e56j-EcNi2GjkTQKRT7qEXf1G4rVKx5Ojd-OOSWTxnXTC_VhrPFSmgXKNzlIwd,35869527,141366,952,2024-10-29 22:27:45,2024-10-29 22:28:42,2024-10-29 22:28:42,,2024-10-29 22:27:46,no,,,556582,,2024-10-29 22:28:42
IF5GDmV2t8COv2ijAxcyPJ-pKmQ9ufy5n6jb1x12apYLxryg1oGUJ9Na0q5zD9Iz,35869578,141366,953,2024-10-29 22:28:11,2024-10-29 22:28:52,2024-10-29 22:28:52,,2024-10-29 22:28:12,yes,yes,300,278164,,2024-10-29 22:28:52
oclrb65FYkfsftC7qDoXYl-0RHQlcXogf7vcEq0rbbjGRAzeR5Ip-PoNQEOAjKem,35869582,141366,954,2024-10-29 22:28:14,2024-10-29 22:28:36,2024-10-29 22:28:37,,2024-10-29 22:28:14,yes,yes,1250,433357,,2024-10-29 22:28:36
f6_Lqi_8umh9d0Zl1-LqF4JmdWfmu8t9VIfow9I2CgxO18HEyLNhr3NepeNDHOze,35869585,141366,955,2024-10-29 22:28:15,2024-10-29 22:29:11,2024-10-29 22:29:11,,2024-10-29 22:28:15,no,,,890684,Great survey lots of new information to think about ,2024-10-29 22:29:11
Lj1nAM2GQu4fd3YiRg4VypB8hTBW_YJ7HTgX14Mld_lW8v-oU0rDkBIQ0B7tHUUI,35869656,141366,956,2024-10-29 22:28:44,2024-10-29 22:29:25,2024-10-29 22:29:25,,2024-10-29 22:28:44,yes,yes,500,823553,,2024-10-29 22:29:25
w8dfht_ns2dqU-ZmIoGKvtdSjIYFll5_roixzcknSCbTAFL2zrZKLSc3apVZ17lA,35869692,141366,957,2024-10-29 22:28:53,2024-10-29 22:29:24,2024-10-29 22:29:24,,2024-10-29 22:28:53,yes,yes,100,129898,,2024-10-29 22:29:24
FrcTvtwwpMlNrQEE60Ok7M0Cz3w47qyaYKC8pKCYp7f3E6CWiiBdtO9vlhYIGAgM,35869714,141366,958,2024-10-29 22:28:58,2024-10-29 22:29:36,2024-10-29 22:29:36,,2024-10-29 22:28:58,no,,,361837,,2024-10-29 22:29:36
YmpInC5GRxTBHA8XAArxmI7kLTZJTU3Em2gdZbfPVeZVoYZBAHZ5gpJQvXdqrwKw,35869722,141366,959,2024-10-29 22:29:01,2024-10-29 22:29:14,2024-10-29 22:29:15,,2024-10-29 22:29:01,yes,yes,28,764148,,2024-10-29 22:29:15
wD5SWfpEpKBdaZvgMQR0bg4A2XAPmmjgfYzhaGTsOsPe4vvN3qsHj53cmxcvWjnG,35869805,141366,960,2024-10-29 22:29:33,2024-10-29 22:29:52,2024-10-29 22:29:53,,2024-10-29 22:29:33,yes,yes,250,660823,,2024-10-29 22:29:52
bn0X1_QPCr7vNsKtOKYPUNJSm2Ipje0wwt11IZ8OReMPh0Vk3L3Wa0dfpgjRDqdu,35869840,141366,961,2024-10-29 22:29:52,2024-10-29 22:30:21,2024-10-29 22:30:21,,2024-10-29 22:29:52,no,,,710203,,2024-10-29 22:30:21
HxTG381_i9E1f49mwUft-p1WhB-JEbOE90D4MY6egHAYFtRPb4aKLBBNpperD7YL,35869855,141366,962,2024-10-29 22:29:57,2024-10-29 22:30:27,2024-10-29 22:30:27,,2024-10-29 22:29:57,yes,yes,100,645931,,2024-10-29 22:30:27
n5OYfTZHaqze9o8y-hMH6yjitjpJBHrsp6DxbL5wN22XXboWfvbMhDS1gQy2Yo2G,35869868,141366,963,2024-10-29 22:30:04,2024-10-29 22:30:48,2024-10-29 22:30:49,,2024-10-29 22:30:04,yes,yes,100,721822,,2024-10-29 22:30:49
wiflucgSeL3dE1gS6-KeevRDtl78WQx9afKWd4J3cuSUaxG95FxR-0pKqPWXvrTU,35869890,141366,964,2024-10-29 22:30:13,2024-10-29 22:30:44,2024-10-29 22:30:45,,2024-10-29 22:30:13,no,,,484380,,2024-10-29 22:30:44
40xv-6nRR9_TFKKBFT3zUQvkDRtiIBEn5AT4AlbrtNVPbXzY_rkk99NVxqqA2wuc,35869914,141366,965,2024-10-29 22:30:20,2024-10-29 22:30:42,2024-10-29 22:30:42,,2024-10-29 22:30:20,no,,,164840,,2024-10-29 22:30:42
ngajAdpQUf3-Hn8dYGI6Yjhmw-o_yZXIrhmxCqz2RgQNLNN-KAcOT1vMy7BRB5Iv,35869932,141366,966,2024-10-29 22:30:24,2024-10-29 22:30:47,2024-10-29 22:30:48,,2024-10-29 22:30:24,no,,,938155,No thanks ,2024-10-29 22:30:48
2lbeT_0crjewdD1QmUV6kn_T53tF9IT8RHcWpOnBmtfth_Dw4ENUdHyvtLihf6lU,35869959,141366,967,2024-10-29 22:30:30,2024-10-29 22:31:01,2024-10-29 22:31:02,,2024-10-29 22:30:30,yes,already_have,,702305,,2024-10-29 22:31:01
a-yeeu8-AITmHOlKH-KGJYkizeCulTA3wWYCw80wKX5-NEX-1OTLYRpkSEyNQL8P,35870026,141366,968,2024-10-29 22:30:54,2024-10-29 22:31:39,2024-10-29 22:31:40,,2024-10-29 22:30:54,yes,yes,5000,405149,,2024-10-29 22:31:39
VWDQBKCf2G-umETkMOGKSGMqwA2BEANifkwMSgVC1wAWWUefYbZvd0EhZlKPjWLx,35870028,141366,969,2024-10-29 22:30:55,2024-10-29 22:31:11,2024-10-29 22:31:12,,2024-10-29 22:30:55,no,,,423521,,2024-10-29 22:31:11
U4nN87kgKaim9Qj7CvvOOQbHANBSvv6VFTuRERB_txL8Prcg0jy9vgPEr5LZM3BI,35870034,141366,970,2024-10-29 22:31:00,2024-10-29 22:31:58,2024-10-29 22:31:59,,2024-10-29 22:31:00,yes,yes,200,260454,,2024-10-29 22:31:58
pVVwqpK1osy_3qi5EkOmZVVpO8B8ooxcJp2RV61ShCW6FAugMsck0lS345qAjKtb,35870065,141366,971,2024-10-29 22:31:13,2024-10-29 22:32:10,2024-10-29 22:32:10,,2024-10-29 22:31:13,no,,,649695,,2024-10-29 22:32:10
LQZciiL2dgEF4B2q3GjxFrRTNnmw9jdr1utxySbCFw81baOgCub-UvPS_PXSp4WA,35870089,141366,972,2024-10-29 22:31:30,2024-10-29 22:32:14,2024-10-29 22:32:14,,2024-10-29 22:31:30,no,,,771690,Nothing to say here ,2024-10-29 22:32:14
x49BLYmPI5sCXLgQu6eBAkqcWol3uMuKpyQn93FptzWKNKoCJuaHjvDDj7QS7wfP,35870095,141366,973,2024-10-29 22:31:35,2024-10-29 22:31:56,2024-10-29 22:31:56,,2024-10-29 22:31:35,yes,yes,1000,910909,,2024-10-29 22:31:56
wBpKI05RD-8zwAXq6JCdGUofDxWqSGj5eG-8byfQ8rS-w4JdciLnveEgms4Rmye0,35870114,141366,974,2024-10-29 22:31:45,2024-10-29 22:32:07,2024-10-29 22:32:08,,2024-10-29 22:31:45,yes,yes,150,355733,,2024-10-29 22:32:08
IM9rqvRIWoZiHItdrN1RskOodLn2V2ssGkAn15cPTBs16ETmLqzA1Y9rDj9oqym-,35870115,141366,975,2024-10-29 22:31:47,2024-10-29 22:31:56,2024-10-29 22:31:56,,2024-10-29 22:31:47,yes,no,,658192,,2024-10-29 22:31:56
KBziU7L1ekuFIy7lVINK1NLpxHaZYGq9QTyAMZBFw0M27mffvp5aT48ub0j2gZnf,35870128,141366,976,2024-10-29 22:31:53,2024-10-29 22:32:24,2024-10-29 22:32:25,,2024-10-29 22:31:54,yes,yes,600,546980,,2024-10-29 22:32:25
-0EL9Y7SgXLM_VTOOtbT7HwMK-1m1c9IFFqKqa60mz7YHv0XRjvrO5KuFtUXPVBv,35870130,141366,977,2024-10-29 22:31:54,2024-10-29 22:32:11,2024-10-29 22:32:12,,2024-10-29 22:31:54,yes,yes,5000,326292,,2024-10-29 22:32:12
jev9ybw1zAFoSZOdTDpDk6YQjhVfiNIReFHPMfa1h9kI_C5LsWyjaG1UiRxgRAfd,35870184,141366,978,2024-10-29 22:32:23,2024-10-29 22:34:42,2024-10-29 22:34:43,,2024-10-29 22:32:23,yes,yes,5,398324,,2024-10-29 22:34:42
INi67fDhO0IN29rkGIJbVOoRxrvgVjVPa5x1ol6kjaIhqjRyyaO7CoCREzv5VeAq,35870185,141366,979,2024-10-29 22:32:23,2024-10-29 22:32:37,2024-10-29 22:32:37,,2024-10-29 22:32:24,no,,,851889,,2024-10-29 22:32:37
6AoARUWYdEIVEnzlFbpWoklKxs98NrJ5s7hyCjiLOe5GAXkbzhmdlIIy3oh9eDai,35870196,141366,980,2024-10-29 22:32:27,2024-10-29 22:32:47,2024-10-29 22:32:47,,2024-10-29 22:32:28,no,,,861444,,2024-10-29 22:32:47
eNpXoPo84_LcG36MgvC9oWbVG7VvIAR2Kk8QlLHaTn8Wh4bOBuOoLt5gHcJWVm2H,35870227,141366,981,2024-10-29 22:32:46,2024-10-29 22:33:21,2024-10-29 22:33:21,,2024-10-29 22:32:46,no,,,365820,The survey was great thank you for the opportunity ,2024-10-29 22:33:21
BkPw-VgT6X2NSnsHi8gUsPZZYSJlPP4wTbvYIR-y-cS3_VBHiwkxT1Lksd0Qn9ws,35870236,141366,982,2024-10-29 22:32:49,2024-10-29 22:33:19,2024-10-29 22:33:19,,2024-10-29 22:32:49,yes,yes,500,645885,,2024-10-29 22:33:19
eXIBgb_9fw72V-jyanN587r6XryML6MqkrniO03Rdt-U7grTM6ADVC9iWc27o6mk,35870244,141366,983,2024-10-29 22:32:51,2024-10-29 22:33:35,2024-10-29 22:33:35,,2024-10-29 22:32:52,no,,,164572,No feedback ,2024-10-29 22:33:35
DGMf-rpa2diqr0ACOLs9UUVjMsiuWYlvFac264T4qnK7WIfKADvvQfYNSdFA7eUF,35870248,141366,984,2024-10-29 22:32:53,2024-10-29 22:33:28,2024-10-29 22:33:28,,2024-10-29 22:32:53,no,,,650379,,2024-10-29 22:33:28
NuLOCztAcbgIF9q4JJyNZ01LfTXxIVOnaLMPbzDLT2JxdWwTQsvqTj3puNDdSrA4,35870255,141366,985,2024-10-29 22:32:57,2024-10-29 22:33:28,2024-10-29 22:33:28,,2024-10-29 22:32:57,no,,,720067,nothing comes to mind,2024-10-29 22:33:28
XLL0VyLEWGym1dTxhViEhJmaxeYhVPhuCMq0k3S45HPE-sUFOcswAZl-p5CldotU,35870280,141366,986,2024-10-29 22:33:13,2024-10-29 22:33:42,2024-10-29 22:33:43,,2024-10-29 22:33:13,yes,no,,252183,,2024-10-29 22:33:43
pNANiSut4bMrrPmiV_bRIGRi5T3OK67euoC48zXPZAjyraD69VKo-A8WHm7m6YY2,35870319,141366,987,2024-10-29 22:33:39,2024-10-29 22:36:15,2024-10-29 22:36:15,,2024-10-29 22:33:39,yes,yes,5000,582432,,2024-10-29 22:36:15
BqlHHG-jXfM2leBdVBykqVoe94yk0Jypa3NSzAfUdsMaYIEL1iGufVXGkHl4ZmZF,35870332,141366,988,2024-10-29 22:33:49,2024-10-29 22:34:10,2024-10-29 22:34:10,,2024-10-29 22:33:49,no,,,291829,,2024-10-29 22:34:10
69XSWqjqGGto4siM5j64aO4OMMWtfrCyONfbzdmUoFxUEcBhC8OQk7ZPb7YdmOYC,35870336,141366,989,2024-10-29 22:33:56,2024-10-29 22:34:07,2024-10-29 22:34:08,,2024-10-29 22:33:56,yes,yes,15,486866,,2024-10-29 22:34:08
0kF8DOm0PVgBomAml3NMLj0j3sCOMzdySi_QbAAhPbzBpkYKau8_bJqlJZhSu2hn,35870337,141366,990,2024-10-29 22:33:59,2024-10-29 22:34:24,2024-10-29 22:34:24,,2024-10-29 22:33:59,no,,,270240,,2024-10-29 22:34:24
_6fn0NLe4kIh6WU-YxPEHLK9_P_jmlBJFkLyZkhWDmuw0vAaiwlzYuWzyg1GFuAL,35870339,141366,991,2024-10-29 22:34:05,2024-10-29 22:34:22,2024-10-29 22:34:23,,2024-10-29 22:34:05,no,,,938736,,2024-10-29 22:34:23
C9LsNpl8MMpd6U0QwDJvu9C29-lGyHVQJ5tcUYZFxMTPzzLi49TqGH8Wcmnz8PGH,35870344,141366,992,2024-10-29 22:34:09,2024-10-29 22:34:38,2024-10-29 22:34:38,,2024-10-29 22:34:09,yes,yes,20,199035,,2024-10-29 22:34:38
REzDxXrGHQAbY9ZRK_b3SRDGA5rF9TeQUFPYfODtkYu8ub6pMB2igrZgdEHvz4Cg,35870353,141366,993,2024-10-29 22:34:23,2024-10-29 22:40:25,2024-10-29 22:40:25,,2024-10-29 22:34:23,yes,yes,3000,432006,,2024-10-29 22:40:25
rYjMt6-xXMHMfZI53ArvJQfXZNQNBFq11rcy3yUNDG9kXsw2PvxaY-bZqIqLL7pI,35870401,141366,994,2024-10-29 22:35:05,2024-10-29 22:35:38,2024-10-29 22:35:39,,2024-10-29 22:35:05,yes,yes,10000,972021,,2024-10-29 22:35:39
3k5CcuVxtEVHsSoYnkM6h2qeHFz51QqBw7Wkx0pCrcXVPoBjKZSsYxnVJp9-EgFy,35870406,141366,995,2024-10-29 22:35:06,2024-10-29 22:35:39,2024-10-29 22:35:39,,2024-10-29 22:35:06,no,,,650191,,2024-10-29 22:35:39
AyDFTdrKmjqOpsjaA5qtDYMO5JmSJhThuOPVD1ueeWtZf29wLWew1smMa4gxcZY1,35870408,141366,996,2024-10-29 22:35:08,2024-10-29 22:36:36,2024-10-29 22:36:37,,2024-10-29 22:35:08,yes,yes,300,836095,,2024-10-29 22:36:37
sohNf7GkrAr40dYRQsaEbQFUh9KdPTcEv-1yUab8BpW3aBavxgVHTTxeDyo1FkdD,35870426,141366,997,2024-10-29 22:35:43,2024-10-29 22:37:21,2024-10-29 22:37:21,,2024-10-29 22:35:43,yes,yes,1,768773,,2024-10-29 22:37:21
T2YUkAZ69pyBc88clxPbGBnpiqgCTtP6GWutCwUhzaMULK5k37dHCGnqkaUByJWq,35870427,141366,998,2024-10-29 22:35:44,2024-10-29 22:36:02,2024-10-29 22:36:03,,2024-10-29 22:35:44,no,,,765395,,2024-10-29 22:36:03
fgDmI2Q752SOCjBk8w5yuTT88--LTffy7LCfYZ5VPezfIYJUUTTz_z8YcaY8RS_C,35870450,141366,999,2024-10-29 22:36:12,2024-10-29 22:37:20,2024-10-29 22:37:21,,2024-10-29 22:36:13,no,,,543071,Very well worded and helpful explanations ,2024-10-29 22:37:21
TcKC-Qdb5Y6kpweLP76ItrJ0EY8YzDHnAbpA0TMWHIOjAighlb6tX_CZ6d28i_Ie,35870456,141366,1000,2024-10-29 22:36:16,2024-10-29 22:36:23,2024-10-29 22:36:24,,2024-10-29 22:36:17,yes,no,,467544,,2024-10-29 22:36:24
zfE8wvQc6TSbU_SXR1iBSwtz2ftVeIPF_MhrXiEJIwi6maM5x4Y7IxS3w4SXbnsD,35870458,141366,1001,2024-10-29 22:36:20,2024-10-29 22:36:55,2024-10-29 22:36:56,,2024-10-29 22:36:21,yes,yes,800,200637,,2024-10-29 22:36:55
5W9Q9zeQlCh3bqZO6P4pm0URrqJU24EpmKKuPdVDj9MU4Bn5eFSHe-5eCLb1CzRd,35870461,141366,1002,2024-10-29 22:36:34,2024-10-29 22:36:50,2024-10-29 22:36:50,,2024-10-29 22:36:34,yes,yes,288,139535,,2024-10-29 22:36:50
XI7R4A5gHuXaeUQDJbZkC4dd9ZBHYo7JTGhv4jPd3J6UPX4BbCimjIi58fns2d2g,35870471,141366,1003,2024-10-29 22:36:54,2024-10-29 22:38:49,2024-10-29 22:38:49,,2024-10-29 22:36:54,yes,yes,220,908380,,2024-10-29 22:38:49
VW9H3xXDWUVMxUyghThRvYFZI8M_38iFrqRcW4GIgnJEhbZXlzoe8-zOkZInvhKK,35870475,141366,1004,2024-10-29 22:37:02,2024-10-29 22:37:27,2024-10-29 22:37:28,,2024-10-29 22:37:02,no,,,542266,No thank you,2024-10-29 22:37:27
zaZAydT4U9gnksqrYLhjoSXjy-KO3rJWY8OUhu6Yae3jp-FQNMNTpiAXz0Rym_KT,35870478,141366,1005,2024-10-29 22:37:08,2024-10-29 22:37:38,2024-10-29 22:37:38,,2024-10-29 22:37:08,no,,,786822,,2024-10-29 22:37:38
r10ERYcQP30hZipL77uRQp5tm_JaCNc3wO8M7HSneZfc4CCYwSMWAjjcxslBYR_M,35870479,141366,1006,2024-10-29 22:37:08,2024-10-29 22:37:29,2024-10-29 22:37:30,,2024-10-29 22:37:09,yes,no,,678072,,2024-10-29 22:37:30
isVxo5H_BHPWDzJUnYG48BIpRzU9H7B32Q5-bZwimFZ6yt0KWjLXfC0clKhynWzA,35870508,141366,1007,2024-10-29 22:37:48,2024-10-29 22:38:54,2024-10-29 22:38:54,,2024-10-29 22:37:48,no,,,707397,,2024-10-29 22:38:54
QW8MBiNpoUf73HQYXSUtF8qbM3vcE6wf6gCSg2gIalrqqrNib4vFH6zBj8-TzM0Z,35870510,141366,1008,2024-10-29 22:37:56,2024-10-29 22:38:31,2024-10-29 22:38:32,,2024-10-29 22:37:56,no,,,712050,none,2024-10-29 22:38:32
2QkQXkibD5fqX2xEkCGuIJ3DL22oMbv0ke3iuA4Mqpf16riZI943g8Dkd7UPj-Lw,35870520,141366,1009,2024-10-29 22:38:12,2024-10-29 22:38:22,,,2024-10-29 22:38:12,,,,,,
1yhyMoGj7juJZWZcLXVOyYH76Ufq6LniEPUV1txwyjSrgfJe8RBz_ebIpVBg-ifE,35870530,141366,1010,2024-10-29 22:38:36,2024-10-29 22:38:57,2024-10-29 22:38:57,,2024-10-29 22:38:36,no,,,731505,,2024-10-29 22:38:57
87lx1tfjfP6ykt26JRDqWi929z-ikoudgBJpqfKPQAR6GBRBKypllmyrlYWilRDW,35870531,141366,1011,2024-10-29 22:38:42,2024-10-29 22:39:08,2024-10-29 22:39:09,,2024-10-29 22:38:42,yes,yes,200,273962,,2024-10-29 22:39:08
4_29TG7KZBMJgCkqBuUvQBfZJurC1Taab4OUeZcFQjLgDPev4HUXN3AoDI9H6i5Z,35870566,141366,1012,2024-10-29 22:39:51,2024-10-29 22:40:11,2024-10-29 22:40:12,,2024-10-29 22:39:52,yes,yes,500,510318,,2024-10-29 22:40:11
xpAmeuQzvmZWqeEbDXWzINx0nY7-lOZx678dZLm23prAmICWf_DA3alu8K76YSc1,35870571,141366,1013,2024-10-29 22:40:09,2024-10-29 22:40:36,2024-10-29 22:40:36,,2024-10-29 22:40:09,no,,,345150,,2024-10-29 22:40:36
4ftNtnuHMPgn6-IIUQTQF7afbo_dvg_LxHob11l4GtilkJvoJW0mERvxGxy3gNNB,35870582,141366,1014,2024-10-29 22:40:26,2024-10-29 22:41:02,2024-10-29 22:41:02,,2024-10-29 22:40:26,yes,yes,55,595588,,2024-10-29 22:41:02
eLJhIONKK5iSiwJ5lL8__Z3dDk2yeo8hxDk7TU4QLnALG8hxFy-xyisURLDuukS-,35870583,141366,1015,2024-10-29 22:40:35,2024-10-29 22:40:56,2024-10-29 22:40:57,,2024-10-29 22:40:36,yes,no,,453791,,2024-10-29 22:40:57
